ano censo,nome do municipio,nome da escola,dependência administrativa,categoria escola privada,localização,situação de funcionamento,internet,internet para alunos,computador,qt computador,computador portatil,qt computador portatil,tablet,qt tablet,contrato de prestação de serviço,termo de cooperação técnica e financeira,tipo de atendimento escolarização,Atendimento Educacional Especializado (AEE),Mediação Presencial,Mediação Semipresencial,Mediação EAD,Turno Diurno,Turno Noturno,Ensino Médio,Educação Profissional,Educação Profissional Técnica,Feminino,Masculino,Raça não Declarada,Branca,Preta,Parda,Amarela,Indígena
2023,Salvador,COLEGIO ESTADUAL GOVERNADOR LOMANTO JUNIOR TEMPO INTEGRAL,estadual,,urbana,ativa,Sim,Não,Sim,10.0,Não,0.0,Não,0.0,,,,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,271.0,262.0,8.0,25.0,72.0,425.0,3.0,0.0
2023,Salvador,COLEGIO ESTADUAL GOVERNADOR ROBERTO SANTOS,estadual,,urbana,ativa,Sim,Não,Sim,14.0,Não,0.0,Não,0.0,,,,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,983.0,839.0,54.0,87.0,450.0,1223.0,8.0,0.0
2023,Salvador,COLEGIO ESTADUAL MANOEL DEVOTO,estadual,,urbana,ativa,Sim,Não,Sim,16.0,Não,0.0,Não,0.0,,,,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,776.0,839.0,199.0,34.0,449.0,917.0,15.0,1.0
2023,Salvador,COLEGIO ESTADUAL PRESIDENTE COSTA E SILVA,estadual,,urbana,ativa,Sim,Não,Sim,60.0,Não,0.0,Não,0.0,,,,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,930.0,895.0,204.0,56.0,263.0,1291.0,10.0,1.0
2023,Salvador,COLEGIO ESTADUAL NELSON MANDELA TEMPO INTEGRAL,estadual,,urbana,ativa,Sim,Não,Sim,37.0,Não,0.0,Não,0.0,,,,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,819.0,1025.0,202.0,47.0,499.0,1072.0,20.0,4.0
2023,Salvador,CENTRO ESTADUAL DE EDUCACAO PROFISSIONAL EM GESTAO SEVERINO VIEIRA,estadual,,urbana,ativa,Sim,Não,Sim,20.0,Não,0.0,Não,0.0,,,,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,568.0,524.0,65.0,36.0,254.0,732.0,4.0,1.0
2023,Salvador,COLEGIO ESTADUAL SENHOR DO BONFIM,estadual,,urbana,ativa,Sim,Não,Sim,1.0,Não,0.0,Não,0.0,,,,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,267.0,307.0,3.0,26.0,212.0,325.0,8.0,0.0
2023,Salvador,CENTRO ESTADUAL DE EDUCACAO INOVACAO E FORMACAO DA BAHIA CEEIFOR MAE STELLA TEMPO INTEGRAL,estadual,,urbana,ativa,Sim,Sim,Sim,23.0,Sim,100.0,Não,0.0,,,,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,643.0,668.0,14.0,95.0,377.0,814.0,8.0,3.0
2023,Salvador,COLEGIO SAO JOSE,privada,particular,urbana,ativa,Sim,Sim,Sim,44.0,Não,0.0,Sim,12.0,,,,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,498.0,494.0,214.0,201.0,120.0,448.0,8.0,1.0
2023,Salvador,COLEGIO SAO LAZARO,privada,particular,urbana,ativa,Sim,Sim,Sim,19.0,Sim,1.0,Sim,1.0,,,,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,174.0,182.0,261.0,24.0,9.0,62.0,0.0,0.0
2023,Salvador,COLEGIO ADVENTISTA DE SALVADOR,privada,particular,urbana,ativa,Sim,Sim,Sim,35.0,Sim,35.0,Sim,35.0,,,,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,347.0,393.0,188.0,122.0,41.0,386.0,2.0,1.0
2023,Salvador,COLEGIO ANCHIETA,privada,particular,urbana,ativa,Sim,Sim,Sim,25.0,Sim,120.0,Não,0.0,,,,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,604.0,537.0,794.0,268.0,1.0,75.0,3.0,0.0
2023,Salvador,COLEGIO ANTONIO DE PADUA,privada,particular,urbana,ativa,Sim,Sim,Não,0.0,Sim,6.0,Não,0.0,,,,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,67.0,83.0,27.0,14.0,23.0,83.0,2.0,1.0
2023,Salvador,COLEGIO ANTONIO VIEIRA,privada,filantropica,urbana,ativa,Sim,Sim,Sim,353.0,Sim,88.0,Sim,199.0,,,,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1514.0,1625.0,383.0,1636.0,148.0,946.0,22.0,4.0
2023,Salvador,COLEGIO BATISTA BRASILEIRO,privada,particular,urbana,ativa,Sim,Sim,Não,0.0,Sim,14.0,Não,0.0,,,,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,152.0,148.0,141.0,60.0,6.0,93.0,0.0,0.0
2023,Salvador,COLEGIO BERNARDO GALVAO,privada,particular,urbana,ativa,Sim,Sim,Sim,1.0,Sim,1.0,Não,0.0,,,,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,20.0,27.0,16.0,9.0,5.0,17.0,0.0,0.0
2023,Salvador,COLEGIO CHRISTUS,privada,particular,urbana,ativa,Sim,Sim,Sim,24.0,Não,0.0,Não,0.0,,,,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,156.0,132.0,0.0,284.0,0.0,4.0,0.0,0.0
2023,Salvador,COLEGIO DO SAGRADO CORACAO DE JESUS- VERBO EDUCACAO LTDA-ME,privada,particular,urbana,ativa,Sim,Sim,Sim,12.0,Sim,2.0,Não,0.0,,,,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,81.0,85.0,69.0,27.0,10.0,59.0,0.0,1.0
2023,Salvador,COLEGIO ESTADUAL ANTONIO CARLOS MAGALHAES,estadual,,urbana,ativa,Sim,Não,Sim,10.0,Não,0.0,Não,0.0,,,,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,356.0,407.0,86.0,34.0,238.0,404.0,1.0,0.0
2023,Salvador,COLEGIO ESTADUAL HELENA CELESTINO MAGALHAES TEMPO INTEGRAL,estadual,,urbana,ativa,Sim,Sim,Sim,8.0,Sim,3.0,Não,0.0,,,,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,160.0,178.0,15.0,11.0,93.0,218.0,1.0,0.0
2023,Salvador,COLEGIO ESTADUAL TEREZA CONCEICAO MENEZES,estadual,,urbana,ativa,Sim,Não,Sim,16.0,Não,0.0,Não,0.0,,,,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,365.0,423.0,51.0,25.0,211.0,498.0,2.0,1.0
2023,Salvador,COLEGIO ESTADUAL ALIPIO FRANCA,estadual,,urbana,ativa,Sim,Não,Sim,16.0,Não,0.0,Não,0.0,,,,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,499.0,566.0,21.0,63.0,230.0,736.0,14.0,1.0
2023,Salvador,COLEGIO DA POLICIA MILITAR CPM DONA LEONOR CALMON,estadual,,urbana,ativa,Sim,Sim,Não,0.0,Sim,10.0,Não,0.0,,,,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,318.0,370.0,149.0,52.0,106.0,381.0,0.0,0.0
2023,Salvador,COLEGIO ESTADUAL DA BAHIA CENTRAL,estadual,,urbana,ativa,Sim,Não,Não,0.0,Sim,20.0,Não,0.0,,,,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,492.0,450.0,30.0,49.0,325.0,533.0,5.0,0.0
2023,Salvador,COLEGIO ESTADUAL DEPUTADO MANOEL NOVAES,estadual,,urbana,ativa,Sim,Não,Sim,13.0,Não,0.0,Não,0.0,,,,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,369.0,436.0,212.0,25.0,187.0,380.0,1.0,0.0
2023,Salvador,COLEGIO ESTADUAL EVARISTO DA VEIGA TEMPO INTEGRAL,estadual,,urbana,ativa,Sim,Não,Sim,16.0,Não,0.0,Não,0.0,,,,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,169.0,149.0,37.0,7.0,115.0,159.0,0.0,0.0
2023,Salvador,COLEGIO ESTADUAL GOES CALMON,estadual,,urbana,ativa,Sim,Sim,Sim,10.0,Sim,80.0,Sim,2.0,,,,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,367.0,415.0,17.0,50.0,230.0,481.0,2.0,2.0
2023,Salvador,COLEGIO ESTADUAL DE TEMPO INTEGRAL PROF PEDRO PAULO MARQUES E MARQUES,estadual,,urbana,ativa,Sim,Sim,Sim,21.0,Não,0.0,Não,0.0,,,,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,993.0,977.0,154.0,111.0,487.0,1196.0,19.0,3.0
2023,Salvador,COLEGIO ESTADUAL YPIRANGA TEMPO INTEGRAL,estadual,,urbana,ativa,Sim,Não,Sim,15.0,Não,0.0,Não,0.0,,,,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,52.0,73.0,13.0,6.0,40.0,65.0,0.0,1.0
2023,Salvador,COLEGIO DA POLICIA MILITAR CPM JOAO FLORENCIO GOMES,estadual,,urbana,ativa,Sim,Não,Sim,6.0,Sim,4.0,Não,0.0,,,,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,433.0,435.0,403.0,6.0,123.0,334.0,1.0,1.0
2023,Salvador,COLEGIO ESTADUAL MARQUES DE MARICA TEMPO INTEGRAL,estadual,,urbana,ativa,Sim,Sim,Sim,5.0,Sim,21.0,Não,0.0,,,,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,49.0,82.0,1.0,4.0,38.0,88.0,0.0,0.0
2023,Salvador,COLEGIO ESTADUAL PEDRO CALMON,estadual,,urbana,ativa,Sim,Não,Não,0.0,Não,0.0,Não,0.0,,,,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,205.0,269.0,30.0,10.0,73.0,358.0,3.0,0.0
2023,Salvador,COLEGIO ESTADUAL DO STIEP CARLOS MARIGHELLA,estadual,,urbana,ativa,Sim,Não,Não,0.0,Não,0.0,Não,0.0,,,,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,248.0,259.0,4.0,61.0,154.0,285.0,2.0,1.0
2023,Salvador,COLEGIO ESTADUAL RAPHAEL SERRAVALLE,estadual,,urbana,ativa,Sim,Sim,Sim,20.0,Sim,10.0,Não,0.0,,,,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,560.0,646.0,23.0,110.0,324.0,733.0,12.0,4.0
2023,Salvador,COLEGIO FLAMBOYANTS LTDA,privada,particular,urbana,ativa,Sim,Sim,Sim,20.0,Não,0.0,Sim,10.0,,,,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,206.0,206.0,259.0,52.0,14.0,86.0,1.0,0.0
2023,Salvador,COLEGIO INTEGRAL,privada,particular,urbana,ativa,Sim,Sim,Não,0.0,Sim,139.0,Não,0.0,,,,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,122.0,128.0,95.0,59.0,30.0,66.0,0.0,0.0
2023,Salvador,COLEGIO GREGOR MENDEL,privada,particular,urbana,ativa,Sim,Não,Sim,11.0,Não,0.0,Sim,6.0,,,,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,108.0,109.0,200.0,7.0,4.0,6.0,0.0,0.0
2023,Salvador,COLEGIO MILITAR DE SALVADOR,federal,,urbana,ativa,Sim,Sim,Não,0.0,Não,0.0,Não,0.0,,,,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,315.0,356.0,66.0,266.0,60.0,274.0,4.0,1.0
2023,Salvador,COLEGIO MODULO,privada,particular,urbana,ativa,Sim,Não,Sim,39.0,Não,0.0,Não,0.0,,,,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,279.0,256.0,371.0,110.0,3.0,48.0,3.0,0.0
2023,Salvador,COLEGIO NOSSA SENHORA DA CONCEICAO,privada,filantropica,urbana,ativa,Sim,Sim,Não,0.0,Não,0.0,Não,0.0,,,,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,428.0,359.0,192.0,157.0,72.0,362.0,2.0,2.0
2023,Salvador,COLEGIO NOSSA SENHORA DA SOLEDADE,privada,particular,urbana,ativa,Sim,Sim,Não,0.0,Não,0.0,Não,0.0,,,,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,367.0,363.0,0.0,49.0,61.0,617.0,1.0,2.0
2023,Salvador,COLEGIO ESTADUAL ROTARY,estadual,,urbana,ativa,Sim,Não,Sim,5.0,Sim,10.0,Não,0.0,,,,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1214.0,1387.0,299.0,91.0,472.0,1724.0,13.0,2.0
2023,Salvador,LICEU SALESIANO DO SALVADOR,privada,filantropica,urbana,ativa,Sim,Sim,Sim,43.0,Não,0.0,Não,0.0,,,,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,791.0,830.0,228.0,305.0,79.0,1004.0,4.0,1.0
2023,Salvador,COLEGIO FRANCISCANO SANTA CLARA,privada,filantropica,urbana,ativa,Sim,Não,Não,0.0,Sim,1.0,Sim,1.0,,,,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,93.0,57.0,54.0,28.0,15.0,52.0,1.0,0.0
2023,Salvador,COLEGIO SANTOS CARNEIRO,privada,particular,urbana,ativa,Sim,Não,Sim,3.0,Sim,1.0,Sim,1.0,,,,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,192.0,201.0,70.0,38.0,54.0,231.0,0.0,0.0
2023,Salvador,COLEGIO SAO PAULO,privada,particular,urbana,ativa,Sim,Não,Sim,23.0,Sim,204.0,Não,0.0,,,,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,610.0,590.0,839.0,245.0,2.0,112.0,2.0,0.0
2023,Salvador,COLEGIO SS SACRAMENTO,privada,filantropica,urbana,ativa,Sim,Sim,Sim,60.0,Sim,6.0,Sim,35.0,,,,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,261.0,260.0,255.0,117.0,23.0,117.0,9.0,0.0
2023,Salvador,COLEGIO ESTADUAL ALMIRANTE BARROSO,estadual,,urbana,ativa,Sim,Não,Sim,21.0,Não,0.0,Não,0.0,,,,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1139.0,1121.0,171.0,45.0,409.0,1623.0,6.0,6.0
2023,Salvador,COLEGIO ESTADUAL CLERISTON ANDRADE,estadual,,urbana,ativa,Sim,Não,Sim,10.0,Não,0.0,Não,0.0,,,,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,744.0,807.0,312.0,32.0,326.0,865.0,15.0,1.0
2023,Salvador,COLEGIO ESTADUAL FREDERICO COSTA,estadual,,urbana,ativa,Sim,Não,Sim,3.0,Não,0.0,Não,0.0,,,,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,205.0,309.0,57.0,36.0,81.0,338.0,0.0,2.0
2023,Salvador,COLEGIO ESTADUAL RUBEN DARIO,estadual,,urbana,ativa,Sim,Não,Sim,32.0,Não,0.0,Não,0.0,,,,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,517.0,513.0,73.0,26.0,306.0,618.0,5.0,2.0
2023,Salvador,EDUCANDARIO EUGENIO NABUCO,privada,particular,urbana,ativa,Sim,Sim,Sim,5.0,Não,0.0,Não,0.0,,,,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,229.0,199.0,183.0,29.0,84.0,130.0,2.0,0.0
2023,Salvador,EMPREENDIMENTOS EDUCACIONAIS SENHORA DE GUADALUPE,privada,particular,urbana,ativa,Sim,Não,Sim,6.0,Sim,20.0,Não,0.0,,,,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,229.0,202.0,431.0,0.0,0.0,0.0,0.0,0.0
2023,Salvador,COLEGIO ESTADUAL MARCILIO DIAS,estadual,,urbana,ativa,Sim,Sim,Não,0.0,Sim,25.0,Não,0.0,,,,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,119.0,212.0,4.0,12.0,30.0,285.0,0.0,0.0
2023,Salvador,COLEGIO ESTADUAL DEMOCRATICO BERTHOLDO CIRILO DOS REIS,estadual,,urbana,ativa,Sim,Não,Sim,12.0,Não,0.0,Não,0.0,,,,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,708.0,623.0,246.0,11.0,255.0,804.0,15.0,0.0
2023,Salvador,ESCOLA DE EDUCACAO BASICA E PROFISSIONAL FUNDACAO BRADESCO,privada,filantropica,urbana,ativa,Sim,Sim,Sim,60.0,Sim,45.0,Sim,1.0,,,,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,456.0,388.0,143.0,88.0,130.0,475.0,7.0,1.0
2023,Salvador,COLEGIO ESTADUAL DESEMBARGADOR PEDRO RIBEIRO,estadual,,urbana,ativa,Sim,Sim,Sim,10.0,Sim,10.0,Não,0.0,,,,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,559.0,693.0,82.0,29.0,349.0,783.0,7.0,2.0
2023,Salvador,COLEGIO ESTADUAL PROFESSOR EDSON CARNEIRO,estadual,,urbana,ativa,Sim,Sim,Sim,26.0,Não,0.0,Não,0.0,,,,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,503.0,549.0,333.0,30.0,160.0,521.0,7.0,1.0
2023,Salvador,COLEGIO ESTADUAL RAFAEL OLIVEIRA,estadual,,urbana,ativa,Sim,Não,Sim,22.0,Não,0.0,Não,0.0,,,,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,312.0,313.0,19.0,14.0,194.0,395.0,1.0,2.0
2023,Salvador,COLEGIO ESTADUAL MARIO AUGUSTO TEIXEIRA DE FREITAS,estadual,,urbana,ativa,Sim,Não,Sim,22.0,Não,0.0,Não,0.0,,,,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,442.0,413.0,40.0,47.0,250.0,514.0,3.0,1.0
2023,Salvador,ESCOLA MEDALHA MILAGROSA,privada,particular,urbana,ativa,Sim,Sim,Sim,16.0,Sim,6.0,Sim,5.0,,,,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,241.0,217.0,456.0,1.0,1.0,0.0,0.0,0.0
2023,Salvador,COLEGIO ESTADUAL PADRE JOSE VASCONCELOS,estadual,,urbana,ativa,Sim,Não,Não,0.0,Não,0.0,Não,0.0,,,,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,414.0,486.0,69.0,33.0,223.0,566.0,8.0,1.0
2023,Salvador,COLEGIO ESTADUAL POLIVALENTE DE AMARALINA,estadual,,urbana,ativa,Sim,Não,Sim,18.0,Não,0.0,Não,0.0,,,,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,401.0,347.0,18.0,16.0,231.0,480.0,2.0,1.0
2023,Salvador,COLEGIO ESTADUAL LUIZ FERNANDO MACEDO COSTA TEMPO INTEGRAL,estadual,,urbana,ativa,Sim,Não,Sim,10.0,Não,0.0,Não,0.0,,,,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,173.0,220.0,13.0,10.0,111.0,259.0,0.0,0.0
2023,Salvador,CENTRO ESTADUAL DE EDUCACAO PROFISSIONAL EM GESTAO NEGOCIOS E TURISMO LUIZ NAVARRO DE BRITO,estadual,,urbana,ativa,Sim,Não,Sim,42.0,Não,0.0,Não,0.0,,,,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,462.0,361.0,7.0,27.0,254.0,531.0,3.0,1.0
2023,Salvador,COLEGIO ESTADUAL RENAN BALEEIRO,estadual,,urbana,ativa,Sim,Não,Sim,1.0,Não,0.0,Não,0.0,,,,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,361.0,441.0,37.0,25.0,311.0,423.0,6.0,0.0
2023,Salvador,COLEGIO BOM PASTOR,privada,filantropica,urbana,ativa,Sim,Sim,Sim,14.0,Sim,48.0,Sim,19.0,,,,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,259.0,266.0,184.0,151.0,47.0,139.0,4.0,0.0
2023,Salvador,COLEGIO ESTADUAL SANTA RITA DE CASSIA,estadual,,urbana,ativa,Sim,Sim,Sim,10.0,Sim,20.0,Não,0.0,,,,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,341.0,454.0,120.0,12.0,235.0,423.0,3.0,2.0
2023,Salvador,COLEGIO ESTADUAL ARTUR DE SALES,estadual,,urbana,ativa,Sim,Sim,Sim,4.0,Sim,4.0,Sim,1.0,,,,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,464.0,565.0,45.0,48.0,231.0,695.0,9.0,1.0
2023,Salvador,COLEGIO ESTADUAL DOUTOR AILTON PINTO DE ANDRADE,estadual,,urbana,ativa,Sim,Não,Sim,26.0,Não,0.0,Não,0.0,,,,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,363.0,300.0,42.0,12.0,205.0,401.0,2.0,1.0
2023,Salvador,COLEGIO ESTADUAL ALBERTO VALENCA TEMPO INTEGRAL,estadual,,urbana,ativa,Sim,Não,Sim,18.0,Não,0.0,Não,0.0,,,,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,257.0,385.0,37.0,22.0,292.0,288.0,3.0,0.0
2023,Salvador,COLEGIO ESTADUAL ANFRISIA SANTIAGO TEMPO INTEGRAL,estadual,,urbana,ativa,Sim,Não,Sim,10.0,Não,0.0,Não,0.0,,,,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,222.0,359.0,171.0,8.0,57.0,336.0,9.0,0.0
2023,Salvador,COLEGIO ARTE LTDA,privada,particular,urbana,ativa,Sim,Sim,Sim,9.0,Não,0.0,Não,0.0,,,,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,210.0,208.0,0.0,20.0,22.0,376.0,0.0,0.0
2023,Salvador,COLEGIO ESTADUAL ASSIS CHATEAUBRIAND,estadual,,urbana,ativa,Sim,Não,Sim,27.0,Não,0.0,Não,0.0,,,,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,346.0,404.0,5.0,41.0,232.0,467.0,2.0,3.0
2023,Salvador,COLEGIO CELESTIN FREINET,privada,particular,urbana,ativa,Sim,Não,Sim,1.0,Sim,1.0,Sim,1.0,,,,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,61.0,70.0,37.0,8.0,16.0,69.0,0.0,1.0
2023,Salvador,COLEGIO ESTADUAL CONSELHEIRO VICENTE PACHECO DE OLIVEIRA TEMPO INTEGRAL,estadual,,urbana,ativa,Sim,Não,Sim,2.0,Sim,7.0,Não,0.0,,,,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,177.0,202.0,2.0,16.0,41.0,320.0,0.0,0.0
2023,Salvador,COLEGIO ESTADUAL DANTAS JUNIOR,estadual,,urbana,ativa,Sim,Não,Sim,10.0,Não,0.0,Não,0.0,,,,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,209.0,210.0,8.0,13.0,143.0,244.0,11.0,0.0
2023,Salvador,COLEGIO ESTADUAL DOUTOR JOAO PEDRO DOS SANTOS,estadual,,urbana,ativa,Sim,Não,Sim,4.0,Não,0.0,Não,0.0,,,,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,438.0,522.0,32.0,31.0,261.0,630.0,3.0,3.0
2023,Salvador,COLEGIO ESTADUAL ALBERTO SANTOS DUMONT,estadual,,urbana,ativa,Sim,Não,Sim,16.0,Não,0.0,Não,0.0,,,,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,396.0,414.0,51.0,19.0,227.0,509.0,4.0,0.0
2023,Salvador,COLEGIO ESTADUAL BRIGADEIRO EDUARDO GOMES,estadual,,urbana,ativa,Sim,Sim,Sim,7.0,Sim,59.0,Não,0.0,,,,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,385.0,388.0,107.0,49.0,181.0,435.0,1.0,0.0
2023,Salvador,COLEGIO ESTADUAL CESARE CASALI EM TEMPO INTEGRAL,estadual,,urbana,ativa,Não,Não,Sim,10.0,Não,0.0,Não,0.0,,,,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,153.0,190.0,1.0,19.0,74.0,244.0,4.0,1.0
2023,Salvador,COLEGIO ESTADUAL CIDADE DE CURITIBA,estadual,,urbana,ativa,Sim,Não,Sim,17.0,Sim,2.0,Não,0.0,,,,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,260.0,242.0,24.0,18.0,145.0,314.0,1.0,0.0
2023,Salvador,COLEGIO ESTADUAL COSME DE FARIAS,estadual,,urbana,ativa,Sim,Não,Sim,18.0,Não,0.0,Não,0.0,,,,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,568.0,623.0,15.0,44.0,348.0,776.0,6.0,2.0
2023,Salvador,EMPREENDIMENTOS EDUCACIONAIS MONTESSORIANO,privada,particular,urbana,ativa,Sim,Sim,Sim,63.0,Sim,21.0,Sim,44.0,,,,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,248.0,231.0,478.0,0.0,1.0,0.0,0.0,0.0
2023,Salvador,COLEGIO ESTADUAL DEPUTADO ROGERIO REGO TEMPO INTEGRAL,estadual,,urbana,ativa,Sim,Não,Sim,10.0,Não,0.0,Não,0.0,,,,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,274.0,300.0,1.0,9.0,37.0,526.0,1.0,0.0
2023,Salvador,COLEGIO ESTADUAL LUIS ROGERIO DE SOUZA,estadual,,urbana,ativa,Sim,Não,Sim,4.0,Sim,7.0,Não,0.0,,,,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,207.0,256.0,24.0,9.0,141.0,286.0,2.0,1.0
2023,Salvador,COLEGIO ESTADUAL JOAO DAS BOTAS,estadual,,urbana,ativa,Sim,Sim,Sim,6.0,Sim,24.0,Não,0.0,,,,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,223.0,295.0,51.0,27.0,97.0,342.0,1.0,0.0
2023,Salvador,COLEGIO ESTADUAL KLEBER PACHECO TEMPO INTEGRAL,estadual,,urbana,ativa,Sim,Não,Sim,15.0,Não,0.0,Não,0.0,,,,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,396.0,291.0,56.0,27.0,196.0,406.0,2.0,0.0
2023,Salvador,COLEGIO NOVO EDUCAR,privada,particular,urbana,ativa,Sim,Sim,Sim,3.0,Sim,8.0,Não,0.0,,,,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,159.0,136.0,96.0,22.0,24.0,147.0,2.0,4.0
2023,Salvador,COLEGIO ESTADUAL PADRE PALMEIRA,estadual,,urbana,ativa,Sim,Não,Sim,10.0,Não,0.0,Não,0.0,,,,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,320.0,331.0,23.0,45.0,215.0,357.0,10.0,1.0
