ano censo,nome do municipio,nome da escola,dependência administrativa,categoria escola privada,localização,situação de funcionamento,internet,internet para alunos,computador,qt computador,computador portatil,qt computador portatil,tablet,qt tablet,contrato de prestação de serviço,termo de cooperação técnica e financeira,tipo de atendimento escolarização,Atendimento Educacional Especializado (AEE),Mediação Presencial,Mediação Semipresencial,Mediação EAD,Turno Diurno,Turno Noturno,Ensino Médio,Educação Profissional,Educação Profissional Técnica,Feminino,Masculino,Raça não Declarada,Branca,Preta,Parda,Amarela,Indígena
2023,Xique-Xique,ESCOLA CECILIA MEIRELES,privada,particular,urbana,ativa,Sim,Sim,Sim,3.0,Sim,4.0,Não,0.0,,,,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,182.0,152.0,173.0,36.0,10.0,115.0,0.0,0.0
2023,Xique-Xique,CENTRO EDUCACIONAL MUNICIPAL MANOEL BESSA,municipal,,rural,ativa,Não,Não,Sim,4.0,Sim,1.0,Não,0.0,,,,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,122.0,110.0,139.0,13.0,16.0,64.0,0.0,0.0
2023,Bom Jesus da Lapa,ESCOLA BATISTA DE BOM JESUS DA LAPA,privada,filantropica,urbana,ativa,Sim,Sim,Sim,4.0,Sim,2.0,Não,0.0,,,,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,243.0,215.0,137.0,109.0,20.0,191.0,1.0,0.0
2023,Bom Jesus da Lapa,COLEGIO ESTADUAL MONSENHOR TURIBIO VILANOVA,estadual,,urbana,ativa,Sim,Sim,Sim,20.0,Não,0.0,Não,0.0,,,,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,628.0,691.0,149.0,21.0,150.0,994.0,2.0,3.0
2023,Bom Jesus da Lapa,ESCOLA PROMOVE,privada,particular,urbana,ativa,Sim,Sim,Sim,4.0,Sim,4.0,Não,0.0,,,,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,182.0,228.0,255.0,72.0,10.0,73.0,0.0,0.0
2023,Carinhanha,COLEGIO ESTADUAL VELHO CHICO,estadual,,urbana,ativa,Sim,Não,Sim,8.0,Sim,41.0,Não,0.0,,,,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,380.0,446.0,30.0,57.0,129.0,610.0,0.0,0.0
2023,Paratinga,COLEGIO ESTADUAL PROFESSORA IRENIL COSTA BRANDAO TEMPO INTEGRAL,estadual,,urbana,ativa,Sim,Sim,Sim,1.0,Sim,35.0,Não,0.0,,,,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,81.0,132.0,3.0,11.0,52.0,147.0,0.0,0.0
2023,Sítio do Mato,COLEGIO ESTADUAL NOSSA SENHORA DO ROSARIO,estadual,,urbana,ativa,Sim,Não,Não,0.0,Não,0.0,Não,0.0,,,,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,223.0,264.0,121.0,9.0,30.0,327.0,0.0,0.0
2023,Sítio do Mato,COLEGIO ESTADUAL DO CAMPO THOMAZ LEITE DISTRITO DE GAMELEIRA,estadual,,rural,ativa,Sim,Não,Não,0.0,Não,0.0,Não,0.0,,,,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,77.0,106.0,10.0,1.0,148.0,24.0,0.0,0.0
2023,Andorinha,COLEGIO ESTADUAL DO CAMPO DE ANDORINHA,estadual,,rural,ativa,Sim,Sim,Sim,9.0,Sim,10.0,Não,0.0,,,,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,240.0,206.0,53.0,11.0,7.0,373.0,1.0,1.0
2023,Andorinha,ESCOLA MARCIO SENO,privada,filantropica,urbana,ativa,Sim,Sim,Sim,16.0,Não,0.0,Não,0.0,,,,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,179.0,138.0,133.0,43.0,14.0,127.0,0.0,0.0
2023,Antônio Gonçalves,COLEGIO ESTADUAL ARTUR OLIVEIRA DA SILVA TEMPO INTEGRAL,estadual,,urbana,ativa,Sim,Não,Não,0.0,Não,0.0,Não,0.0,,,,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,151.0,203.0,21.0,9.0,25.0,297.0,2.0,0.0
2023,Campo Formoso,COLEGIO PRESBITERIANO AUGUSTO GALVAO,privada,particular,urbana,ativa,Sim,Sim,Sim,12.0,Não,0.0,Não,0.0,,,,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,139.0,137.0,63.0,120.0,5.0,87.0,1.0,0.0
2023,Campo Formoso,COLEGIO ESTADUAL PROFESSORA HILDA MONTEIRO MENEZES TEMPO INTEGRAL,estadual,,rural,ativa,Sim,Não,Sim,16.0,Não,0.0,Não,0.0,,,,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,941.0,1004.0,90.0,172.0,89.0,1566.0,22.0,6.0
2023,Campo Formoso,INSTITUTO EDUCACIONAL NOSSA SRA DE FATIMA,privada,particular,urbana,ativa,Sim,Não,Sim,15.0,Sim,1.0,Não,0.0,,,,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,353.0,310.0,169.0,195.0,13.0,281.0,5.0,0.0
2023,Filadélfia,COLEGIO ESTADUAL CECENTINO PEREIRA MAIA,estadual,,urbana,ativa,Sim,Sim,Sim,16.0,Sim,30.0,Não,0.0,,,,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,397.0,363.0,5.0,96.0,128.0,526.0,0.0,5.0
2023,Jaguarari,COLEGIO ESTADUAL DO CAMPO PETRONIO PORTELA DISTRITO DE PILAR EM TEMPO INTEGRAL,estadual,,rural,ativa,Sim,Não,Sim,8.0,Não,0.0,Não,0.0,,,,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,196.0,195.0,115.0,57.0,20.0,197.0,2.0,0.0
2023,Pindobaçu,COLEGIO ESTADUAL DE PINDOBACU TEMPO INTEGRAL,estadual,,urbana,ativa,Sim,Não,Sim,4.0,Sim,1.0,Não,0.0,,,,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,215.0,233.0,22.0,62.0,41.0,319.0,4.0,0.0
