country;state;municipality;municipality - state;geocode;feature_id;class;class_level_0;class_level_1;class_level_2;class_level_3;class_level_4;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023
Brasil;Rondônia;Buritis;Buritis - RO;1100452;28;41;Antropic;3. Farming;3.2. Agriculture;3.2.1. Temporary Crop;3.2.1.5. Other Temporary Crops;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,616053406;5,018060089;5,458354437;8,891251178;10,651169;10,03506417;6,954743695;13,11691483;16,46316013;9,596807568;10,91743085;11,97439517;13,38332698;13,4714578;17,08255657;31,69949052;34,95598233;71,93088207;87,59743056;29,49643597;29,76065907;20,95410848
Brasil;Rondônia;Novo Horizonte do Oeste;Novo Horizonte do Oeste - RO;1100502;29;3;Natural;1. Forest;1.1. Forest Formation;1.1. Forest Formation;1.1. Forest Formation;65746,61604;62018,51967;59998,17897;57215,55095;55303,49441;54426,24915;52521,28026;50555,91971;47718,52286;44201,51717;40676,73049;37437,05985;34950,87181;32751,8264;30277,86612;28138,70636;26018,33015;24077,68062;21484,04164;20121,19594;18706,30706;18052,64389;17678,69618;17321,42166;17189,05812;17175,83886;17182,7503;17198,44196;17367,14268;17127,26303;16512,17178;15860,18303;15533,19119;15228,10907;15044,4252;14757,36977;14221,00569;13883,79124;12219,41803
Brasil;Rondônia;Novo Horizonte do Oeste;Novo Horizonte do Oeste - RO;1100502;29;4;Natural;1. Forest;1.2. Savanna Formation;1.2. Savanna Formation;1.2. Savanna Formation;1788,01493;1779,517755;1743,944387;1664,998819;1519,733898;1483,109885;1461,377013;1449,190993;1434,728401;1394,684813;1335,795919;1243,011805;1117,988652;997,2450951;964,3051228;913,5761108;858,3790515;816,9341002;764,6277435;726,6865309;704,8710107;696,1098424;699,527617;689,9765751;690,0605474;695,6656252;711,4338604;740,7864137;740,6136353;801,0805386;774,7971196;695,7569046;662,1036168;651,9348949;694,9527096;698,1131871;609,0124475;503,86718;445,4343726
Brasil;Rondônia;Novo Horizonte do Oeste;Novo Horizonte do Oeste - RO;1100502;29;6;Natural;1. Forest;1.4 Floodable Forest;1.4 Floodable Forest;1.4 Floodable Forest;5,17084303;5,17084303;5,17084303;5,17084303;5,17084303;5,17084303;5,17084303;5,083193896;5,083193896;5,083193896;5,083193896;5,083193896;5,083193896;5,083193896;5,083193896;5,083193896;5,17084303;5,17084303;4,907895386;4,907895386;4,907895386;5,17084303;5,17084303;5,17084303;5,17084303;5,17084303;5,083193896;5,083193896;5,083193896;5,083193896;5,083193896;5,083193896;5,083193896;5,083193896;5,083193896;5,083193896;5,17084303;5,17084303;5,959604956
Brasil;Rondônia;Novo Horizonte do Oeste;Novo Horizonte do Oeste - RO;1100502;29;11;Natural;2. Non Forest Natural Formation;2.1. Wetland;2.1. Wetland;2.1. Wetland;35,73580356;8,409728949;5,957083899;2,103016626;1,40219458;1,314604364;2,365923822;8,760593402;15,156724;3,679818048;1,402244824;1,402244824;0,788761847;0,788761847;1,577100775;2,978790662;2,45303667;2,014521729;1,226947156;1,139204987;1,226963495;4,6433466;8,673607227;7,097023541;5,783021283;11,21232724;13,22737017;21,02094934;14,10127006;9,723530597;13,5761651;12,96418022;15,59075688;13,57682005;15,68000585;11,91337697;9,02084895;4,905191174;0
Brasil;Rondônia;Novo Horizonte do Oeste;Novo Horizonte do Oeste - RO;1100502;29;12;Natural;2. Non Forest Natural Formation;2.2. Grassland;2.2. Grassland;2.2. Grassland;679,8035555;643,6146828;619,3510527;612,6925732;603,8447584;599,9026115;600,9520819;596,5734153;594,8210874;594,5573475;585,1852964;577,6510729;563,5506623;556,1058029;548,4870874;541,4804243;538,3273754;523,3489242;511,3526498;500,1431938;496,3751882;494,8851191;492,9568213;490,1546482;482,4457129;478,5900942;467,4668499;459,8496294;473,7767183;469,5714914;473,6925685;461,3397593;457,2212079;451,0920896;455,8215921;458,7127467;455,9974263;271,0494791;47,47326097
Brasil;Rondônia;Novo Horizonte do Oeste;Novo Horizonte do Oeste - RO;1100502;29;15;Antropic;3. Farming;3.1. Pasture;3.1. Pasture;3.1. Pasture;15990,92674;19783,50321;21863,33087;24720,00152;26778,90156;27693,12186;29612,20515;31585,45828;34407,62228;37963,01101;41548,35146;44880,19486;47505,0687;49822,58083;52332,98276;54534,25775;56713,59814;58702,26248;61357,22735;62761,34266;64191,1289;64850,83765;65217,07561;65579,87248;65710,48953;65710,13607;65688,59566;65634,35474;65460,48524;65460,43236;65674,61201;65704,99201;65778,80565;65954,82045;66076,12657;66347,06221;66960,17908;67584,68262;69463,62536
Brasil;Rondônia;Novo Horizonte do Oeste;Novo Horizonte do Oeste - RO;1100502;29;24;Antropic;4. Non vegetated area;4.2. Urban Area;4.2. Urban Area;4.2. Urban Area;50,01063444;57,89297803;60,78324796;67,17683936;74,09581198;76,54805638;80,66432032;81,27737986;83,5544668;91,43684742;98,70624707;105,012189;105,7128569;112,9823399;114,7339795;116,3980804;117,3615009;118,8504306;119,4635165;124,017862;126,2950455;130,8493951;132,6010565;136,1043638;142,5855384;145,5633758;148,2784638;154,0589384;158,0878182;159,6643451;164,8318246;171,0503263;173,1523383;177,0935869;178,845225;180,158955;180,0713808;179,8086353;181,5602442
Brasil;Rondônia;Novo Horizonte do Oeste;Novo Horizonte do Oeste - RO;1100502;29;25;Natural/Antropic;4. Non vegetated area;4.4. Other non Vegetated Areas;4.4. Other non Vegetated Areas;4.4. Other non Vegetated Areas;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,437902905;0,350322339;0,087585474;0,525485205;0,700645166;0,525507104;0,350327332;1,313716528;1,226126392;0,437899731;0,525479797;0,437899902;0;0;1,051270959;1,489175696;30,48329299
Brasil;Rondônia;Novo Horizonte do Oeste;Novo Horizonte do Oeste - RO;1100502;29;29;Natural;2. Non Forest Natural Formation;2.4. Rocky Outcrop;2.4. Rocky Outcrop;2.4. Rocky Outcrop;51,14410758;50,79378532;50,70620634;50,79378457;50,79378457;50,70620751;51,14405207;51,14405207;51,05649935;51,05649935;50,96884776;50,96884776;50,79366296;50,96886223;50,61857121;50,53102714;50,35588052;50,53107979;50,79380614;50,79380614;50,61860687;50,61860687;50,61860687;50,61860612;50,7061538;50,70615414;50,70615414;50,88135341;50,70615414;50,70615052;50,88134979;50,88134979;50,96892686;50,88138279;50,61860529;50,61860529;50,70618352;50,96891874;50,09327056
Brasil;Rondônia;Novo Horizonte do Oeste;Novo Horizonte do Oeste - RO;1100502;29;31;Antropic;5. Water and Marine Environment;5.2. Aquaculture;5.2. Aquaculture;5.2. Aquaculture;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,326443604;3,413981525
Brasil;Rondônia;Novo Horizonte do Oeste;Novo Horizonte do Oeste - RO;1100502;29;33;Natural;5. Water and Marine Environment;5.1. River, Lake and Ocean;5.1. River, Lake and Ocean;5.1. River, Lake and Ocean;0;0;0;8,934301575;9,985389215;11,29944155;12,26300441;14,01503683;36,87714343;42,39594954;45,19894932;47,03858403;47,56436008;49,84137313;51,76871897;44,41091495;42,74615703;49,40344628;52,5546054;56,49476108;56,40690363;49,31236855;53,07874465;56,05613578;61,83728149;65,77888448;70,06916544;78,12719713;75,58661337;88,8112863;94,41786716;106,5027322;109,218208;126,2980539;132,6038477;139,6056618;152,3031128;154,5824187;189,3464198
Brasil;Rondônia;Novo Horizonte do Oeste;Novo Horizonte do Oeste - RO;1100502;29;39;Antropic;3. Farming;3.2. Agriculture;3.2.1. Temporary Crop;3.2.1.1. Soybean;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,788477588;0,788477588;0;0;0;0;0;0;294,3525356;367,2642966;773,1161861;1144,784484;1210,597774;1334,951776;1672,946341;1673,910289;1676,976043
Brasil;Rondônia;Novo Horizonte do Oeste;Novo Horizonte do Oeste - RO;1100502;29;41;Antropic;3. Farming;3.2. Agriculture;3.2.1. Temporary Crop;3.2.1.5. Other Temporary Crops;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,70052063;1,226215576;1,226499377;0,700804431;9,285078992;12,35159357;7,797190839;9,811513593;9,198319342;8,234929498;9,111000641;4,292772852;1,488996619;173,7730153;287,7801144;910,966968;788,4458933;543,3107251;482,6679331;363,8331762;29,95802581;29,8702184;33,6387703
Brasil;Rondônia;Cacaulândia;Cacaulândia - RO;1100601;30;3;Natural;1. Forest;1.1. Forest Formation;1.1. Forest Formation;1.1. Forest Formation;167508,432;162641,279;159974,2224;157943,5432;154366,3981;153699,0922;150665,7918;147043,0373;144188,6496;139214,0062;132677,7767;126188,707;121532,3844;116394,7511;110913,1895;105884,4395;100088,5082;92965,7212;84616,84817;78692,60054;74538,80124;72377,5585;71933,73799;71299,28539;70921,41273;70978,80013;71229,12385;71167,54595;70828,40323;69885,09266;68306,99278;66576,22533;64603,99667;63616,25361;62398,34677;61276,09628;59243,58537;56967,22698;54478,58739
Brasil;Rondônia;Cacaulândia;Cacaulândia - RO;1100601;30;4;Natural;1. Forest;1.2. Savanna Formation;1.2. Savanna Formation;1.2. Savanna Formation;1633,493625;1634,901314;1633,23105;1629,712124;1627,774593;1634,196772;1636,041597;1625,74611;1625,30279;1644,311092;1667,454095;1685,048508;1685,837065;1703,699476;1731,771372;1741,098661;1764,149727;1785,084698;1804,793778;1818,869925;1828,103362;1823,612308;1824,666526;1836,72262;1836,900047;1842,795192;1844,72928;1847,105614;1838,394516;1828,538504;1814,898758;1817,53751;1812,348853;1806,012991;1821,936251;1829,151052;1809,878983;1707,718596;1151,820222
Brasil;Rondônia;Cacaulândia;Cacaulândia - RO;1100601;30;6;Natural;1. Forest;1.4 Floodable Forest;1.4 Floodable Forest;1.4 Floodable Forest;99,18053326;99,62036494;99,7963903;99,35655317;99,18055029;99,09254122;99,09259651;99,00466693;98,74070284;98,9166573;99,09254539;96,54030315;92,22809474;80,08340542;77,9714534;78,23489025;78,6748759;77,7947574;76,29865422;77,70656829;79,29040519;77,7942207;78,49842141;78,14646403;80,69878396;82,8988653;83,33900342;82,01897817;68,02549063;33,70597819;36,87356855;36,34506063;35,64095983;31,32949463;28,33744457;27,80928655;27,01749977;24,6414897;22,00141305
Brasil;Rondônia;Cacaulândia;Cacaulândia - RO;1100601;30;11;Natural;2. Non Forest Natural Formation;2.1. Wetland;2.1. Wetland;2.1. Wetland;8,361565601;9,593233344;8,273471472;7,56954978;7,217876398;6,689738373;7,481610785;7,217520294;16,72288766;13,46535366;10,20940346;13,20012227;15,75105748;14,43229611;14,16867462;22,61572173;21,82529948;28,1610639;28,6854104;35,72387039;27,71795978;27,01396651;26,83773997;55,60797386;65,45684989;48,21647212;60,00124539;80,85575556;109,9838881;122,8306841;95,37969092;104,7053858;139,4730987;94,76533478;107,4400869;79,10394725;82,45570131;30,18481518;7,921411017
Brasil;Rondônia;Cacaulândia;Cacaulândia - RO;1100601;30;12;Natural;2. Non Forest Natural Formation;2.2. Grassland;2.2. Grassland;2.2. Grassland;1495,963484;1527,371043;1516,372444;1515,669111;1520,598745;1521,21497;1521,564461;1517,340113;1509,509883;1508,276055;1526,223146;1527,630335;1530,972682;1539,681546;1532,115388;1523,139454;1529,208921;1536,862598;1545,660465;1546,094718;1547,237252;1545,5641;1537,821196;1539,141821;1534,653835;1513,27192;1493,125464;1478,515902;1478,691143;1463,995134;1440,679386;1425,810555;1421,679254;1427,134061;1432,765399;1442,878773;1538,865514;1388,424532;514,6446135
Brasil;Rondônia;Cacaulândia;Cacaulândia - RO;1100601;30;15;Antropic;3. Farming;3.1. Pasture;3.1. Pasture;3.1. Pasture;23480,003;28304,04763;30983,50913;33008,64356;36577,69253;37232,94481;40262,11403;43897,27738;46735,73919;51687,77184;58192,14913;64655,35498;69287,2249;74405,68002;79851,07368;84903,31552;90670,83106;97758,5175;106058,8248;111954,4846;116096,6756;118260,8265;118687,4022;119281,4683;119612,8924;119531,5742;119237,1825;119234,6186;119486,652;120284,9441;121835,7716;123483,8315;125385,6602;126336,7148;127481,0682;128599,0998;130613,9313;133094,5091;137002,0901
Brasil;Rondônia;Cacaulândia;Cacaulândia - RO;1100601;30;24;Antropic;4. Non vegetated area;4.2. Urban Area;4.2. Urban Area;4.2. Urban Area;42,14399974;51,64612279;53,31779261;54,81352242;56,30926042;57,54105554;57,71702473;58,42090777;62,02831888;64,3159105;69,77095291;71,79460521;74,96204811;76,36981263;83,93649415;85,69618189;87,63184215;88,42370872;89,65550222;92,55901554;98,80594039;101,18153;102,8532376;103,3811462;103,4691331;104,260989;105,0528578;106,8125396;113,4113539;115,7869523;117,986584;118,250537;119,9222347;120,0982062;120,4501472;120,6261169;120,9780447;120,9780447;124,2334713
Brasil;Rondônia;Cacaulândia;Cacaulândia - RO;1100601;30;25;Natural/Antropic;4. Non vegetated area;4.4. Other non Vegetated Areas;4.4. Other non Vegetated Areas;4.4. Other non Vegetated Areas;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,93564256;1,8476591;2,551534717;2,551534717;2,463549713;2,463549713;0,527908258;0,087983606;0,087983606;0,087983606;0;0;0,43991781;1,407737476;1,143786877;1,143786877;4,310323877
Brasil;Rondônia;Cacaulândia;Cacaulândia - RO;1100601;30;29;Natural;2. Non Forest Natural Formation;2.4. Rocky Outcrop;2.4. Rocky Outcrop;2.4. Rocky Outcrop;1816,559247;1819,198671;1819,374606;1819,198773;1818,582804;1818,846768;1818,319022;1818,407029;1820,166319;1819,374291;1818,582756;1818,671029;1817,703097;1818,406673;1818,406529;1818,406774;1819,286479;1820,342238;1819,462016;1820,078021;1821,924791;1821,748504;1821,92469;1822,013123;1821,661248;1821,309184;1820,957329;1821,309059;1821,397156;1822,013249;1822,541162;1824,740039;1826,059541;1827,379154;1826,939611;1824,036414;1822,189266;1832,74548;1807,583354
Brasil;Rondônia;Cacaulândia;Cacaulândia - RO;1100601;30;31;Antropic;5. Water and Marine Environment;5.2. Aquaculture;5.2. Aquaculture;5.2. Aquaculture;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32,90187526;66,94636025;66,33054293
Brasil;Rondônia;Cacaulândia;Cacaulândia - RO;1100601;30;33;Natural;5. Water and Marine Environment;5.1. River, Lake and Ocean;5.1. River, Lake and Ocean;5.1. River, Lake and Ocean;81,82990545;78,30998129;77,87012862;87,46097496;92,21291479;96,34845904;97,84517949;99,51636976;109,1077084;115,5299712;104,7086578;109,020465;128,9040442;132,8630572;143,3343081;109,0206906;105,8509913;105,0596014;125,7385243;127,586075;126,7068264;129,9637799;150,2896946;147,0328681;184,9507516;239,4967467;286,7378826;339,8834896;415,1137789;607,0356227;689,2125882;767,1709974;802,3558537;883,5765934;933,0185432;950,6210618;858,0591578;915,8714211;970,8677351
Brasil;Rondônia;Cacaulândia;Cacaulândia - RO;1100601;30;39;Antropic;3. Farming;3.2. Agriculture;3.2.1. Temporary Crop;3.2.1.1. Soybean;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6,160827246;6,160827246;6,160827246
Brasil;Rondônia;Cacaulândia;Cacaulândia - RO;1100601;30;41;Antropic;3. Farming;3.2. Agriculture;3.2.1. Temporary Crop;3.2.1.5. Other Temporary Crops;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,263993958;0,703983667;0,703983667;0;1,320044019;1,320044019;0,792110779;3,254428168;4,837894037;5,366864246;1,93646651;5,543222998;11,26247338;18,83069474;22,70315076;15,22495645;15,1369366;8,800081738;9,415977203;9,415977203
Brasil;Rondônia;Campo Novo de Rondônia;Campo Novo de Rondônia - RO;1100700;31;3;Natural;1. Forest;1.1. Forest Formation;1.1. Forest Formation;1.1. Forest Formation;333084,1343;331670,631;329828,4776;328725,4057;328551,4328;327966,9111;326004,2686;324069,4258;321317,9762;318221,7959;311157,9988;300673,7732;291779,9095;283605,0935;272891,5375;263004,7087;254247,589;244254,4146;231481,3022;220491,0874;209157,4074;200206,5118;195720,6023;191575,2457;188052,3655;184715,8283;178307,7515;173237,8407;168636,7084;164924,1363;159947,2446;154795,0825;151013,892;148494,7867;145547,8415;144014,5486;139341,9288;135864,8012;131577,6813
Brasil;Rondônia;Campo Novo de Rondônia;Campo Novo de Rondônia - RO;1100700;31;4;Natural;1. Forest;1.2. Savanna Formation;1.2. Savanna Formation;1.2. Savanna Formation;1615,646593;1616,085462;1627,784283;1612,393835;1576,69026;1563,585099;1536,152584;1528,328027;1519,448208;1515,409392;1513,389813;1500,901962;1501,431094;1512,159349;1529,746596;1531,070448;1547,957772;1544,445115;1534,333022;1521,141401;1519,560451;1498,194024;1474,36494;1450,179127;1425,204829;1413,423396;1407,271425;1401,118899;1391,181152;1373,327049;1344,48475;1326,103516;1318,091528;1276,917505;1272,953514;1286,053096;1254,830347;1180,577155;926,4094416
Brasil;Rondônia;Campo Novo de Rondônia;Campo Novo de Rondônia - RO;1100700;31;6;Natural;1. Forest;1.4 Floodable Forest;1.4 Floodable Forest;1.4 Floodable Forest;198,1531411;201,7608463;202,3766116;202,1127137;199,4726242;197,008618;198,945125;199,4733219;196,5699684;193,2258863;199,6496048;201,8499406;198,3306068;197,5390438;193,5793236;203,8728786;205,896244;208,6240187;206,2486617;201,4088138;204,2246368;203,5207902;201,9372429;198,4173784;196,4809226;195,3368167;194,7205414;192,9609716;191,7286652;190,2326164;185,3938304;185,7447698;187,0649397;186,0092512;180,7307215;183,1064378;179,8509473;173,5167842;164,5430947
Brasil;Rondônia;Campo Novo de Rondônia;Campo Novo de Rondônia - RO;1100700;31;11;Natural;2. Non Forest Natural Formation;2.1. Wetland;2.1. Wetland;2.1. Wetland;3,692539362;2,286620654;2,550158374;2,374466559;3,340934973;2,638003815;2,725849799;2,286620654;3,341864197;5,803194775;7,296154559;9,585148767;6,773371045;6,245907202;11,34940041;9,766030719;8,181123175;19,79370681;33,25568441;40,64668917;31,67094933;23,04758014;28,76495649;29,55996463;24,98367635;19,96736527;21,46100493;30,1711449;58,75832781;48,99821547;55,15671041;26,12701206;33,16437349;15,83391528;28,41563416;48,72365978;22,08183656;7,213946838;2,375707227
Brasil;Rondônia;Campo Novo de Rondônia;Campo Novo de Rondônia - RO;1100700;31;12;Natural;2. Non Forest Natural Formation;2.2. Grassland;2.2. Grassland;2.2. Grassland;2642,346983;2419,586071;2135,415754;2119,390919;2148,377108;1908,916432;1736,517437;1696,527656;1720,950282;1815,044158;1866,71985;1874,212918;1791,71086;1751,383404;1749,096663;1781,869667;1770,717065;1764,131588;1757,724941;1878,348732;1898,916127;1865,095485;1832,579202;1813,741439;1783,415143;1736,387238;1830,738091;1805,953114;1865,421949;1874,108919;1837,383484;1862,600743;1950,555996;1962,498934;1961,186299;1920,27465;2040,572869;2364,879544;1798,078896
Brasil;Rondônia;Campo Novo de Rondônia;Campo Novo de Rondônia - RO;1100700;31;15;Antropic;3. Farming;3.1. Pasture;3.1. Pasture;3.1. Pasture;3153,046066;4769,452266;6862,192222;7991,577392;8156,610488;8985,960944;11142,28142;13118,16942;15827,87168;18828,62889;25837,41093;36320,38966;45285,31628;53476,00386;64147,86167;74035,96551;82778,29686;92766,26852;105527,5713;116386,8673;127681,9625;136634,7588;141088,1883;145169,6413;148618,4581;151902,4119;158126,5726;163134,4081;167549,5461;171146,832;176126,1571;181252,4059;184905,9047;187321,7667;190126,7352;191676,9679;196270,4435;199444,4839;204567,5089
Brasil;Rondônia;Campo Novo de Rondônia;Campo Novo de Rondônia - RO;1100700;31;24;Antropic;4. Non vegetated area;4.2. Urban Area;4.2. Urban Area;4.2. Urban Area;107,9650515;112,6248039;127,9228942;131,4396696;134,9564905;135,5719267;139,2645696;140,4954543;148,8478019;150,6941503;158,4316234;159,5747709;164,4991917;177,3441546;181,2154676;183,7666798;184,1185527;185,4377828;185,7895292;186,8448766;187,1090624;189,9244646;190,6280813;196,6992725;200,8332545;207,3437056;212,0062391;217,9000095;226,4347482;241,2140023;245,7002656;250,0988311;251,9465393;253,0902673;253,8821683;254,4979606;254,9379677;255,3778569;258,280839
Brasil;Rondônia;Campo Novo de Rondônia;Campo Novo de Rondônia - RO;1100700;31;25;Natural/Antropic;4. Non vegetated area;4.4. Other non Vegetated Areas;4.4. Other non Vegetated Areas;4.4. Other non Vegetated Areas;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5277349;1,407289807;1,231378839;1,759114935;2,286848657;9,059887982
Brasil;Rondônia;Campo Novo de Rondônia;Campo Novo de Rondônia - RO;1100700;31;29;Natural;2. Non Forest Natural Formation;2.4. Rocky Outcrop;2.4. Rocky Outcrop;2.4. Rocky Outcrop;2872,212785;2873,796526;2874,236086;2873,44465;2872,565638;2872,565562;2873,444655;2873,972052;2876,346782;2874,852576;2875,292273;2875,907841;2876,171506;2878,634352;2877,051967;2876,876001;2878,63467;2880,304814;2879,337072;2878,633328;2881,183586;2881,007976;2879,073922;2879,601714;2880,657607;2883,383481;2882,943491;2882,239478;2882,590621;2882,943907;2883,031705;2886,901746;2885,319448;2884,439987;2884,264829;2881,977458;2881,802149;2894,19797;2840,472366
Brasil;Rondônia;Campo Novo de Rondônia;Campo Novo de Rondônia - RO;1100700;31;30;Antropic;4. Non vegetated area;4.3. Mining;4.3. Mining;4.3. Mining;343,7198989;371,0591727;383,8055136;391,2779324;394,5304257;395,2335637;396,552287;398,4861055;404,375753;409,8262181;418,0015672;416,243578;418,7048995;422,0452793;423,1882898;440,066412;451,1432184;460,0221448;461,3408785;466,7031236;487,9766578;510,8322099;547,7523381;615,7970263;689,6384448;764,1829089;872,9263724;966,2062413;1063,965589;1106,689369;1143,78798;1170,248599;1204,270426;1236,976434;1271,266477;1295,79463;1300,014445;1297,378499;1294,213116
Brasil;Rondônia;Campo Novo de Rondônia;Campo Novo de Rondônia - RO;1100700;31;31;Antropic;5. Water and Marine Environment;5.2. Aquaculture;5.2. Aquaculture;5.2. Aquaculture;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,450377997;21,18725544;21,18725544
Brasil;Rondônia;Campo Novo de Rondônia;Campo Novo de Rondônia - RO;1100700;31;33;Natural;5. Water and Marine Environment;5.1. River, Lake and Ocean;5.1. River, Lake and Ocean;5.1. River, Lake and Ocean;182,6050172;166,2395853;158,76124;154,1050701;165,5456041;175,1310921;173,369754;176,3578779;187,7938046;188,2419916;169,3317025;171,0833233;180,6750048;177,0735222;198,8954131;135,5600244;130,9878195;117,3527237;129,5796647;145,6806924;152,9832822;174,7952953;201,365828;239,0134512;248,2578104;290,3868198;308,5063553;322,230508;325,5741793;370,6079715;391,5409598;407,6476896;384,2441282;430,3394114;476,7825697;430,2369692;443,6101431;492,4363669;540,0216413
Brasil;Rondônia;Campo Novo de Rondônia;Campo Novo de Rondônia - RO;1100700;31;39;Antropic;3. Farming;3.2. Agriculture;3.2.1. Temporary Crop;3.2.1.1. Soybean;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,967210309;0,967210309;0;0;0;3,694581378;3,694581378;0;0;0;0;0;0;0;0;0;8,534472632;48,74350625;76,89853992;197,356469;197,2684855;197,0925088
Brasil;Rondônia;Campo Novo de Rondônia;Campo Novo de Rondônia - RO;1100700;31;41;Antropic;3. Farming;3.2. Agriculture;3.2.1. Temporary Crop;3.2.1.5. Other Temporary Crops;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,760101953;6,072126056;6,159986487;0,527657483;15,83395046;34,57066239;31,93145903;83,22711796;74,8704199;38,62466125;12,49313193;11,61261229;44,4319978;43,6409364;40,56098473;69,06832014;131,8010158;149,3126306;133,2110552;8,88343725;7,916498651;6,59737215
Brasil;Rondônia;Candeias do Jamari;Candeias do Jamari - RO;1100809;32;3;Natural;1. Forest;1.1. Forest Formation;1.1. Forest Formation;1.1. Forest Formation;625143,2438;622523,9227;618834,2691;616432,1665;615187,4368;613644,518;612102,455;609798,5961;603656,275;596811,8014;584528,5633;572727,8094;566280,6267;561624,4361;558026,148;553591,3064;549571,5758;540093,452;530376,1373;520607,0433;511121,1842;503731,5381;498748,3288;498097,3236;496955,418;495664,6876;491436,9629;488504,4717;484971,9408;480272,0973;472591,831;463299,0461;456113,2715;447222,6313;432924,1157;420564,6024;399156,8017;377076,3084;370014,5539
Brasil;Rondônia;Candeias do Jamari;Candeias do Jamari - RO;1100809;32;4;Natural;1. Forest;1.2. Savanna Formation;1.2. Savanna Formation;1.2. Savanna Formation;17,74748459;17,48227429;12,3577746;11,56273618;25,26022733;30,2961286;39,2186499;39,30840798;24,28577527;28,79464976;24,99481617;11,56195479;9,617552606;9,529316339;10,67632216;10,94102859;12,5294132;11,99999688;12,97109742;12,88431146;13,94436632;14,38487344;14,03146335;13,50153882;12,52953741;12,26458453;12,26550442;11,82505936;11,82514617;11,82501625;11,64856353;11,56030524;11,11853692;8,735313123;8,29412868;8,735526733;9,000831122;8,471722327;5,647861951
Brasil;Rondônia;Candeias do Jamari;Candeias do Jamari - RO;1100809;32;6;Natural;1. Forest;1.4 Floodable Forest;1.4 Floodable Forest;1.4 Floodable Forest;15730,61504;15622,3708;15332,60778;15098,58968;4968,23127;5025,057141;5048,566716;4968,784014;4880,694057;4816,448961;4530,491371;4106,504698;3887,829094;3764,468843;3686,085142;3774,899768;3832,246869;3915,815635;3979,945918;4103,307587;4203,682559;4180,262228;4163,722863;4160,186266;4169,564145;4225,591151;4209,420781;4287,871351;4303,320974;4289,703999;4323,730148;4354,662337;4392,398652;4439,324453;4431,997905;4454,801878;4490,865636;4457,725912;4280,022773
Brasil;Rondônia;Candeias do Jamari;Candeias do Jamari - RO;1100809;32;11;Natural;2. Non Forest Natural Formation;2.1. Wetland;2.1. Wetland;2.1. Wetland;23411,13802;23213,3139;23452,28992;23610,06704;14293,40366;9648,02949;5619,395822;4287,165941;5449,904076;5022,869015;3711,415303;7512,255643;18110,61017;9178,645684;20541,13486;23652,34202;20251,74678;20260,13983;14643,45872;15736,95484;14417,1103;11334,30042;12952,88091;13026,72274;15193,49155;11886,03809;15731,74028;9371,649098;6221,937777;15555,89871;27962,08454;17388,44189;9859,056703;10448,96149;11942,58016;14867,70968;12384,84261;7277,876841;6826,897042
Brasil;Rondônia;Candeias do Jamari;Candeias do Jamari - RO;1100809;32;12;Natural;2. Non Forest Natural Formation;2.2. Grassland;2.2. Grassland;2.2. Grassland;3278,55849;2934,72761;2780,535773;2553,126429;2395,233176;2285,590278;2296,134161;2271,04774;2140,89791;2037,968213;1924,622294;1872,585742;1825,551089;1697,067653;1697,081444;1737,619757;1593,67333;1582,800732;1503,554527;1505,156744;1438,049598;1393,06986;1236,603477;1117,648888;1081,422299;1109,841402;1157,982845;1107,277011;1139,086196;1177,762259;1202,540735;1199,152184;1186,26096;1261,648183;1337,892131;1343,106967;1511,9391;1593,023319;1913,587402
