NOME_SALA;REGISTRO_SALA;CNPJ_SALA;SITUACAO_SALA;DATA_SITUACAO_SALA;DATA_INICIO_FUNCIONAMENTO_SALA;ASSENTOS_SALA;ASSENTOS_CADEIRANTES;ASSENTOS_MOBILIDADE_REDUZIDA;ASSENTOS_OBESIDADE;ACESSO_ASSENTOS_COM_RAMPA;ACESSO_SALA_COM_RAMPA;BANHEIROS_ACESSIVEIS;NOME_COMPLEXO;REGISTRO_COMPLEXO;SITUACAO_COMPLEXO;DATA_SITUACAO_COMPLEXO;PAGINA_ELETRONICA_COMPLEXO;ENDERECO_COMPLEXO;NUMERO_ENDERECO_COMPLEXO;COMPLEMENTO_COMPLEXO;BAIRRO_COMPLEXO;MUNICIPIO_COMPLEXO;CEP_COMPLEXO;UF_COMPLEXO;COMPLEXO_ITINERANTE;OPERACAO_USUAL;NOME_EXIBIDOR;REGISTRO_EXIBIDOR;CNPJ_EXIBIDOR;SITUACAO_EXIBIDOR;NOME_GRUPO_EXIBIDOR
ARCOPLEXCINEMAS-CRICIUMA II;5003815;17.040.988/0005-49;FECHADO;27/05/2022;01/01/2013;190;;;;NÃO;NÃO;NÃO;ARCOPLEXCINEMAS-CRICIUMA;24045;FECHADO;27/05/2022;www.arcoplexcinemas.com.br;AVENIDA GABRIEL ZANETTE;1455;;PROSPERA;CRICIÚMA;88815-060;SC;NÃO;COMERCIAL;EMPRESA DE CINEMAS ARCOPLEX S.A;24035;17.040.988/0001-15;REGULAR;ARCOPLEX
ARCOPLEXCINEMAS-DEL PASEO I;5003816;17.040.988/0014-30;FECHADO;05/05/2022;01/01/2013;178;;;;NÃO;NÃO;NÃO;ARCOPLEXCINEMAS-DEL PASEO;24046;FECHADO;05/05/2022;WWW.ARCOPLEXCINEMAS.COM.BR;AVENIDA SANTOS DUMONT;3131;;ALDEOTA;FORTALEZA;60150-162;CE;NÃO;COMERCIAL;EMPRESA DE CINEMAS ARCOPLEX S.A;24035;17.040.988/0001-15;REGULAR;ARCOPLEX
ARCOPLEXCINEMAS-DEL PASEO II;5003817;17.040.988/0014-30;FECHADO;05/05/2022;01/01/2013;177;;;;NÃO;NÃO;NÃO;ARCOPLEXCINEMAS-DEL PASEO;24046;FECHADO;05/05/2022;WWW.ARCOPLEXCINEMAS.COM.BR;AVENIDA SANTOS DUMONT;3131;;ALDEOTA;FORTALEZA;60150-162;CE;NÃO;COMERCIAL;EMPRESA DE CINEMAS ARCOPLEX S.A;24035;17.040.988/0001-15;REGULAR;ARCOPLEX
ARCOPLEXCINEMAS-DELLA JIUSTINA I;5003818;17.040.988/0004-68;FECHADO;27/05/2022;01/01/2013;170;;;;NÃO;NÃO;NÃO;ARCOPLEXCINEMAS-DELLA JIUSTINA;24047;FECHADO;27/05/2022;WWW.ARCOPLEXCINEMAS.COM.BR;RUA NEREU RAMOS ;364;;CENTRO;CRICIÚMA;88801-500;SC;NÃO;COMERCIAL;EMPRESA DE CINEMAS ARCOPLEX S.A;24035;17.040.988/0001-15;REGULAR;ARCOPLEX
ARCOPLEXCINEMAS-DELLA JIUSTINA II;5003819;17.040.988/0004-68;FECHADO;27/05/2022;01/01/2013;165;;;;NÃO;NÃO;NÃO;ARCOPLEXCINEMAS-DELLA JIUSTINA;24047;FECHADO;27/05/2022;WWW.ARCOPLEXCINEMAS.COM.BR;RUA NEREU RAMOS ;364;;CENTRO;CRICIÚMA;88801-500;SC;NÃO;COMERCIAL;EMPRESA DE CINEMAS ARCOPLEX S.A;24035;17.040.988/0001-15;REGULAR;ARCOPLEX
ARCOS DIGITAL FILMES;5005196;00.629.628/0001-50;EM FUNCIONAMENTO;10/09/2015;10/09/2015;88;2;2;2;SIM;NÃO;SIM;ARCOS DIGITAL FILMES;30234;EM FUNCIONAMENTO;10/09/2015;;RUA DOS ARCOS;0;28;CENTRO;RIO DE JANEIRO;20230-060;RJ;NÃO;NÃO COMERCIAL;ARCOS DIGITAL FILMES LTDA;1095;00.629.628/0001-50;REGULAR;NÃO PERTENCE A NENHUM GRUPO EXIBIDOR
NOVO CINE PARANOÁ;5001966;08.214.745/0001-65;FECHADO;13/03/2013;01/09/2006;312;;;;NÃO;NÃO;NÃO;ARLEI JOSE ASSI;11942;FECHADO;13/03/2013;;QUADRA C12 AREA ESPECIAL PARA CINEMA ;;2 SUBSOLO ;TAGUATINGA;BRASÍLIA;72010-020;DF;NÃO;NÃO COMERCIAL;ARLEI JOSE ASSI;11941;08.214.745/0001-65;IRREGULAR;NÃO PERTENCE A NENHUM GRUPO EXIBIDOR
CINE ART BAUHAUS;5001122;03.705.088/0001-35;FECHADO;29/09/2008;01/03/2000;154;;;;NÃO;NÃO;NÃO;ART BAUHAUS BOMBONIERE LTDA;6617;FECHADO;29/09/2008;HTTP://;RUA DR.NELSON DE SÁ EARP Nº88 ;;QUADRA 2 - LJ 32 E 33;CENTRO;PETRÓPOLIS;25680-195;RJ;NÃO;COMERCIAL;ART BAUHAUS BOMBONIERE LTDA;2701;03.705.088/0001-35;IRREGULAR;NÃO PERTENCE A NENHUM GRUPO EXIBIDOR
ART CIDADE;5002299;33.353.327/0057-50;FECHADO;30/05/2004;04/06/1998;0;;;;NÃO;NÃO;NÃO;ART FILMS S/A;695;FECHADO;07/07/2008;HTTP://WWW.ARTFILMS.COM.BR;AV. FERNANDES LIMA 679;;LOJA 207/208 - 2º PISO;FAROL;MACEIÓ;27055-000;AL;NÃO;COMERCIAL;ART FILMS S/A;98;33.353.327/0001-04;IRREGULAR;NÃO PERTENCE A NENHUM GRUPO EXIBIDOR
ART CIDADE 2;5002300;33.353.327/0057-50;FECHADO;30/05/2004;04/06/1998;0;;;;NÃO;NÃO;NÃO;ART FILMS S/A;695;FECHADO;07/07/2008;HTTP://WWW.ARTFILMS.COM.BR;AV. FERNANDES LIMA 679;;LOJA 207/208 - 2º PISO;FAROL;MACEIÓ;27055-000;AL;NÃO;COMERCIAL;ART FILMS S/A;98;33.353.327/0001-04;IRREGULAR;NÃO PERTENCE A NENHUM GRUPO EXIBIDOR
ART FASHION MALL 1;5002293;33.353.327/0030-30;FECHADO;31/05/2007;02/04/1984;0;;;;NÃO;NÃO;NÃO;ART FILMS S/A;685;FECHADO;07/07/2008;HTTP://WWW.ARTFILMS.COM.BR;ESTRADA DA GÁVEA Nº 899;;LOJAS 220 PARTE B/C;SÃO CONRADO;RIO DE JANEIRO;26610-001;RJ;NÃO;COMERCIAL;ART FILMS S/A;98;33.353.327/0001-04;IRREGULAR;NÃO PERTENCE A NENHUM GRUPO EXIBIDOR
ART FASHION MALL 2;5002294;33.353.327/0030-30;FECHADO;31/05/2007;02/04/1984;0;;;;NÃO;NÃO;NÃO;ART FILMS S/A;685;FECHADO;07/07/2008;HTTP://WWW.ARTFILMS.COM.BR;ESTRADA DA GÁVEA Nº 899;;LOJAS 220 PARTE B/C;SÃO CONRADO;RIO DE JANEIRO;26610-001;RJ;NÃO;COMERCIAL;ART FILMS S/A;98;33.353.327/0001-04;IRREGULAR;NÃO PERTENCE A NENHUM GRUPO EXIBIDOR
ART FASHION MALL 3;5002295;33.353.327/0034-64;FECHADO;31/05/2007;16/07/1986;0;;;;NÃO;NÃO;NÃO;ART FILMS S/A;686;FECHADO;07/07/2008;WWW.ARTFILMS.COM.BR;ESTRADA DA GÁVEA Nº 899;;LOJA 213;SÂO CONRADO;RIO DE JANEIRO;26610-001;RJ;NÃO;COMERCIAL;ART FILMS S/A;98;33.353.327/0001-04;IRREGULAR;NÃO PERTENCE A NENHUM GRUPO EXIBIDOR
ART FASHION MALL 4;5002296;33.353.327/0034-64;FECHADO;31/05/2007;16/07/1986;0;;;;NÃO;NÃO;NÃO;ART FILMS S/A;686;FECHADO;07/07/2008;WWW.ARTFILMS.COM.BR;ESTRADA DA GÁVEA Nº 899;;LOJA 213;SÂO CONRADO;RIO DE JANEIRO;26610-001;RJ;NÃO;COMERCIAL;ART FILMS S/A;98;33.353.327/0001-04;IRREGULAR;NÃO PERTENCE A NENHUM GRUPO EXIBIDOR
ART GUARARAPES 1;5000544;33.353.327/0047-89;FECHADO;30/05/2004;23/11/1993;0;;;;NÃO;NÃO;NÃO;ART FILMS S/A;696;FECHADO;08/06/2009;HTTP://WWW.ARTFILMS.COM.BR;AV. GAL. BARRETO DE MENEZES 800;;LOJA 102 A;PRAZERES;JABOATÃO DOS GUARARAPES;54325-000;PE;NÃO;COMERCIAL;ART FILMS S/A;98;33.353.327/0001-04;IRREGULAR;NÃO PERTENCE A NENHUM GRUPO EXIBIDOR
ART GUARARAPES 2;5000545;33.353.327/0048-60;FECHADO;30/05/2004;01/12/1993;0;;;;NÃO;NÃO;NÃO;ART FILMS S/A;697;FECHADO;08/06/2009;HTTP://WWW.ARTFILMS.COM.BR;AV GAL. BARRETO DE MENEZES 800;;LOJA 102 B;PRAZERES;JABOATÃO DOS GUARARAPES;54325-000;PE;NÃO;COMERCIAL;ART FILMS S/A;98;33.353.327/0001-04;IRREGULAR;NÃO PERTENCE A NENHUM GRUPO EXIBIDOR
ART GUARARAPES 2;5001171;33.353.327/0047-89;FECHADO;30/05/2004;23/11/1993;0;;;;NÃO;NÃO;NÃO;ART FILMS S/A;696;FECHADO;08/06/2009;HTTP://WWW.ARTFILMS.COM.BR;AV. GAL. BARRETO DE MENEZES 800;;LOJA 102 A;PRAZERES;JABOATÃO DOS GUARARAPES;54325-000;PE;NÃO;COMERCIAL;ART FILMS S/A;98;33.353.327/0001-04;IRREGULAR;NÃO PERTENCE A NENHUM GRUPO EXIBIDOR
ART IGUATEMI 1;5002298;33.353.327/0022-20;FECHADO;24/10/2006;09/07/1975;396;;;;NÃO;NÃO;NÃO;ART FILMS S/A;687;FECHADO;07/07/2008;HTTP://WWW.ARTFILMS.COM.BR;AV. TANCREDO NEVES 148;;LOJA 18 / 3º PAVIMENTO;PITUBA;SALVADOR;41820-020;BA;NÃO;COMERCIAL;ART FILMS S/A;98;33.353.327/0001-04;IRREGULAR;NÃO PERTENCE A NENHUM GRUPO EXIBIDOR
ART IGUATEMI 1;5002330;33.353.327/0032-00;FECHADO;01/09/2003;31/05/1985;0;;;;NÃO;NÃO;NÃO;ART FILMS S/A;699;FECHADO;17/09/2008;HTTP://WWW.ARTFILMS.COM.BR;AV. WASHINGTON SOARES 85;;LOJA A/B;EDSON QUEIROZ;FORTALEZA;60811-340;CE;NÃO;COMERCIAL;ART FILMS S/A;98;33.353.327/0001-04;IRREGULAR;NÃO PERTENCE A NENHUM GRUPO EXIBIDOR
ART IGUATEMI 2;5001166;33.353.327/0023-01;FECHADO;10/12/2001;16/02/1976;252;;;;NÃO;NÃO;NÃO;ART FILMS S/A;687;FECHADO;07/07/2008;HTTP://WWW.ARTFILMS.COM.BR;AV. TANCREDO NEVES 148;;LOJA 18 / 3º PAVIMENTO;PITUBA;SALVADOR;41820-020;BA;NÃO;COMERCIAL;ART FILMS S/A;98;33.353.327/0001-04;IRREGULAR;NÃO PERTENCE A NENHUM GRUPO EXIBIDOR
ART IGUATEMI 2;5002332;33.353.327/0032-00;FECHADO;30/09/2003;31/05/1985;0;;;;NÃO;NÃO;NÃO;ART FILMS S/A;699;FECHADO;17/09/2008;HTTP://WWW.ARTFILMS.COM.BR;AV. WASHINGTON SOARES 85;;LOJA A/B;EDSON QUEIROZ;FORTALEZA;60811-340;CE;NÃO;COMERCIAL;ART FILMS S/A;98;33.353.327/0001-04;IRREGULAR;NÃO PERTENCE A NENHUM GRUPO EXIBIDOR
ART IGUATEMI 3;5002297;33.353.327/0050-84;FECHADO;24/10/2006;09/07/1975;252;;;;NÃO;NÃO;NÃO;ART FILMS S/A;687;FECHADO;07/07/2008;HTTP://WWW.ARTFILMS.COM.BR;AV. TANCREDO NEVES 148;;LOJA 18 / 3º PAVIMENTO;PITUBA;SALVADOR;41820-020;BA;NÃO;COMERCIAL;ART FILMS S/A;98;33.353.327/0001-04;IRREGULAR;NÃO PERTENCE A NENHUM GRUPO EXIBIDOR
ART MINAS 1;5000546;33.353.327/0043-55;FECHADO;11/11/2008;04/09/1991;230;;;;NÃO;NÃO;NÃO;ART FILMS S/A;698;FECHADO;08/06/2009;HTTP://WWW.ARTFILMS.COM.BR;AV. CRISTIANO MACHADO N° 4000;;LOJAS 287/288;UNIÃO;BELO HORIZONTE;31910-810;MG;NÃO;COMERCIAL;ART FILMS S/A;98;33.353.327/0001-04;IRREGULAR;NÃO PERTENCE A NENHUM GRUPO EXIBIDOR
ART MINAS 2;5000547;33.353.327/0043-55;FECHADO;11/11/2008;04/09/1991;270;;;;NÃO;NÃO;NÃO;ART FILMS S/A;698;FECHADO;08/06/2009;HTTP://WWW.ARTFILMS.COM.BR;AV. CRISTIANO MACHADO N° 4000;;LOJAS 287/288;UNIÃO;BELO HORIZONTE;31910-810;MG;NÃO;COMERCIAL;ART FILMS S/A;98;33.353.327/0001-04;IRREGULAR;NÃO PERTENCE A NENHUM GRUPO EXIBIDOR
ART NORT SHOPPING 1;5000531;33.353.327/0052-46;FECHADO;03/04/2008;;264;;;;NÃO;NÃO;NÃO;ART FILMS S/A;689;FECHADO;24/06/2008;HTTP://WWW.ARTFILMS.COM.BR;AV. DOM HELDER CÂMARA 5332;;LOJA 3806 PISO G;DEL CASTILHO;RIO DE JANEIRO;20771-004;RJ;NÃO;COMERCIAL;ART FILMS S/A;98;33.353.327/0001-04;IRREGULAR;NÃO PERTENCE A NENHUM GRUPO EXIBIDOR
ART NORT SHOPPING 2;5000530;33.353.327/0052-46;FECHADO;03/04/2008;;264;;;;NÃO;NÃO;NÃO;ART FILMS S/A;689;FECHADO;24/06/2008;HTTP://WWW.ARTFILMS.COM.BR;AV. DOM HELDER CÂMARA 5332;;LOJA 3806 PISO G;DEL CASTILHO;RIO DE JANEIRO;20771-004;RJ;NÃO;COMERCIAL;ART FILMS S/A;98;33.353.327/0001-04;IRREGULAR;NÃO PERTENCE A NENHUM GRUPO EXIBIDOR
ART QUALITY SHOPPING 2;5000533;33.353.327/0058-31;FECHADO;14/10/2005;03/08/1999;0;;;;NÃO;NÃO;NÃO;ART FILMS S/A;690;FECHADO;08/06/2009;HTTP://WWW.ARTFILMS.COM.BR;AV. GEREMÁRIO DANTAS 1400;;LOJAS 276 E 277 / 2º PAVIMENTO;JACAREPAGUÁ;RIO DE JANEIRO;22760-401;RJ;NÃO;COMERCIAL;ART FILMS S/A;98;33.353.327/0001-04;IRREGULAR;NÃO PERTENCE A NENHUM GRUPO EXIBIDOR
ART UNIGRANRIO 1;5000538;33.353.327/0056-70;FECHADO;31/08/2008;23/10/1997;195;;;;NÃO;NÃO;NÃO;ART FILMS S/A;692;FECHADO;08/09/2008;HTTP://WWW.ARTFILMS.COM.BR;RUA MARQUÊS DE HERVAL 1216;;LOJA  A / BOX 306-J;25 DE AGOSTO;DUQUE DE CAXIAS;20071-200;RJ;NÃO;COMERCIAL;ART FILMS S/A;98;33.353.327/0001-04;IRREGULAR;NÃO PERTENCE A NENHUM GRUPO EXIBIDOR
ART UNIGRANRIO 2;5000539;33.353.327/0056-70;FECHADO;31/08/2008;23/10/1997;120;;;;NÃO;NÃO;NÃO;ART FILMS S/A;692;FECHADO;08/09/2008;HTTP://WWW.ARTFILMS.COM.BR;RUA MARQUÊS DE HERVAL 1216;;LOJA  A / BOX 306-J;25 DE AGOSTO;DUQUE DE CAXIAS;20071-200;RJ;NÃO;COMERCIAL;ART FILMS S/A;98;33.353.327/0001-04;IRREGULAR;NÃO PERTENCE A NENHUM GRUPO EXIBIDOR
ART WEST SHOPPING 1;5001168;33.353.327/0054-08;FECHADO;09/06/2012;23/10/1997;223;;;;NÃO;NÃO;NÃO;ART FILMS S/A;693;FECHADO;09/06/2012;HTTP://WWW.ARTFILMS.COM.BR;ESTRADA DO MENDANHA 555;;1º PISO LOJA 105;CAMPO GRANDE;RIO DE JANEIRO;23087-283;RJ;NÃO;COMERCIAL;ART FILMS S/A;98;33.353.327/0001-04;IRREGULAR;NÃO PERTENCE A NENHUM GRUPO EXIBIDOR
ART WEST SHOPPING 2;5000540;33.353.327/0054-08;FECHADO;09/06/2012;23/10/1997;182;;;;NÃO;NÃO;NÃO;ART FILMS S/A;693;FECHADO;09/06/2012;HTTP://WWW.ARTFILMS.COM.BR;ESTRADA DO MENDANHA 555;;1º PISO LOJA 105;CAMPO GRANDE;RIO DE JANEIRO;23087-283;RJ;NÃO;COMERCIAL;ART FILMS S/A;98;33.353.327/0001-04;IRREGULAR;NÃO PERTENCE A NENHUM GRUPO EXIBIDOR
ART WEST SHOPPING 3;5002181;33.353.327/0053-27;FECHADO;09/06/2012;23/10/1997;208;;;;NÃO;NÃO;NÃO;ART FILMS S/A;691;FECHADO;09/06/2012;HTTP://WWW.ARTFILMS.COM.BR;ESTRADA DO MENDANHA 555;;2º PISO LOJA 205;CAMPO GRANDE;RIO DE JANEIRO;23087-283;RJ;NÃO;COMERCIAL;ART FILMS S/A;98;33.353.327/0001-04;IRREGULAR;NÃO PERTENCE A NENHUM GRUPO EXIBIDOR
ART WEST SHOPPING 4;5002182;33.353.327/0053-27;FECHADO;09/06/2012;23/10/1997;245;;;;NÃO;NÃO;NÃO;ART FILMS S/A;691;FECHADO;09/06/2012;HTTP://WWW.ARTFILMS.COM.BR;ESTRADA DO MENDANHA 555;;2º PISO LOJA 205;CAMPO GRANDE;RIO DE JANEIRO;23087-283;RJ;NÃO;COMERCIAL;ART FILMS S/A;98;33.353.327/0001-04;IRREGULAR;NÃO PERTENCE A NENHUM GRUPO EXIBIDOR
ART WEST SHOPPING 5;5002183;33.353.327/0053-27;FECHADO;09/06/2012;23/10/1997;224;;;;NÃO;NÃO;NÃO;ART FILMS S/A;691;FECHADO;09/06/2012;HTTP://WWW.ARTFILMS.COM.BR;ESTRADA DO MENDANHA 555;;2º PISO LOJA 205;CAMPO GRANDE;RIO DE JANEIRO;23087-283;RJ;NÃO;COMERCIAL;ART FILMS S/A;98;33.353.327/0001-04;IRREGULAR;NÃO PERTENCE A NENHUM GRUPO EXIBIDOR
ART WEST SHOPPING 6;5002184;33.353.327/0053-27;FECHADO;09/06/2012;23/10/1997;245;;;;NÃO;NÃO;NÃO;ART FILMS S/A;691;FECHADO;09/06/2012;HTTP://WWW.ARTFILMS.COM.BR;ESTRADA DO MENDANHA 555;;2º PISO LOJA 205;CAMPO GRANDE;RIO DE JANEIRO;23087-283;RJ;NÃO;COMERCIAL;ART FILMS S/A;98;33.353.327/0001-04;IRREGULAR;NÃO PERTENCE A NENHUM GRUPO EXIBIDOR
CINE ASTOR;5000542;33.353.327/0009-53;FECHADO;30/04/2009;05/11/1973;0;;;;NÃO;NÃO;NÃO;ART FILMS S/A;694;FECHADO;06/10/2009;HTTP://WWW.ARTFILMS.COM.BR;RUA TOMÉ DE SOUZA 05;;;CENTRO;SALVADOR;40020-150;BA;NÃO;COMERCIAL;ART FILMS S/A;98;33.353.327/0001-04;IRREGULAR;NÃO PERTENCE A NENHUM GRUPO EXIBIDOR
ART MOVIE CINEMAS 1;5002214;07.739.322/0001-04;FECHADO;30/09/2009;08/12/2006;181;;;;NÃO;NÃO;NÃO;ART MOVIE ENTRETENIMENTOS E PROJEÇÕES DE FILMES LTDA-EPP;13587;FECHADO;15/09/2009;;AVENIDA JUSCELINO KUBITSCHEK, 429;;SUC Q-01;BAIRRO PIMENTAS;GUARULHOS;07252-000;SP;NÃO;COMERCIAL;ART MOVIE ENTRETENIMENTOS E PROJEÇÕES DE FILMES LTDA - EPP;13586;07.739.322/0001-04;IRREGULAR;NÃO PERTENCE A NENHUM GRUPO EXIBIDOR
ART MOVIE CINEMAS 2;5002312;07.739.322/0001-04;FECHADO;30/09/2009;08/12/2006;178;;;;NÃO;NÃO;NÃO;ART MOVIE ENTRETENIMENTOS E PROJEÇÕES DE FILMES LTDA-EPP;13587;FECHADO;15/09/2009;;AVENIDA JUSCELINO KUBITSCHEK, 429;;SUC Q-01;BAIRRO PIMENTAS;GUARULHOS;07252-000;SP;NÃO;COMERCIAL;ART MOVIE ENTRETENIMENTOS E PROJEÇÕES DE FILMES LTDA - EPP;13586;07.739.322/0001-04;IRREGULAR;NÃO PERTENCE A NENHUM GRUPO EXIBIDOR
ART MOVIE CINEMAS 3;5002313;07.739.322/0001-04;FECHADO;30/09/2009;08/12/2006;178;;;;NÃO;NÃO;NÃO;ART MOVIE ENTRETENIMENTOS E PROJEÇÕES DE FILMES LTDA-EPP;13587;FECHADO;15/09/2009;;AVENIDA JUSCELINO KUBITSCHEK, 429;;SUC Q-01;BAIRRO PIMENTAS;GUARULHOS;07252-000;SP;NÃO;COMERCIAL;ART MOVIE ENTRETENIMENTOS E PROJEÇÕES DE FILMES LTDA - EPP;13586;07.739.322/0001-04;IRREGULAR;NÃO PERTENCE A NENHUM GRUPO EXIBIDOR
ART MOVIE CINEMAS 4;5002314;07.739.322/0001-04;FECHADO;30/09/2009;08/12/2006;178;;;;NÃO;NÃO;NÃO;ART MOVIE ENTRETENIMENTOS E PROJEÇÕES DE FILMES LTDA-EPP;13587;FECHADO;15/09/2009;;AVENIDA JUSCELINO KUBITSCHEK, 429;;SUC Q-01;BAIRRO PIMENTAS;GUARULHOS;07252-000;SP;NÃO;COMERCIAL;ART MOVIE ENTRETENIMENTOS E PROJEÇÕES DE FILMES LTDA - EPP;13586;07.739.322/0001-04;IRREGULAR;NÃO PERTENCE A NENHUM GRUPO EXIBIDOR
ART MOVIE CINEMAS 5;5002315;07.739.322/0001-04;FECHADO;30/09/2009;08/12/2006;167;;;;NÃO;NÃO;NÃO;ART MOVIE ENTRETENIMENTOS E PROJEÇÕES DE FILMES LTDA-EPP;13587;FECHADO;15/09/2009;;AVENIDA JUSCELINO KUBITSCHEK, 429;;SUC Q-01;BAIRRO PIMENTAS;GUARULHOS;07252-000;SP;NÃO;COMERCIAL;ART MOVIE ENTRETENIMENTOS E PROJEÇÕES DE FILMES LTDA - EPP;13586;07.739.322/0001-04;IRREGULAR;NÃO PERTENCE A NENHUM GRUPO EXIBIDOR
ART MOVIE CINEMAS 6;5002316;07.739.322/0001-04;FECHADO;30/09/2009;08/12/2006;168;;;;NÃO;NÃO;NÃO;ART MOVIE ENTRETENIMENTOS E PROJEÇÕES DE FILMES LTDA-EPP;13587;FECHADO;15/09/2009;;AVENIDA JUSCELINO KUBITSCHEK, 429;;SUC Q-01;BAIRRO PIMENTAS;GUARULHOS;07252-000;SP;NÃO;COMERCIAL;ART MOVIE ENTRETENIMENTOS E PROJEÇÕES DE FILMES LTDA - EPP;13586;07.739.322/0001-04;IRREGULAR;NÃO PERTENCE A NENHUM GRUPO EXIBIDOR
ART MOVIE KARAJAS 01;5006104;13.459.269/0002-63;FECHADO;01/12/2018;09/08/2018;160;6;2;2;NÃO;NÃO;SIM;ART MOVIE KARAJAS;40962;FECHADO;01/12/2018;;Rod. Municipal Faruk Salmen S/N;0;Quadra 171 Lote;Primavera;PARAUAPEBAS;68515-000;PA;NÃO;COMERCIAL;CIRCUITO BOMBONIERE LTDA;40961;13.459.269/0001-82;IRREGULAR;CIRCUITO
ART MOVIE KARAJAS 02;5006105;13.459.269/0002-63;FECHADO;01/12/2018;09/08/2018;157;6;2;2;NÃO;NÃO;SIM;ART MOVIE KARAJAS;40962;FECHADO;01/12/2018;;Rod. Municipal Faruk Salmen S/N;0;Quadra 171 Lote;Primavera;PARAUAPEBAS;68515-000;PA;NÃO;COMERCIAL;CIRCUITO BOMBONIERE LTDA;40961;13.459.269/0001-82;IRREGULAR;CIRCUITO
ART MOVIE KARAJAS 03;5006106;13.459.269/0002-63;FECHADO;01/12/2018;09/08/2018;160;6;2;2;NÃO;NÃO;SIM;ART MOVIE KARAJAS;40962;FECHADO;01/12/2018;;Rod. Municipal Faruk Salmen S/N;0;Quadra 171 Lote;Primavera;PARAUAPEBAS;68515-000;PA;NÃO;COMERCIAL;CIRCUITO BOMBONIERE LTDA;40961;13.459.269/0001-82;IRREGULAR;CIRCUITO
ARTECINE;5006250;07.419.842/0001-21;EM FUNCIONAMENTO;10/07/2017;10/07/2017;40;1;6;1;NÃO;NÃO;SIM;ARTECINE;42439;EM FUNCIONAMENTO;10/07/2017;;RUA SÃO PAULO;581;1;Dos Estados;BALNEÁRIO CAMBORIÚ;88339-025;SC;NÃO;NÃO COMERCIAL CINECLUBE;ONG COMUNICA;42438;07.419.842/0001-21;REGULAR;NÃO PERTENCE A NENHUM GRUPO EXIBIDOR
ASSOCIAÇÃO COMUNITÁRIA MADRIGAL;5003145;08.993.482/0001-30;EM FUNCIONAMENTO;01/02/2008;01/02/2008;200;;;;NÃO;NÃO;NÃO;ASSOCIAÇÃO COMUNITÁRIA MADRIGAL;19459;EM FUNCIONAMENTO;15/08/2011;;AV. DA SAUDADE, 442;;;VILA KALIL;COSMÓPOLIS;13150-000;SP;NÃO;NÃO COMERCIAL;ASSOCIAÇÃO COMUNITÁRIA MADRIGAL;19458;08.993.482/0001-30;IRREGULAR;NÃO PERTENCE A NENHUM GRUPO EXIBIDOR
CINE FAVELA;5001978;06.373.008/0001-80;EM FUNCIONAMENTO;14/08/2004;14/08/2004;110;;;;NÃO;NÃO;NÃO;ASSOCIAÇÃO CULTURAL ARTÍSTICA DE HELIÓPOLIS E SACOMÃ;12112;EM FUNCIONAMENTO;10/09/2008;;RUA ALEGRIA, Nº 34 A;;;HELIOPOLIS;SÃO PAULO;04235-020;SP;NÃO;NÃO COMERCIAL;ASSOCIACAO CULTURAL ARTISTICA CINE FAVELA;12138;06.373.008/0001-80;REGULAR;NÃO PERTENCE A NENHUM GRUPO EXIBIDOR
CINE BENJAMIN;5001798;02.945.813/0001-80;FECHADO;04/07/2007;25/11/1998;160;;;;NÃO;NÃO;NÃO;ASSOCIAÇÃO CULTURAL CINE CEARÁ;6606;FECHADO;16/06/2009;HTTP://;AV. DA UNIVERSIDADE, 2591;;;BENFICA;FORTALEZA;60020-180;CE;NÃO;NÃO COMERCIAL;ASSOCIAÇÃO CULTURAL CINE CEARÁ;5728;02.945.813/0001-80;REGULAR;NÃO PERTENCE A NENHUM GRUPO EXIBIDOR
ASSOCIAÇÃO CULTURAL TELA BRASILIS;5002327;08.605.319/0001-52;EM FUNCIONAMENTO;18/01/2007;18/01/2007;180;;;;NÃO;NÃO;NÃO;ASSOCIAÇÃO CULTURAL TELA BRASILIS;14337;EM FUNCIONAMENTO;11/09/2008;;AVENIDA INFANTE DOM HENRIQUE 85;;;ATERRO DO FLAMENGO;RIO DE JANEIRO;20021-140;RJ;NÃO;NÃO COMERCIAL;ASSOCIAÇÃO CULTURAL TELA BRASILIS;14336;08.605.319/0001-52;IRREGULAR;NÃO PERTENCE A NENHUM GRUPO EXIBIDOR
ACCBB;5001649;04.652.794/0001-29;FECHADO;23/06/2010;18/05/2001;69;;;;NÃO;NÃO;NÃO;ASSOCIAÇÃO DE AMIGOS DO CENTRO CULTURAL BANCO DO BRASIL - SÃO PAULO;6632;FECHADO;16/03/2011;HTTP://;RUA ÁLVARES PENTEADO 112;;;CENTRO;SÃO PAULO;01012-000;SP;NÃO;NÃO COMERCIAL;ASSOCIAÇÃO DE AMIGOS DO CENTRO CULTURAL BANCO DO BRASIL - SÃO PAULO;5337;04.652.794/0001-29;IRREGULAR;NÃO PERTENCE A NENHUM GRUPO EXIBIDOR
