NOME_SALA,SITUACAO_SALA,DATA_SITUACAO_SALA,ASSENTOS_SALA,ASSENTOS_CADEIRANTES,ASSENTOS_MOBILIDADE_REDUZIDA,ASSENTOS_OBESIDADE,ACESSO_ASSENTOS_COM_RAMPA,ACESSO_SALA_COM_RAMPA,BANHEIROS_ACESSIVEIS,MUNICIPIO_COMPLEXO,CEP_COMPLEXO,UF_COMPLEXO,SITUACAO_EXIBIDOR
SALA 2 - CARMEN MIRANDA,EM FUNCIONAMENTO,26/08/2021,274.0,6.0,0.0,4.0,SIM,NÃO,SIM,SÃO PAULO,01301-100,SP,REGULAR
SALA 3 - RUBENS EWALD FILHO,EM FUNCIONAMENTO,26/08/2021,135.0,3.0,0.0,2.0,SIM,NÃO,SIM,SÃO PAULO,01301-100,SP,REGULAR
SALA 4 - HELENA IGNEZ,EM FUNCIONAMENTO,26/08/2021,144.0,3.0,0.0,2.0,SIM,NÃO,SIM,SÃO PAULO,01301-100,SP,REGULAR
SALA 5 - LUIZ CARLOS MERTEN,EM FUNCIONAMENTO,26/08/2021,96.0,3.0,0.0,1.0,SIM,NÃO,SIM,SÃO PAULO,01301-100,SP,REGULAR
SALA 6 - LÉO MENDES,EM FUNCIONAMENTO,26/08/2021,90.0,2.0,0.0,1.0,SIM,NÃO,SIM,SÃO PAULO,01301-100,SP,REGULAR
SALA DRAGÃO DO MAR 01,EM FUNCIONAMENTO,28/04/1999,122.0,1.0,2.0,1.0,SIM,NÃO,SIM,FORTALEZA,60060-390,CE,REGULAR
SALA DRAGÃO DO MAR 02,EM FUNCIONAMENTO,28/04/1999,174.0,1.0,1.0,1.0,SIM,NÃO,SIM,FORTALEZA,60060-390,CE,REGULAR
CINE + ARTE CAPÃO DA CANOA SHOPPING,EM FUNCIONAMENTO,22/10/2020,186.0,2.0,2.0,2.0,NÃO,NÃO,NÃO,CAPÃO DA CANOA,95555-000,RS,REGULAR
CINE + ARTE CAPÃO DA CANOA,EM FUNCIONAMENTO,29/10/2020,178.0,2.0,2.0,2.0,SIM,NÃO,SIM,CAPÃO DA CANOA,95555-000,RS,REGULAR
CINE + ARTE CRICIUMA,EM FUNCIONAMENTO,20/10/2022,138.0,2.0,2.0,2.0,SIM,SIM,NÃO,CRICIÚMA,88801-505,SC,REGULAR
CINE + ARTE SOMBRIO 01,EM FUNCIONAMENTO,04/02/2021,200.0,2.0,2.0,2.0,SIM,NÃO,SIM,SOMBRIO,88960-000,SC,REGULAR
CINE + ARTE SOMBRIO 02,EM FUNCIONAMENTO,05/05/2022,70.0,2.0,2.0,2.0,SIM,NÃO,NÃO,SOMBRIO,88960-000,SC,REGULAR
CINE + ARTE TANÓPOLIS,EM FUNCIONAMENTO,22/10/2020,194.0,2.0,2.0,2.0,NÃO,NÃO,SIM,MONTENEGRO,95780-000,RS,REGULAR
CINE 3 FERRY BOAT´S PLAZA 1,EM FUNCIONAMENTO,24/09/2020,301.0,6.0,10.0,12.0,NÃO,NÃO,SIM,GUARUJÁ,11430-010,SP,REGULAR
CINE 3 FERRY BOAT´S PLAZA 2,EM FUNCIONAMENTO,24/09/2020,161.0,4.0,7.0,4.0,NÃO,NÃO,SIM,GUARUJÁ,11430-010,SP,REGULAR
CINE 3 FERRY BOAT´S PLAZA 3,EM FUNCIONAMENTO,24/09/2020,157.0,4.0,5.0,4.0,NÃO,NÃO,SIM,GUARUJÁ,11430-010,SP,REGULAR
CINE 7 BAGÉ,EM FUNCIONAMENTO,18/09/2021,200.0,4.0,2.0,2.0,SIM,NÃO,SIM,BAGÉ,96400-003,RS,REGULAR
CINE 7 SÃO GABRIEL,EM FUNCIONAMENTO,17/03/2022,106.0,4.0,1.0,1.0,SIM,SIM,SIM,SÃO GABRIEL,97300-062,RS,REGULAR
CINE 7ª ARTE STADIUM CALDAS 1,EM FUNCIONAMENTO,13/02/2021,150.0,4.0,4.0,4.0,NÃO,NÃO,SIM,CALDAS NOVAS,75690-000,GO,REGULAR
CINE 7ª ARTE STADIUM CALDAS 2,EM FUNCIONAMENTO,13/02/2021,164.0,4.0,4.0,4.0,NÃO,NÃO,SIM,CALDAS NOVAS,75690-000,GO,REGULAR
CINE 9 DE ABRIL,EM FUNCIONAMENTO,05/05/2022,1535.0,30.0,0.0,0.0,SIM,NÃO,NÃO,VOLTA REDONDA,27260-140,RJ,REGULAR
ALFENAS SALA 1,EM FUNCIONAMENTO,17/04/2021,179.0,4.0,0.0,2.0,SIM,NÃO,SIM,ALFENAS,37130-000,MG,REGULAR
ALFENAS SALA 2,EM FUNCIONAMENTO,17/04/2021,95.0,2.0,0.0,1.0,SIM,NÃO,SIM,ALFENAS,37130-000,MG,REGULAR
ALFENAS SALA 3,EM FUNCIONAMENTO,17/04/2021,130.0,3.0,0.0,1.0,SIM,NÃO,SIM,ALFENAS,37130-000,MG,REGULAR
SALA CINE A ALTAMIRA 01,EM FUNCIONAMENTO,29/07/2024,135.0,2.0,1.0,1.0,SIM,SIM,NÃO,ALTAMIRA,68378-329,PA,REGULAR
SALA CINE A ALTAMIRA 02,EM FUNCIONAMENTO,29/07/2024,133.0,2.0,1.0,1.0,SIM,SIM,NÃO,ALTAMIRA,68378-329,PA,REGULAR
SALA CINE A ALTAMIRA 03,EM FUNCIONAMENTO,29/07/2024,206.0,2.0,1.0,1.0,SIM,SIM,NÃO,ALTAMIRA,68378-329,PA,REGULAR
SALA CINE A BRAGANÇA PAULISTA 01,EM FUNCIONAMENTO,29/07/2024,106.0,2.0,1.0,1.0,SIM,SIM,NÃO,BRAGANÇA PAULISTA,12917-021,SP,REGULAR
SALA CINE A BRAGANÇA PAULISTA 02,EM FUNCIONAMENTO,29/07/2024,80.0,2.0,1.0,1.0,SIM,SIM,NÃO,BRAGANÇA PAULISTA,12917-021,SP,REGULAR
SALA CINE A BRAGANÇA PAULISTA 03,EM FUNCIONAMENTO,29/07/2024,98.0,2.0,1.0,1.0,SIM,SIM,NÃO,BRAGANÇA PAULISTA,12917-021,SP,REGULAR
CINE A CONTINENTAL 01,EM FUNCIONAMENTO,25/11/2022,240.0,5.0,3.0,3.0,SIM,SIM,NÃO,SÃO PAULO,05328-020,SP,REGULAR
CINE A CONTINENTAL 02,EM FUNCIONAMENTO,25/11/2022,76.0,1.0,0.0,1.0,SIM,SIM,NÃO,SÃO PAULO,05328-020,SP,REGULAR
CINE A CONTINENTAL 03,EM FUNCIONAMENTO,25/11/2022,166.0,4.0,2.0,2.0,SIM,SIM,NÃO,SÃO PAULO,05328-020,SP,REGULAR
CINE A CONTINENTAL 04,EM FUNCIONAMENTO,25/11/2022,118.0,3.0,2.0,2.0,SIM,SIM,NÃO,SÃO PAULO,05328-020,SP,REGULAR
CINE A CONTINENTAL 05,EM FUNCIONAMENTO,25/11/2022,155.0,3.0,2.0,2.0,SIM,SIM,NÃO,SÃO PAULO,05328-020,SP,REGULAR
CINE A ITAJUBA 01,EM FUNCIONAMENTO,17/04/2021,154.0,2.0,0.0,2.0,SIM,NÃO,SIM,ITAJUBÁ,37500-279,MG,REGULAR
CINE A ITAJUBA 02,EM FUNCIONAMENTO,17/04/2021,255.0,2.0,0.0,6.0,SIM,NÃO,SIM,ITAJUBÁ,37500-279,MG,REGULAR
CINE A ITAJUBA 03,EM FUNCIONAMENTO,17/04/2021,198.0,2.0,0.0,2.0,SIM,NÃO,SIM,ITAJUBÁ,37500-279,MG,REGULAR
CINE A ITAJUBA 04,EM FUNCIONAMENTO,17/04/2021,164.0,2.0,0.0,2.0,SIM,NÃO,SIM,ITAJUBÁ,37500-279,MG,REGULAR
CINE A LAVRAS SALA 01,EM FUNCIONAMENTO,15/07/2021,202.0,2.0,2.0,2.0,SIM,NÃO,SIM,LAVRAS,37200-000,MG,REGULAR
CINE A LAVRAS SALA 02,EM FUNCIONAMENTO,15/07/2021,236.0,2.0,2.0,2.0,SIM,NÃO,SIM,LAVRAS,37200-000,MG,REGULAR
LORENA SALA 1,EM FUNCIONAMENTO,11/11/2022,279.0,6.0,2.0,2.0,SIM,SIM,NÃO,LORENA,12612-550,SP,REGULAR
LORENA SALA 2,EM FUNCIONAMENTO,11/11/2022,238.0,5.0,2.0,2.0,SIM,SIM,NÃO,LORENA,12612-550,SP,REGULAR
LORENA SALA 3,EM FUNCIONAMENTO,11/11/2022,128.0,3.0,1.0,1.0,SIM,SIM,NÃO,LORENA,12612-550,SP,REGULAR
LORENA SALA 4,EM FUNCIONAMENTO,11/11/2022,133.0,3.0,1.0,1.0,SIM,SIM,NÃO,LORENA,12612-550,SP,REGULAR
SALA CINE A MARABÁ 01,EM FUNCIONAMENTO,29/07/2024,116.0,2.0,1.0,1.0,SIM,SIM,NÃO,MARABÁ,68509-140,PA,REGULAR
SALA CINE A MARABÁ 02,EM FUNCIONAMENTO,29/07/2024,156.0,2.0,1.0,1.0,SIM,SIM,NÃO,MARABÁ,68509-140,PA,REGULAR
SALA CINE A MARABÁ 03,EM FUNCIONAMENTO,29/07/2024,163.0,2.0,1.0,1.0,SIM,SIM,NÃO,MARABÁ,68509-140,PA,REGULAR
SALA CINE A MARABÁ 04,EM FUNCIONAMENTO,29/07/2024,162.0,2.0,1.0,1.0,SIM,SIM,NÃO,MARABÁ,68509-140,PA,REGULAR
CINE A MINEIROS 01,EM FUNCIONAMENTO,19/04/2021,120.0,6.0,0.0,2.0,NÃO,NÃO,SIM,MINEIROS,75834-042,GO,REGULAR
CINE A MINEIROS 02,EM FUNCIONAMENTO,19/04/2021,133.0,6.0,0.0,2.0,NÃO,NÃO,SIM,MINEIROS,75834-042,GO,REGULAR
CINE A MINEIROS 03,EM FUNCIONAMENTO,19/04/2021,120.0,6.0,0.0,2.0,NÃO,NÃO,SIM,MINEIROS,75834-042,GO,REGULAR
CINE A PARAISO,EM FUNCIONAMENTO,17/04/2021,154.0,2.0,2.0,2.0,SIM,NÃO,SIM,SÃO SEBASTIÃO DO PARAÍSO,37950-000,MG,REGULAR
CINE A POUSO ALEGRE - SALA 1,EM FUNCIONAMENTO,17/04/2021,226.0,4.0,0.0,4.0,SIM,NÃO,SIM,POUSO ALEGRE,37550-068,MG,REGULAR
CINE A POUSO ALEGRE - SALA 2,EM FUNCIONAMENTO,17/04/2021,49.0,2.0,0.0,1.0,SIM,NÃO,SIM,POUSO ALEGRE,37550-068,MG,REGULAR
CINE A POUSO ALEGRE - SALA 3,EM FUNCIONAMENTO,17/04/2021,36.0,2.0,0.0,1.0,SIM,NÃO,SIM,POUSO ALEGRE,37550-068,MG,REGULAR
CINE A RIO VERDE SALA 1,EM FUNCIONAMENTO,18/05/2021,140.0,1.0,0.0,0.0,SIM,NÃO,SIM,RIO VERDE,75903-290,GO,REGULAR
CINE A RIO VERDE SALA 2,EM FUNCIONAMENTO,18/05/2021,133.0,1.0,0.0,0.0,SIM,NÃO,SIM,RIO VERDE,75903-290,GO,REGULAR
CINE A RIO VERDE SALA 3,EM FUNCIONAMENTO,18/05/2021,177.0,1.0,0.0,0.0,SIM,NÃO,SIM,RIO VERDE,75903-290,GO,REGULAR
CINE A SAO JOAO DA BOA VISTA - SALA 01,EM FUNCIONAMENTO,24/04/2021,226.0,4.0,0.0,2.0,SIM,NÃO,SIM,SÃO JOÃO DA BOA VISTA,13870-110,SP,REGULAR
CINE A SAO JOAO DA BOA VISTA - SALA 02,EM FUNCIONAMENTO,24/04/2021,187.0,2.0,0.0,2.0,SIM,NÃO,SIM,SÃO JOÃO DA BOA VISTA,13870-110,SP,REGULAR
CINE A SAO LOURENCO - SALA 01,EM FUNCIONAMENTO,17/04/2021,162.0,2.0,0.0,3.0,SIM,NÃO,SIM,SÃO LOURENÇO,37470-000,MG,REGULAR
CINE A SAO LOURENCO - SALA 02,EM FUNCIONAMENTO,17/04/2021,40.0,2.0,0.0,0.0,NÃO,NÃO,SIM,SÃO LOURENÇO,37470-000,MG,REGULAR
SALA CINE A SERRA TALHADA 01,EM FUNCIONAMENTO,21/06/2021,102.0,4.0,1.0,1.0,SIM,NÃO,SIM,SERRA TALHADA,56903-525,PE,REGULAR
SALA CINE A SERRA TALHADA 02,EM FUNCIONAMENTO,21/06/2021,102.0,4.0,1.0,1.0,SIM,NÃO,SIM,SERRA TALHADA,56903-525,PE,REGULAR
SALA CINE A SERRA TALHADA 03,EM FUNCIONAMENTO,21/06/2021,102.0,4.0,1.0,1.0,SIM,NÃO,SIM,SERRA TALHADA,56903-525,PE,REGULAR
CINE A TRES CORACOES - SALA 01,EM FUNCIONAMENTO,17/04/2021,176.0,2.0,0.0,2.0,SIM,NÃO,SIM,TRÊS CORAÇÕES,37410-000,MG,REGULAR
CINE A TRES CORAÇÕES - SALA 02,EM FUNCIONAMENTO,17/04/2021,95.0,1.0,0.0,2.0,SIM,NÃO,SIM,TRÊS CORAÇÕES,37410-000,MG,REGULAR
CINE A VITORIA SALA 1,EM FUNCIONAMENTO,28/10/2021,214.0,4.0,0.0,2.0,SIM,NÃO,SIM,VITÓRIA,29092-910,ES,REGULAR
CINE A VITORIA SALA 2,EM FUNCIONAMENTO,28/10/2021,212.0,2.0,0.0,2.0,SIM,NÃO,SIM,VITÓRIA,29092-910,ES,REGULAR
CINE A VITORIA SALA 3,EM FUNCIONAMENTO,28/10/2021,192.0,4.0,0.0,2.0,SIM,NÃO,SIM,VITÓRIA,29092-910,ES,REGULAR
CINE A VITORIA SALA 4,EM FUNCIONAMENTO,28/10/2021,204.0,4.0,0.0,2.0,SIM,NÃO,SIM,VITÓRIA,29092-910,ES,REGULAR
CINE ALIANÇA,EM FUNCIONAMENTO,28/08/2023,130.0,2.0,2.0,4.0,NÃO,SIM,NÃO,SÃO JOÃO NEPOMUCENO,36680-039,MG,REGULAR
CINE COMPANY ALTA FLORESTA,EM FUNCIONAMENTO,20/04/2021,110.0,2.0,2.0,2.0,NÃO,NÃO,NÃO,ALTA FLORESTA,78580-000,MT,REGULAR
ARAÇATUBA I,EM FUNCIONAMENTO,06/04/2023,129.0,3.0,0.0,2.0,SIM,SIM,SIM,ARAÇATUBA,16020-050,SP,REGULAR
ARAÇATUBA III,EM FUNCIONAMENTO,29/04/2021,406.0,8.0,0.0,2.0,SIM,SIM,SIM,ARAÇATUBA,16020-050,SP,REGULAR
ARAÇUTABA II,EM FUNCIONAMENTO,13/10/2023,152.0,4.0,0.0,2.0,SIM,SIM,SIM,ARAÇATUBA,16020-050,SP,REGULAR
MULTIPLEX PORTO VELHO SHOPPING 1,EM FUNCIONAMENTO,29/04/2021,362.0,6.0,0.0,4.0,NÃO,NÃO,SIM,PORTO VELHO,78905-450,RO,REGULAR
MULTIPLEX PORTO VELHO SHOPPING 2,EM FUNCIONAMENTO,29/04/2021,356.0,6.0,0.0,4.0,NÃO,NÃO,SIM,PORTO VELHO,78905-450,RO,REGULAR
MULTIPLEX PORTO VELHO SHOPPING 3,EM FUNCIONAMENTO,29/04/2021,100.0,3.0,0.0,97.0,NÃO,NÃO,SIM,PORTO VELHO,78905-450,RO,REGULAR
MULTIPLEX PORTO VELHO SHOPPING 4,EM FUNCIONAMENTO,29/04/2021,212.0,5.0,0.0,0.0,NÃO,NÃO,SIM,PORTO VELHO,78905-450,RO,REGULAR
MULTIPLEX PORTO VELHO SHOPPING 5,EM FUNCIONAMENTO,20/08/2024,212.0,5.0,0.0,0.0,NÃO,NÃO,SIM,PORTO VELHO,78905-450,RO,REGULAR
MULTIPLEX PORTO VELHO SHOPPING 6,EM FUNCIONAMENTO,29/04/2021,128.0,4.0,0.0,0.0,NÃO,NÃO,SIM,PORTO VELHO,78905-450,RO,REGULAR
CINE ARTE - SALA 01,EM FUNCIONAMENTO,15/05/2021,156.0,2.0,0.0,3.0,SIM,NÃO,NÃO,PELOTAS,96020-080,RS,REGULAR
CINE ARTE - SALA 02,EM FUNCIONAMENTO,15/05/2021,117.0,2.0,0.0,3.0,SIM,NÃO,NÃO,PELOTAS,96020-080,RS,REGULAR
CINE ARTE - SALA 03,EM FUNCIONAMENTO,15/05/2021,90.0,2.0,0.0,3.0,NÃO,NÃO,NÃO,PELOTAS,96020-080,RS,REGULAR
CINE ARTE - SALA 04,EM FUNCIONAMENTO,15/05/2021,104.0,2.0,0.0,3.0,NÃO,NÃO,NÃO,PELOTAS,96020-080,RS,REGULAR
CINE ARTE UFF,EM FUNCIONAMENTO,04/07/2024,293.0,3.0,3.0,3.0,SIM,SIM,SIM,NITERÓI,24220-000,RJ,REGULAR
ASTON SALA 1,EM FUNCIONAMENTO,01/07/2021,170.0,3.0,1.0,3.0,NÃO,NÃO,SIM,PARANAVAÍ,87701-010,PR,REGULAR
ASTON SALA 2,EM FUNCIONAMENTO,01/07/2021,98.0,2.0,1.0,2.0,NÃO,NÃO,SIM,PARANAVAÍ,87701-010,PR,REGULAR
CINE AVELAN 01,EM FUNCIONAMENTO,01/03/2022,150.0,2.0,2.0,2.0,SIM,NÃO,SIM,NOSSA SENHORA DA GLÓRIA,49680-000,SE,REGULAR
CINE AVELAN 02,EM FUNCIONAMENTO,15/03/2022,108.0,2.0,2.0,2.0,SIM,NÃO,SIM,NOSSA SENHORA DA GLÓRIA,49680-000,SE,REGULAR
CINE AVENIDA SALA 01,EM FUNCIONAMENTO,07/10/2021,189.0,3.0,3.0,6.0,SIM,NÃO,SIM,LEME,13614-032,SP,REGULAR
CINE AVENIDA SALA 02,EM FUNCIONAMENTO,07/10/2021,161.0,2.0,2.0,2.0,SIM,NÃO,SIM,LEME,13614-032,SP,REGULAR
CINE BANGUÊ,EM FUNCIONAMENTO,13/05/2024,120.0,4.0,1.0,2.0,SIM,SIM,SIM,JOÃO PESSOA,58042-100,PB,REGULAR
CINE BATATAIS,EM FUNCIONAMENTO,04/02/2010,216.0,5.0,12.0,10.0,NÃO,NÃO,SIM,BATATAIS,14300-000,SP,REGULAR
CINE BELAS ARTES SALA 01,EM FUNCIONAMENTO,05/08/2021,138.0,2.0,,,NÃO,NÃO,SIM,BELO HORIZONTE,30140-092,MG,REGULAR
CINE BELAS ARTES SALA 02,EM FUNCIONAMENTO,05/08/2021,122.0,2.0,,,NÃO,NÃO,SIM,BELO HORIZONTE,30140-092,MG,REGULAR
CINE BELAS ARTES SALA 03,EM FUNCIONAMENTO,05/08/2021,76.0,2.0,,,NÃO,NÃO,SIM,BELO HORIZONTE,30140-092,MG,REGULAR
CINE ROSÂNGELA BELLUZZO,EM FUNCIONAMENTO,30/09/2021,129.0,0.0,0.0,2.0,NÃO,NÃO,SIM,BARIRI,17250-000,SP,REGULAR
CINE BIJOU,EM FUNCIONAMENTO,25/01/2022,77.0,2.0,2.0,0.0,SIM,NÃO,SIM,SÃO PAULO,01303-020,SP,REGULAR
CINE ACARAU SALA 01,EM FUNCIONAMENTO,17/06/2021,116.0,3.0,0.0,1.0,SIM,NÃO,SIM,ACARAÚ,62580-000,CE,REGULAR
CINE ACARAU SALA 02,EM FUNCIONAMENTO,17/06/2021,109.0,3.0,0.0,1.0,SIM,NÃO,SIM,ACARAÚ,62580-000,CE,REGULAR
CINE BRASÍLIA,EM FUNCIONAMENTO,01/04/1960,619.0,6.0,10.0,5.0,SIM,NÃO,SIM,BRASÍLIA,70345-400,DF,REGULAR
CINE CALÇADÃO,EM FUNCIONAMENTO,07/01/2022,200.0,2.0,2.0,2.0,SIM,NÃO,SIM,VIÇOSA,36570-000,MG,REGULAR
CINE CARIOCA NOVA BRASÍLIA,EM FUNCIONAMENTO,17/10/2021,91.0,3.0,1.0,2.0,SIM,NÃO,SIM,RIO DE JANEIRO,21061-060,RJ,REGULAR
SALA CINE CARIRI 01,EM FUNCIONAMENTO,03/03/2022,211.0,4.0,0.0,0.0,SIM,NÃO,SIM,SERRINHA,48700-000,BA,REGULAR
SALA CINE CARIRI 02,EM FUNCIONAMENTO,16/12/2021,211.0,4.0,0.0,0.0,SIM,NÃO,SIM,SERRINHA,48700-000,BA,REGULAR
CINE CASARÃO,EM FUNCIONAMENTO,23/07/2020,24.0,1.0,1.0,1.0,SIM,SIM,SIM,MANAUS,69010-050,AM,REGULAR
CINE CATARATAS 1,EM FUNCIONAMENTO,03/09/2020,120.0,,,,NÃO,NÃO,NÃO,FOZ DO IGUAÇU,85863-000,PR,REGULAR
CINE CATARATAS 2,EM FUNCIONAMENTO,03/09/2020,120.0,,,,NÃO,NÃO,NÃO,FOZ DO IGUAÇU,85863-000,PR,REGULAR
CINE CATARATAS 3,EM FUNCIONAMENTO,03/09/2020,263.0,,,,NÃO,NÃO,NÃO,FOZ DO IGUAÇU,85863-000,PR,REGULAR
CINE CATARATAS 4,EM FUNCIONAMENTO,03/09/2020,264.0,,,,NÃO,NÃO,NÃO,FOZ DO IGUAÇU,85863-000,PR,REGULAR
CINE CAVALIERE ORLANDI SALA 01,EM FUNCIONAMENTO,10/09/2020,180.0,2.0,,2.0,SIM,NÃO,SIM,SOCORRO,13960-000,SP,REGULAR
CINE CAVALIERI ORLANDI SALA 02,EM FUNCIONAMENTO,17/09/2020,96.0,2.0,,,SIM,NÃO,SIM,SOCORRO,13960-000,SP,REGULAR
CINE CAXAMBU,EM FUNCIONAMENTO,04/05/2023,100.0,1.0,5.0,5.0,SIM,SIM,NÃO,CAXAMBU,37440-000,MG,REGULAR
"CINE CENTER SALA ""A""",EM FUNCIONAMENTO,01/11/2021,71.0,2.0,1.0,1.0,SIM,NÃO,SIM,SINOP,78557-746,MT,REGULAR
"CINE CENTER SALA ""B""",EM FUNCIONAMENTO,01/11/2021,115.0,3.0,2.0,2.0,SIM,NÃO,SIM,SINOP,78557-746,MT,REGULAR
"CINE CENTER SALA ""C""",EM FUNCIONAMENTO,01/11/2021,116.0,3.0,2.0,2.0,SIM,NÃO,SIM,SINOP,78557-746,MT,REGULAR
CINE CENTER I,EM FUNCIONAMENTO,08/07/2021,155.0,2.0,1.0,1.0,SIM,NÃO,SIM,SÃO ROQUE,18130-375,SP,REGULAR
CINE CENTER II,EM FUNCIONAMENTO,08/07/2021,115.0,2.0,1.0,1.0,SIM,NÃO,SIM,SÃO ROQUE,18130-375,SP,REGULAR
CINE CLUB ITAJUBA,EM FUNCIONAMENTO,29/08/2023,70.0,1.0,,,NÃO,NÃO,SIM,ITAJUBÁ,37500-048,MG,REGULAR
ARARAS SALA 1,EM FUNCIONAMENTO,24/04/2021,76.0,4.0,0.0,4.0,SIM,NÃO,NÃO,ARARAS,13601-000,SP,REGULAR
ARARAS SALA 2,EM FUNCIONAMENTO,24/04/2021,83.0,2.0,0.0,2.0,SIM,NÃO,SIM,ARARAS,13601-000,SP,REGULAR
ARARAS SALA 3,EM FUNCIONAMENTO,24/04/2021,68.0,2.0,0.0,1.0,SIM,NÃO,SIM,ARARAS,13601-000,SP,REGULAR
CINE COLOMBO - PINHAL,EM FUNCIONAMENTO,24/04/2021,145.0,2.0,0.0,2.0,SIM,NÃO,SIM,ESPÍRITO SANTO DO PINHAL,13990-000,SP,REGULAR
CINE COLOMBO ITAPIRA SALA 01,EM FUNCIONAMENTO,24/04/2021,164.0,2.0,0.0,2.0,SIM,NÃO,SIM,ITAPIRA,13970-000,SP,REGULAR
CINE COLOMBO ITAPIRA SALA 02,EM FUNCIONAMENTO,24/04/2021,62.0,2.0,0.0,1.0,NÃO,NÃO,NÃO,ITAPIRA,13970-000,SP,REGULAR
CINE COLOMBO RESENDE SALA 01,EM FUNCIONAMENTO,02/10/2020,163.0,4.0,0.0,2.0,SIM,NÃO,SIM,RESENDE,27535-320,RJ,REGULAR
CINE COLOMBO RESENDE SALA 02,EM FUNCIONAMENTO,02/10/2020,184.0,4.0,0.0,2.0,SIM,NÃO,SIM,RESENDE,27535-320,RJ,REGULAR
CINE COLOMBO RESENDE SALA 03,EM FUNCIONAMENTO,02/10/2020,194.0,2.0,0.0,2.0,SIM,NÃO,SIM,RESENDE,27535-320,RJ,REGULAR
CINE COLOMBO RESENDE SALA 04,EM FUNCIONAMENTO,02/10/2020,199.0,2.0,0.0,3.0,SIM,NÃO,SIM,RESENDE,27535-320,RJ,REGULAR
CINE COLOMBO RIO PARDO,EM FUNCIONAMENTO,24/04/2021,204.0,4.0,0.0,4.0,SIM,NÃO,SIM,SÃO JOSÉ DO RIO PARDO,13720-000,SP,REGULAR
CINE CRUZEIRO,EM FUNCIONAMENTO,24/04/2021,182.0,2.0,2.0,2.0,NÃO,NÃO,SIM,CRUZEIRO,12701-440,SP,REGULAR
SALA SINHOZINHO 01,EM FUNCIONAMENTO,12/08/2021,150.0,2.0,2.0,2.0,NÃO,NÃO,SIM,PALMAS,77016-524,TO,REGULAR
CINE DOM JOSÉ - SALA 01,EM FUNCIONAMENTO,22/12/1978,600.0,6.0,6.0,6.0,SIM,NÃO,SIM,SÃO PAULO,01038-000,SP,REGULAR
CINE DRIVEIN,EM FUNCIONAMENTO,29/03/2021,2000.0,,,,NÃO,NÃO,NÃO,BRASÍLIA,70070-710,DF,REGULAR
CINE DUPLEX SALA 01,EM FUNCIONAMENTO,07/06/1996,185.0,8.0,0.0,0.0,SIM,SIM,SIM,AMPARO,13900-460,SP,REGULAR
CINE DUPLEX SALA 02,EM FUNCIONAMENTO,07/06/1996,123.0,6.0,0.0,0.0,SIM,SIM,SIM,AMPARO,13900-460,SP,REGULAR
CINE ELDORADO 01,EM FUNCIONAMENTO,15/12/2022,151.0,3.0,0.0,0.0,SIM,NÃO,SIM,IRECÊ,44900-000,BA,REGULAR
CINE ELDORADO 02,EM FUNCIONAMENTO,15/12/2022,151.0,3.0,0.0,0.0,SIM,NÃO,SIM,IRECÊ,44900-000,BA,REGULAR
CINE ENERGIA,EM FUNCIONAMENTO,12/10/2023,122.0,3.0,1.0,1.0,SIM,SIM,NÃO,GUAÍRA,14790-000,SP,REGULAR
SALA CINE ESMERALDA 01,EM FUNCIONAMENTO,11/02/2021,230.0,6.0,,,NÃO,NÃO,SIM,MARÍLIA,17516-000,SP,REGULAR
SALA CINE ESMERALDA 02,EM FUNCIONAMENTO,18/02/2021,197.0,4.0,7.0,,NÃO,NÃO,NÃO,MARÍLIA,17516-000,SP,REGULAR
SALA CINE ESMERALDA 03 3D,EM FUNCIONAMENTO,06/05/2021,198.0,4.0,7.0,,NÃO,NÃO,SIM,MARÍLIA,17516-000,SP,REGULAR
CINE ESTAÇÃO 01,EM FUNCIONAMENTO,29/04/2021,209.0,6.0,2.0,4.0,SIM,NÃO,SIM,FRANCO DA ROCHA,07802-190,SP,REGULAR
CINE ESTAÇÃO 02,EM FUNCIONAMENTO,29/04/2021,209.0,4.0,2.0,4.0,SIM,NÃO,SIM,FRANCO DA ROCHA,07802-190,SP,REGULAR
CINE ESTAÇÃO 03,EM FUNCIONAMENTO,29/04/2021,219.0,4.0,2.0,4.0,SIM,NÃO,SIM,FRANCO DA ROCHA,07802-190,SP,REGULAR
CINE ESTAÇÃO NET BOTAFOGO SALA 1,EM FUNCIONAMENTO,20/05/2021,251.0,2.0,25.0,0.0,SIM,NÃO,SIM,RIO DE JANEIRO,22270-010,RJ,REGULAR
CINE ESTAÇÃO NET BOTAFOGO SALA 2,EM FUNCIONAMENTO,26/01/2023,33.0,1.0,4.0,0.0,SIM,NÃO,SIM,RIO DE JANEIRO,22270-010,RJ,REGULAR
CINE ESTAÇÃO NET BOTAFOGO SALA 3,EM FUNCIONAMENTO,18/11/2021,68.0,2.0,6.0,0.0,SIM,NÃO,SIM,RIO DE JANEIRO,22270-010,RJ,REGULAR
ESTAÇÃO NET GÁVEA 1,EM FUNCIONAMENTO,22/04/2021,77.0,2.0,3.0,0.0,SIM,NÃO,SIM,RIO DE JANEIRO,22451-040,RJ,REGULAR
ESTAÇÃO NET GÁVEA 2,EM FUNCIONAMENTO,22/07/2021,126.0,2.0,5.0,0.0,SIM,NÃO,SIM,RIO DE JANEIRO,22451-040,RJ,REGULAR
