REDE DE ENSINO,MUNICIPIO,SERIE_ANO,PERIODO,COMPONENTE_CURRICULAR,MEDIA_PROFICIENCIA
Rede Estadual,SAO PAULO,9º Ano EF,GERAL,MATEMÁTICA,242.0
Rede Estadual,ADAMANTINA,9º Ano EF,MANHÃ,MATEMÁTICA,255.8
Rede Estadual,ADAMANTINA,9º Ano EF,GERAL,MATEMÁTICA,255.8
Rede Estadual,AGUAI,9º Ano EF,MANHÃ,MATEMÁTICA,241.4
Rede Estadual,AGUAI,9º Ano EF,TARDE,MATEMÁTICA,249.6
Rede Estadual,AGUAI,9º Ano EF,GERAL,MATEMÁTICA,243.2
Rede Estadual,AGUAS DE LINDOIA,9º Ano EF,MANHÃ,MATEMÁTICA,268.4
Rede Estadual,AGUAS DE LINDOIA,9º Ano EF,GERAL,MATEMÁTICA,268.4
Rede Estadual,AGUAS DA PRATA,9º Ano EF,MANHÃ,MATEMÁTICA,243.9
Rede Estadual,AGUAS DA PRATA,9º Ano EF,TARDE,MATEMÁTICA,257.2
Rede Estadual,AGUAS DA PRATA,9º Ano EF,GERAL,MATEMÁTICA,249.2
Rede Estadual,AGUDOS,9º Ano EF,MANHÃ,MATEMÁTICA,237.8
Rede Estadual,AGUDOS,9º Ano EF,TARDE,MATEMÁTICA,234.2
Rede Estadual,AGUDOS,9º Ano EF,GERAL,MATEMÁTICA,236.7
Rede Estadual,ALFREDO MARCONDES,9º Ano EF,MANHÃ,MATEMÁTICA,244.1
Rede Estadual,ALFREDO MARCONDES,9º Ano EF,GERAL,MATEMÁTICA,244.1
Rede Estadual,ALTAIR,9º Ano EF,MANHÃ,MATEMÁTICA,256.7
Rede Estadual,ALTAIR,9º Ano EF,GERAL,MATEMÁTICA,256.7
Rede Estadual,ALTINOPOLIS,9º Ano EF,MANHÃ,MATEMÁTICA,240.5
Rede Estadual,ALTINOPOLIS,9º Ano EF,GERAL,MATEMÁTICA,240.5
Rede Estadual,ALTO ALEGRE,9º Ano EF,MANHÃ,MATEMÁTICA,262.4
Rede Estadual,ALTO ALEGRE,9º Ano EF,GERAL,MATEMÁTICA,262.4
Rede Estadual,ALVARES FLORENCE,9º Ano EF,MANHÃ,MATEMÁTICA,268.0
Rede Estadual,ALVARES FLORENCE,9º Ano EF,GERAL,MATEMÁTICA,268.0
Rede Estadual,ALVARO DE CARVALHO,9º Ano EF,MANHÃ,MATEMÁTICA,229.3
Rede Estadual,ALVARO DE CARVALHO,9º Ano EF,GERAL,MATEMÁTICA,229.3
Rede Estadual,ALVINLANDIA,9º Ano EF,MANHÃ,MATEMÁTICA,256.3
Rede Estadual,ALVINLANDIA,9º Ano EF,TARDE,MATEMÁTICA,250.0
Rede Estadual,ALVINLANDIA,9º Ano EF,GERAL,MATEMÁTICA,253.3
Rede Estadual,AMERICANA,9º Ano EF,MANHÃ,MATEMÁTICA,256.3
Rede Estadual,AMERICANA,9º Ano EF,TARDE,MATEMÁTICA,254.7
Rede Estadual,AMERICANA,9º Ano EF,GERAL,MATEMÁTICA,256.1
Rede Estadual,AMERICO BRASILIENSE,9º Ano EF,MANHÃ,MATEMÁTICA,237.0
Rede Estadual,AMERICO BRASILIENSE,9º Ano EF,TARDE,MATEMÁTICA,231.7
Rede Estadual,AMERICO BRASILIENSE,9º Ano EF,GERAL,MATEMÁTICA,233.8
Rede Estadual,AMERICO DE CAMPOS,9º Ano EF,MANHÃ,MATEMÁTICA,249.4
Rede Estadual,AMERICO DE CAMPOS,9º Ano EF,GERAL,MATEMÁTICA,249.4
Rede Estadual,AMPARO,9º Ano EF,MANHÃ,MATEMÁTICA,251.5
Rede Estadual,AMPARO,9º Ano EF,TARDE,MATEMÁTICA,245.2
Rede Estadual,AMPARO,9º Ano EF,GERAL,MATEMÁTICA,251.1
Rede Estadual,ANDRADINA,9º Ano EF,MANHÃ,MATEMÁTICA,247.3
Rede Estadual,ANDRADINA,9º Ano EF,TARDE,MATEMÁTICA,226.2
Rede Estadual,ANDRADINA,9º Ano EF,GERAL,MATEMÁTICA,244.6
Rede Estadual,ANGATUBA,9º Ano EF,MANHÃ,MATEMÁTICA,257.1
Rede Estadual,ANGATUBA,9º Ano EF,GERAL,MATEMÁTICA,257.1
Rede Estadual,ANHUMAS,9º Ano EF,MANHÃ,MATEMÁTICA,237.3
Rede Estadual,ANHUMAS,9º Ano EF,GERAL,MATEMÁTICA,237.3
Rede Estadual,APARECIDA D'OESTE,9º Ano EF,MANHÃ,MATEMÁTICA,263.1
Rede Estadual,APARECIDA D'OESTE,9º Ano EF,GERAL,MATEMÁTICA,263.1
Rede Estadual,APIAI,9º Ano EF,MANHÃ,MATEMÁTICA,249.9
Rede Estadual,APIAI,9º Ano EF,GERAL,MATEMÁTICA,249.9
Rede Estadual,ARACATUBA,9º Ano EF,MANHÃ,MATEMÁTICA,256.3
Rede Estadual,ARACATUBA,9º Ano EF,TARDE,MATEMÁTICA,234.7
Rede Estadual,ARACATUBA,9º Ano EF,GERAL,MATEMÁTICA,255.8
Rede Estadual,ARAMINA,9º Ano EF,MANHÃ,MATEMÁTICA,235.1
Rede Estadual,ARAMINA,9º Ano EF,TARDE,MATEMÁTICA,260.6
Rede Estadual,ARAMINA,9º Ano EF,GERAL,MATEMÁTICA,248.5
Rede Estadual,ARANDU,9º Ano EF,MANHÃ,MATEMÁTICA,239.5
Rede Estadual,ARANDU,9º Ano EF,GERAL,MATEMÁTICA,239.5
Rede Estadual,ARARAQUARA,9º Ano EF,MANHÃ,MATEMÁTICA,247.5
Rede Estadual,ARARAQUARA,9º Ano EF,TARDE,MATEMÁTICA,257.2
Rede Estadual,ARARAQUARA,9º Ano EF,GERAL,MATEMÁTICA,249.5
Rede Estadual,ARARAS,9º Ano EF,MANHÃ,MATEMÁTICA,260.2
Rede Estadual,ARARAS,9º Ano EF,TARDE,MATEMÁTICA,244.1
Rede Estadual,ARARAS,9º Ano EF,GERAL,MATEMÁTICA,256.3
Rede Estadual,AREALVA,9º Ano EF,MANHÃ,MATEMÁTICA,248.8
Rede Estadual,AREALVA,9º Ano EF,TARDE,MATEMÁTICA,221.5
Rede Estadual,AREALVA,9º Ano EF,GERAL,MATEMÁTICA,241.3
Rede Estadual,ARIRANHA,9º Ano EF,MANHÃ,MATEMÁTICA,263.2
Rede Estadual,ARIRANHA,9º Ano EF,GERAL,MATEMÁTICA,263.2
Rede Estadual,ARTUR NOGUEIRA,9º Ano EF,MANHÃ,MATEMÁTICA,249.5
Rede Estadual,ARTUR NOGUEIRA,9º Ano EF,GERAL,MATEMÁTICA,249.5
Rede Estadual,ARUJA,9º Ano EF,MANHÃ,MATEMÁTICA,244.4
Rede Estadual,ARUJA,9º Ano EF,TARDE,MATEMÁTICA,244.5
Rede Estadual,ARUJA,9º Ano EF,GERAL,MATEMÁTICA,244.4
Rede Estadual,ASSIS,9º Ano EF,MANHÃ,MATEMÁTICA,252.7
Rede Estadual,ASSIS,9º Ano EF,TARDE,MATEMÁTICA,246.6
Rede Estadual,ASSIS,9º Ano EF,GERAL,MATEMÁTICA,252.2
Rede Estadual,ATIBAIA,9º Ano EF,MANHÃ,MATEMÁTICA,249.9
Rede Estadual,ATIBAIA,9º Ano EF,TARDE,MATEMÁTICA,243.5
Rede Estadual,ATIBAIA,9º Ano EF,GERAL,MATEMÁTICA,248.1
Rede Estadual,AURIFLAMA,9º Ano EF,MANHÃ,MATEMÁTICA,269.1
Rede Estadual,AURIFLAMA,9º Ano EF,TARDE,MATEMÁTICA,246.0
Rede Estadual,AURIFLAMA,9º Ano EF,GERAL,MATEMÁTICA,263.7
Rede Estadual,AVAI,9º Ano EF,MANHÃ,MATEMÁTICA,240.7
Rede Estadual,AVAI,9º Ano EF,GERAL,MATEMÁTICA,240.7
Rede Estadual,AVANHANDAVA,9º Ano EF,MANHÃ,MATEMÁTICA,227.8
Rede Estadual,AVANHANDAVA,9º Ano EF,GERAL,MATEMÁTICA,227.8
Rede Estadual,AVARE,9º Ano EF,MANHÃ,MATEMÁTICA,243.1
Rede Estadual,AVARE,9º Ano EF,GERAL,MATEMÁTICA,243.1
Rede Estadual,BADY BASSITT,9º Ano EF,TARDE,MATEMÁTICA,262.1
Rede Estadual,BADY BASSITT,9º Ano EF,GERAL,MATEMÁTICA,262.1
Rede Estadual,BALBINOS,9º Ano EF,MANHÃ,MATEMÁTICA,235.4
Rede Estadual,BALBINOS,9º Ano EF,GERAL,MATEMÁTICA,235.4
Rede Estadual,BALSAMO,9º Ano EF,MANHÃ,MATEMÁTICA,256.9
Rede Estadual,BALSAMO,9º Ano EF,TARDE,MATEMÁTICA,243.4
Rede Estadual,BALSAMO,9º Ano EF,GERAL,MATEMÁTICA,250.1
Rede Estadual,BARAO DE ANTONINA,9º Ano EF,MANHÃ,MATEMÁTICA,266.3
Rede Estadual,BARAO DE ANTONINA,9º Ano EF,TARDE,MATEMÁTICA,238.7
Rede Estadual,BARAO DE ANTONINA,9º Ano EF,GERAL,MATEMÁTICA,253.1
Rede Estadual,BARBOSA,9º Ano EF,MANHÃ,MATEMÁTICA,237.9
Rede Estadual,BARBOSA,9º Ano EF,GERAL,MATEMÁTICA,237.9
Rede Estadual,BARIRI,9º Ano EF,MANHÃ,MATEMÁTICA,251.0
Rede Estadual,BARIRI,9º Ano EF,TARDE,MATEMÁTICA,246.3
Rede Estadual,BARIRI,9º Ano EF,GERAL,MATEMÁTICA,247.5
Rede Estadual,BARRA BONITA,9º Ano EF,MANHÃ,MATEMÁTICA,250.0
Rede Estadual,BARRA BONITA,9º Ano EF,GERAL,MATEMÁTICA,250.0
Rede Estadual,BARRA DO TURVO,9º Ano EF,MANHÃ,MATEMÁTICA,249.8
Rede Estadual,BARRA DO TURVO,9º Ano EF,GERAL,MATEMÁTICA,249.8
Rede Estadual,BARRETOS,9º Ano EF,MANHÃ,MATEMÁTICA,258.9
Rede Estadual,BARRETOS,9º Ano EF,TARDE,MATEMÁTICA,235.2
Rede Estadual,BARRETOS,9º Ano EF,GERAL,MATEMÁTICA,256.4
Rede Estadual,BASTOS,9º Ano EF,MANHÃ,MATEMÁTICA,255.2
Rede Estadual,BASTOS,9º Ano EF,GERAL,MATEMÁTICA,255.2
Rede Estadual,BATATAIS,9º Ano EF,MANHÃ,MATEMÁTICA,254.3
Rede Estadual,BATATAIS,9º Ano EF,TARDE,MATEMÁTICA,256.3
Rede Estadual,BATATAIS,9º Ano EF,GERAL,MATEMÁTICA,255.2
Rede Estadual,BAURU,9º Ano EF,MANHÃ,MATEMÁTICA,240.4
Rede Estadual,BAURU,9º Ano EF,TARDE,MATEMÁTICA,239.0
Rede Estadual,BAURU,9º Ano EF,GERAL,MATEMÁTICA,240.3
Rede Estadual,BEBEDOURO,9º Ano EF,MANHÃ,MATEMÁTICA,247.6
Rede Estadual,BEBEDOURO,9º Ano EF,TARDE,MATEMÁTICA,220.5
Rede Estadual,BEBEDOURO,9º Ano EF,GERAL,MATEMÁTICA,246.7
Rede Estadual,BENTO DE ABREU,9º Ano EF,MANHÃ,MATEMÁTICA,264.0
Rede Estadual,BENTO DE ABREU,9º Ano EF,GERAL,MATEMÁTICA,264.0
Rede Estadual,BERNARDINO DE CAMPOS,9º Ano EF,MANHÃ,MATEMÁTICA,256.6
Rede Estadual,BERNARDINO DE CAMPOS,9º Ano EF,TARDE,MATEMÁTICA,246.3
Rede Estadual,BERNARDINO DE CAMPOS,9º Ano EF,GERAL,MATEMÁTICA,251.7
Rede Estadual,BILAC,9º Ano EF,MANHÃ,MATEMÁTICA,255.3
Rede Estadual,BILAC,9º Ano EF,GERAL,MATEMÁTICA,255.3
Rede Estadual,BIRIGUI,9º Ano EF,MANHÃ,MATEMÁTICA,261.4
Rede Estadual,BIRIGUI,9º Ano EF,TARDE,MATEMÁTICA,246.9
Rede Estadual,BIRIGUI,9º Ano EF,GERAL,MATEMÁTICA,260.2
Rede Estadual,BIRITIBA-MIRIM,9º Ano EF,MANHÃ,MATEMÁTICA,240.8
Rede Estadual,BIRITIBA-MIRIM,9º Ano EF,TARDE,MATEMÁTICA,238.1
Rede Estadual,BIRITIBA-MIRIM,9º Ano EF,GERAL,MATEMÁTICA,238.9
Rede Estadual,BOCAINA,9º Ano EF,MANHÃ,MATEMÁTICA,248.9
Rede Estadual,BOCAINA,9º Ano EF,GERAL,MATEMÁTICA,248.9
Rede Estadual,BOFETE,9º Ano EF,MANHÃ,MATEMÁTICA,299.6
Rede Estadual,BOFETE,9º Ano EF,GERAL,MATEMÁTICA,299.6
Rede Estadual,BOM JESUS DOS PERDOES,9º Ano EF,MANHÃ,MATEMÁTICA,246.3
Rede Estadual,BOM JESUS DOS PERDOES,9º Ano EF,TARDE,MATEMÁTICA,242.3
Rede Estadual,BOM JESUS DOS PERDOES,9º Ano EF,GERAL,MATEMÁTICA,245.3
Rede Estadual,BORA,9º Ano EF,MANHÃ,MATEMÁTICA,271.1
Rede Estadual,BORA,9º Ano EF,GERAL,MATEMÁTICA,271.1
Rede Estadual,BORACEIA,9º Ano EF,MANHÃ,MATEMÁTICA,247.5
Rede Estadual,BORACEIA,9º Ano EF,GERAL,MATEMÁTICA,247.5
Rede Estadual,BORBOREMA,9º Ano EF,MANHÃ,MATEMÁTICA,256.7
Rede Estadual,BORBOREMA,9º Ano EF,GERAL,MATEMÁTICA,256.7
Rede Estadual,BOTUCATU,9º Ano EF,MANHÃ,MATEMÁTICA,242.4
Rede Estadual,BOTUCATU,9º Ano EF,TARDE,MATEMÁTICA,234.8
Rede Estadual,BOTUCATU,9º Ano EF,GERAL,MATEMÁTICA,240.8
Rede Estadual,BRAGANCA PAULISTA,9º Ano EF,MANHÃ,MATEMÁTICA,247.5
Rede Estadual,BRAGANCA PAULISTA,9º Ano EF,TARDE,MATEMÁTICA,245.1
Rede Estadual,BRAGANCA PAULISTA,9º Ano EF,GERAL,MATEMÁTICA,247.2
Rede Estadual,BRAUNA,9º Ano EF,MANHÃ,MATEMÁTICA,257.8
Rede Estadual,BRAUNA,9º Ano EF,GERAL,MATEMÁTICA,257.8
Rede Estadual,BRODOWSKI,9º Ano EF,TARDE,MATEMÁTICA,234.4
Rede Estadual,BRODOWSKI,9º Ano EF,GERAL,MATEMÁTICA,234.4
Rede Estadual,BROTAS,9º Ano EF,MANHÃ,MATEMÁTICA,239.3
Rede Estadual,BROTAS,9º Ano EF,TARDE,MATEMÁTICA,213.6
Rede Estadual,BROTAS,9º Ano EF,GERAL,MATEMÁTICA,234.2
Rede Estadual,BURITAMA,9º Ano EF,MANHÃ,MATEMÁTICA,242.5
Rede Estadual,BURITAMA,9º Ano EF,GERAL,MATEMÁTICA,242.5
Rede Estadual,CABRALIA PAULISTA,9º Ano EF,MANHÃ,MATEMÁTICA,251.1
Rede Estadual,CABRALIA PAULISTA,9º Ano EF,GERAL,MATEMÁTICA,251.1
Rede Estadual,CABREUVA,9º Ano EF,MANHÃ,MATEMÁTICA,248.3
Rede Estadual,CABREUVA,9º Ano EF,GERAL,MATEMÁTICA,248.3
Rede Estadual,CACAPAVA,9º Ano EF,MANHÃ,MATEMÁTICA,246.8
Rede Estadual,CACAPAVA,9º Ano EF,TARDE,MATEMÁTICA,245.1
Rede Estadual,CACAPAVA,9º Ano EF,GERAL,MATEMÁTICA,246.5
Rede Estadual,CACHOEIRA PAULISTA,9º Ano EF,MANHÃ,MATEMÁTICA,250.0
Rede Estadual,CACHOEIRA PAULISTA,9º Ano EF,TARDE,MATEMÁTICA,248.3
Rede Estadual,CACHOEIRA PAULISTA,9º Ano EF,GERAL,MATEMÁTICA,249.7
Rede Estadual,CACONDE,9º Ano EF,MANHÃ,MATEMÁTICA,253.9
Rede Estadual,CACONDE,9º Ano EF,TARDE,MATEMÁTICA,242.8
Rede Estadual,CACONDE,9º Ano EF,GERAL,MATEMÁTICA,253.0
Rede Estadual,CAFELANDIA,9º Ano EF,MANHÃ,MATEMÁTICA,244.4
Rede Estadual,CAFELANDIA,9º Ano EF,TARDE,MATEMÁTICA,223.6
Rede Estadual,CAFELANDIA,9º Ano EF,GERAL,MATEMÁTICA,242.0
Rede Estadual,CAIABU,9º Ano EF,MANHÃ,MATEMÁTICA,259.3
Rede Estadual,CAIABU,9º Ano EF,GERAL,MATEMÁTICA,259.3
Rede Estadual,CAIEIRAS,9º Ano EF,MANHÃ,MATEMÁTICA,251.7
Rede Estadual,CAIEIRAS,9º Ano EF,TARDE,MATEMÁTICA,256.8
Rede Estadual,CAIEIRAS,9º Ano EF,GERAL,MATEMÁTICA,252.1
Rede Estadual,CAIUA,9º Ano EF,MANHÃ,MATEMÁTICA,261.0
Rede Estadual,CAIUA,9º Ano EF,GERAL,MATEMÁTICA,261.0
Rede Estadual,CAJAMAR,9º Ano EF,TARDE,MATEMÁTICA,225.5
Rede Estadual,CAJAMAR,9º Ano EF,GERAL,MATEMÁTICA,225.5
Rede Estadual,CAJURU,9º Ano EF,MANHÃ,MATEMÁTICA,238.4
Rede Estadual,CAJURU,9º Ano EF,TARDE,MATEMÁTICA,230.8
Rede Estadual,CAJURU,9º Ano EF,GERAL,MATEMÁTICA,236.7
Rede Estadual,CAMPINAS,9º Ano EF,MANHÃ,MATEMÁTICA,245.3
Rede Estadual,CAMPINAS,9º Ano EF,TARDE,MATEMÁTICA,246.0
Rede Estadual,CAMPINAS,9º Ano EF,NOITE,MATEMÁTICA,227.5
Rede Estadual,CAMPINAS,9º Ano EF,GERAL,MATEMÁTICA,244.5
Rede Estadual,CAMPO LIMPO PAULISTA,9º Ano EF,MANHÃ,MATEMÁTICA,250.2
Rede Estadual,CAMPO LIMPO PAULISTA,9º Ano EF,GERAL,MATEMÁTICA,250.2
Rede Estadual,CAMPOS NOVOS PAULISTA,9º Ano EF,MANHÃ,MATEMÁTICA,238.9
Rede Estadual,CAMPOS NOVOS PAULISTA,9º Ano EF,TARDE,MATEMÁTICA,255.6
Rede Estadual,CAMPOS NOVOS PAULISTA,9º Ano EF,GERAL,MATEMÁTICA,251.0
Rede Estadual,CANANEIA,9º Ano EF,MANHÃ,MATEMÁTICA,248.2
Rede Estadual,CANANEIA,9º Ano EF,TARDE,MATEMÁTICA,239.4
Rede Estadual,CANANEIA,9º Ano EF,GERAL,MATEMÁTICA,247.3
Rede Estadual,CANDIDO MOTA,9º Ano EF,MANHÃ,MATEMÁTICA,255.7
Rede Estadual,CANDIDO MOTA,9º Ano EF,GERAL,MATEMÁTICA,255.7
Rede Estadual,CAPAO BONITO,9º Ano EF,MANHÃ,MATEMÁTICA,248.2
Rede Estadual,CAPAO BONITO,9º Ano EF,GERAL,MATEMÁTICA,248.2
Rede Estadual,CAPIVARI,9º Ano EF,MANHÃ,MATEMÁTICA,255.4
Rede Estadual,CAPIVARI,9º Ano EF,TARDE,MATEMÁTICA,238.6
Rede Estadual,CAPIVARI,9º Ano EF,GERAL,MATEMÁTICA,251.1
Rede Estadual,CARAGUATATUBA,9º Ano EF,MANHÃ,MATEMÁTICA,242.3
Rede Estadual,CARAGUATATUBA,9º Ano EF,TARDE,MATEMÁTICA,253.1
Rede Estadual,CARAGUATATUBA,9º Ano EF,GERAL,MATEMÁTICA,244.9
Rede Estadual,CARAPICUIBA,9º Ano EF,MANHÃ,MATEMÁTICA,242.0
Rede Estadual,CARAPICUIBA,9º Ano EF,TARDE,MATEMÁTICA,243.1
Rede Estadual,CARAPICUIBA,9º Ano EF,GERAL,MATEMÁTICA,242.2
Rede Estadual,CARDOSO,9º Ano EF,MANHÃ,MATEMÁTICA,267.2
Rede Estadual,CARDOSO,9º Ano EF,GERAL,MATEMÁTICA,267.2
Rede Estadual,CASA BRANCA,9º Ano EF,MANHÃ,MATEMÁTICA,241.7
Rede Estadual,CASA BRANCA,9º Ano EF,TARDE,MATEMÁTICA,232.7
Rede Estadual,CASA BRANCA,9º Ano EF,GERAL,MATEMÁTICA,239.7
Rede Estadual,CASTILHO,9º Ano EF,MANHÃ,MATEMÁTICA,245.5
Rede Estadual,CASTILHO,9º Ano EF,GERAL,MATEMÁTICA,245.5
Rede Estadual,CATANDUVA,9º Ano EF,MANHÃ,MATEMÁTICA,240.5
Rede Estadual,CATANDUVA,9º Ano EF,TARDE,MATEMÁTICA,259.3
Rede Estadual,CATANDUVA,9º Ano EF,GERAL,MATEMÁTICA,251.3
Rede Estadual,CATIGUA,9º Ano EF,MANHÃ,MATEMÁTICA,249.6
Rede Estadual,CATIGUA,9º Ano EF,GERAL,MATEMÁTICA,249.6
Rede Estadual,CERQUEIRA CESAR,9º Ano EF,MANHÃ,MATEMÁTICA,248.0
Rede Estadual,CERQUEIRA CESAR,9º Ano EF,GERAL,MATEMÁTICA,248.0
Rede Estadual,CHARQUEADA,9º Ano EF,MANHÃ,MATEMÁTICA,249.1
Rede Estadual,CHARQUEADA,9º Ano EF,GERAL,MATEMÁTICA,249.1
Rede Estadual,CLEMENTINA,9º Ano EF,MANHÃ,MATEMÁTICA,249.4
Rede Estadual,CLEMENTINA,9º Ano EF,GERAL,MATEMÁTICA,249.4
Rede Estadual,CONCHAL,9º Ano EF,MANHÃ,MATEMÁTICA,258.9
Rede Estadual,CONCHAL,9º Ano EF,TARDE,MATEMÁTICA,268.8
Rede Estadual,CONCHAL,9º Ano EF,GERAL,MATEMÁTICA,261.3
Rede Estadual,CONCHAS,9º Ano EF,TARDE,MATEMÁTICA,232.6
Rede Estadual,CONCHAS,9º Ano EF,GERAL,MATEMÁTICA,232.6
Rede Estadual,CORDEIROPOLIS,9º Ano EF,MANHÃ,MATEMÁTICA,238.7
Rede Estadual,CORDEIROPOLIS,9º Ano EF,GERAL,MATEMÁTICA,238.7
Rede Estadual,COROADOS,9º Ano EF,MANHÃ,MATEMÁTICA,230.4
Rede Estadual,COROADOS,9º Ano EF,GERAL,MATEMÁTICA,230.4
Rede Estadual,CORONEL MACEDO,9º Ano EF,MANHÃ,MATEMÁTICA,249.8
Rede Estadual,CORONEL MACEDO,9º Ano EF,GERAL,MATEMÁTICA,249.8
Rede Estadual,COSMOPOLIS,9º Ano EF,TARDE,MATEMÁTICA,248.6
Rede Estadual,COSMOPOLIS,9º Ano EF,GERAL,MATEMÁTICA,248.6
Rede Estadual,COSMORAMA,9º Ano EF,MANHÃ,MATEMÁTICA,243.0
Rede Estadual,COSMORAMA,9º Ano EF,GERAL,MATEMÁTICA,243.0
Rede Estadual,COTIA,9º Ano EF,MANHÃ,MATEMÁTICA,238.6
Rede Estadual,COTIA,9º Ano EF,TARDE,MATEMÁTICA,240.5
Rede Estadual,COTIA,9º Ano EF,GERAL,MATEMÁTICA,239.1
Rede Estadual,CRAVINHOS,9º Ano EF,MANHÃ,MATEMÁTICA,239.6
Rede Estadual,CRAVINHOS,9º Ano EF,TARDE,MATEMÁTICA,231.0
Rede Estadual,CRAVINHOS,9º Ano EF,GERAL,MATEMÁTICA,238.0
Rede Estadual,CRUZALIA,9º Ano EF,MANHÃ,MATEMÁTICA,254.9
Rede Estadual,CRUZALIA,9º Ano EF,GERAL,MATEMÁTICA,254.9
Rede Estadual,CRUZEIRO,9º Ano EF,MANHÃ,MATEMÁTICA,247.0
Rede Estadual,CRUZEIRO,9º Ano EF,TARDE,MATEMÁTICA,244.1
Rede Estadual,CRUZEIRO,9º Ano EF,GERAL,MATEMÁTICA,246.3
Rede Estadual,CUBATAO,9º Ano EF,MANHÃ,MATEMÁTICA,257.6
Rede Estadual,CUBATAO,9º Ano EF,TARDE,MATEMÁTICA,238.2
Rede Estadual,CUBATAO,9º Ano EF,GERAL,MATEMÁTICA,251.6
Rede Estadual,CUNHA,9º Ano EF,MANHÃ,MATEMÁTICA,243.3
Rede Estadual,CUNHA,9º Ano EF,GERAL,MATEMÁTICA,243.3
Rede Estadual,DIADEMA,9º Ano EF,MANHÃ,MATEMÁTICA,244.3
Rede Estadual,DIADEMA,9º Ano EF,TARDE,MATEMÁTICA,242.6
Rede Estadual,DIADEMA,9º Ano EF,GERAL,MATEMÁTICA,244.3
Rede Estadual,DIVINOLANDIA,9º Ano EF,MANHÃ,MATEMÁTICA,267.6
Rede Estadual,DIVINOLANDIA,9º Ano EF,GERAL,MATEMÁTICA,267.6
Rede Estadual,DOBRADA,9º Ano EF,MANHÃ,MATEMÁTICA,233.4
Rede Estadual,DOBRADA,9º Ano EF,GERAL,MATEMÁTICA,233.4
Rede Estadual,DOIS CORREGOS,9º Ano EF,MANHÃ,MATEMÁTICA,234.7
Rede Estadual,DOIS CORREGOS,9º Ano EF,TARDE,MATEMÁTICA,227.0
Rede Estadual,DOIS CORREGOS,9º Ano EF,GERAL,MATEMÁTICA,232.3
Rede Estadual,DOLCINOPOLIS,9º Ano EF,MANHÃ,MATEMÁTICA,265.4
Rede Estadual,DOLCINOPOLIS,9º Ano EF,GERAL,MATEMÁTICA,265.4
Rede Estadual,DRACENA,9º Ano EF,MANHÃ,MATEMÁTICA,262.0
Rede Estadual,DRACENA,9º Ano EF,TARDE,MATEMÁTICA,232.5
Rede Estadual,DRACENA,9º Ano EF,GERAL,MATEMÁTICA,254.2
Rede Estadual,DUARTINA,9º Ano EF,MANHÃ,MATEMÁTICA,237.2
Rede Estadual,DUARTINA,9º Ano EF,GERAL,MATEMÁTICA,237.2
Rede Estadual,ECHAPORA,9º Ano EF,MANHÃ,MATEMÁTICA,243.6
Rede Estadual,ECHAPORA,9º Ano EF,GERAL,MATEMÁTICA,243.6
Rede Estadual,ELDORADO,9º Ano EF,MANHÃ,MATEMÁTICA,244.0
Rede Estadual,ELDORADO,9º Ano EF,TARDE,MATEMÁTICA,246.7
Rede Estadual,ELDORADO,9º Ano EF,GERAL,MATEMÁTICA,245.2
Rede Estadual,EMBU DAS ARTES,9º Ano EF,MANHÃ,MATEMÁTICA,242.7
Rede Estadual,EMBU DAS ARTES,9º Ano EF,TARDE,MATEMÁTICA,244.8
Rede Estadual,EMBU DAS ARTES,9º Ano EF,GERAL,MATEMÁTICA,242.9
Rede Estadual,EMBU-GUACU,9º Ano EF,MANHÃ,MATEMÁTICA,242.5
Rede Estadual,EMBU-GUACU,9º Ano EF,TARDE,MATEMÁTICA,240.8
Rede Estadual,EMBU-GUACU,9º Ano EF,GERAL,MATEMÁTICA,242.0
Rede Estadual,ESTRELA DO NORTE,9º Ano EF,TARDE,MATEMÁTICA,239.5
Rede Estadual,ESTRELA DO NORTE,9º Ano EF,GERAL,MATEMÁTICA,239.5
Rede Estadual,ESTRELA D'OESTE,9º Ano EF,MANHÃ,MATEMÁTICA,255.3
Rede Estadual,ESTRELA D'OESTE,9º Ano EF,GERAL,MATEMÁTICA,255.3
Rede Estadual,FARTURA,9º Ano EF,MANHÃ,MATEMÁTICA,270.6
Rede Estadual,FARTURA,9º Ano EF,TARDE,MATEMÁTICA,254.8
Rede Estadual,FARTURA,9º Ano EF,GERAL,MATEMÁTICA,267.5
Rede Estadual,FERNANDOPOLIS,9º Ano EF,MANHÃ,MATEMÁTICA,262.2
Rede Estadual,FERNANDOPOLIS,9º Ano EF,GERAL,MATEMÁTICA,262.2
Rede Estadual,FERRAZ DE VASCONCELOS,9º Ano EF,MANHÃ,MATEMÁTICA,244.2
Rede Estadual,FERRAZ DE VASCONCELOS,9º Ano EF,TARDE,MATEMÁTICA,235.9
Rede Estadual,FERRAZ DE VASCONCELOS,9º Ano EF,GERAL,MATEMÁTICA,243.4
Rede Estadual,FLOREAL,9º Ano EF,MANHÃ,MATEMÁTICA,263.2
Rede Estadual,FLOREAL,9º Ano EF,GERAL,MATEMÁTICA,263.2
Rede Estadual,FLORIDA PAULISTA,9º Ano EF,MANHÃ,MATEMÁTICA,246.4
Rede Estadual,FLORIDA PAULISTA,9º Ano EF,GERAL,MATEMÁTICA,246.4
Rede Estadual,FLORINEA,9º Ano EF,MANHÃ,MATEMÁTICA,241.3
