REDE DE ENSINO,MUNICIPIO,SERIE_ANO,PERIODO,COMPONENTE_CURRICULAR,MEDIA_PROFICIENCIA
Rede Municipal,TORRINHA,9º Ano EF,MANHÃ,MATEMÁTICA,258.7
Rede Municipal,TORRINHA,9º Ano EF,GERAL,MATEMÁTICA,258.7
Rede Municipal,VALINHOS,9º Ano EF,MANHÃ,MATEMÁTICA,0.0
Rede Municipal,VALINHOS,9º Ano EF,TARDE,MATEMÁTICA,0.0
Rede Municipal,VALINHOS,9º Ano EF,GERAL,MATEMÁTICA,0.0
Rede Municipal,VIRADOURO,9º Ano EF,MANHÃ,MATEMÁTICA,0.0
Rede Municipal,VIRADOURO,9º Ano EF,GERAL,MATEMÁTICA,0.0
Rede Municipal,BOREBI,9º Ano EF,MANHÃ,MATEMÁTICA,259.8
Rede Municipal,BOREBI,9º Ano EF,GERAL,MATEMÁTICA,259.8
Rede Municipal,CANITAR,9º Ano EF,TARDE,MATEMÁTICA,0.0
Rede Municipal,CANITAR,9º Ano EF,GERAL,MATEMÁTICA,0.0
Rede Municipal,HOLAMBRA,9º Ano EF,MANHÃ,MATEMÁTICA,0.0
Rede Municipal,HOLAMBRA,9º Ano EF,TARDE,MATEMÁTICA,0.0
Rede Municipal,HOLAMBRA,9º Ano EF,GERAL,MATEMÁTICA,0.0
Rede Municipal,HORTOLANDIA,9º Ano EF,MANHÃ,MATEMÁTICA,0.0
Rede Municipal,HORTOLANDIA,9º Ano EF,GERAL,MATEMÁTICA,0.0
Rede Municipal,TUIUTI,9º Ano EF,MANHÃ,MATEMÁTICA,261.0
Rede Municipal,TUIUTI,9º Ano EF,GERAL,MATEMÁTICA,261.0
Rede Municipal,UBARANA,9º Ano EF,MANHÃ,MATEMÁTICA,260.8
Rede Municipal,UBARANA,9º Ano EF,TARDE,MATEMÁTICA,229.8
Rede Municipal,UBARANA,9º Ano EF,GERAL,MATEMÁTICA,250.5
Rede Municipal,VARGEM,9º Ano EF,MANHÃ,MATEMÁTICA,239.0
Rede Municipal,VARGEM,9º Ano EF,GERAL,MATEMÁTICA,239.0
Rede Municipal,GAVIAO PEIXOTO,9º Ano EF,MANHÃ,MATEMÁTICA,253.4
Rede Municipal,GAVIAO PEIXOTO,9º Ano EF,GERAL,MATEMÁTICA,253.4
