DEPADM;DEPBOL;NOMEDEPBOL;CODRMET;CODMUN;MUN;SERIE_ANO;COD_PER;PERIODO;CO_COMP;DS_COMP;MEDPROF
1;1;Rede Estadual;5;499;PALMARES PAULISTA;9º Ano EF;1;MANHÃ;2;MATEMÁTICA;267,3
1;1;Rede Estadual;5;499;PALMARES PAULISTA;9º Ano EF;9;GERAL;2;MATEMÁTICA;267,3
1;1;Rede Estadual;5;500;PALMEIRA D'OESTE;9º Ano EF;1;MANHÃ;2;MATEMÁTICA;269,5
1;1;Rede Estadual;5;500;PALMEIRA D'OESTE;9º Ano EF;9;GERAL;2;MATEMÁTICA;269,5
1;1;Rede Estadual;5;501;PALMITAL;9º Ano EF;1;MANHÃ;2;MATEMÁTICA;248,6
1;1;Rede Estadual;5;501;PALMITAL;9º Ano EF;9;GERAL;2;MATEMÁTICA;248,6
1;1;Rede Estadual;5;502;PANORAMA;9º Ano EF;1;MANHÃ;2;MATEMÁTICA;242,2
1;1;Rede Estadual;5;502;PANORAMA;9º Ano EF;9;GERAL;2;MATEMÁTICA;242,2
1;1;Rede Estadual;5;503;PARAGUACU PAULISTA;9º Ano EF;1;MANHÃ;2;MATEMÁTICA;256,4
1;1;Rede Estadual;5;503;PARAGUACU PAULISTA;9º Ano EF;9;GERAL;2;MATEMÁTICA;256,4
1;1;Rede Estadual;4;504;PARAIBUNA;9º Ano EF;1;MANHÃ;2;MATEMÁTICA;253,5
1;1;Rede Estadual;4;504;PARAIBUNA;9º Ano EF;2;TARDE;2;MATEMÁTICA;245,5
1;1;Rede Estadual;4;504;PARAIBUNA;9º Ano EF;9;GERAL;2;MATEMÁTICA;251,7
1;1;Rede Estadual;5;508;PARANAPUA;9º Ano EF;1;MANHÃ;2;MATEMÁTICA;248,3
1;1;Rede Estadual;5;508;PARANAPUA;9º Ano EF;9;GERAL;2;MATEMÁTICA;248,3
1;1;Rede Estadual;5;509;PARAPUA;9º Ano EF;1;MANHÃ;2;MATEMÁTICA;251,4
1;1;Rede Estadual;5;509;PARAPUA;9º Ano EF;9;GERAL;2;MATEMÁTICA;251,4
1;1;Rede Estadual;5;510;PARIQUERA-ACU;9º Ano EF;1;MANHÃ;2;MATEMÁTICA;243,3
1;1;Rede Estadual;5;510;PARIQUERA-ACU;9º Ano EF;2;TARDE;2;MATEMÁTICA;245
1;1;Rede Estadual;5;510;PARIQUERA-ACU;9º Ano EF;9;GERAL;2;MATEMÁTICA;243,6
1;1;Rede Estadual;5;511;PATROCINIO PAULISTA;9º Ano EF;1;MANHÃ;2;MATEMÁTICA;221,2
1;1;Rede Estadual;5;511;PATROCINIO PAULISTA;9º Ano EF;2;TARDE;2;MATEMÁTICA;224,2
1;1;Rede Estadual;5;511;PATROCINIO PAULISTA;9º Ano EF;9;GERAL;2;MATEMÁTICA;222,4
1;1;Rede Estadual;5;512;PAULICEIA;9º Ano EF;1;MANHÃ;2;MATEMÁTICA;243,8
1;1;Rede Estadual;5;512;PAULICEIA;9º Ano EF;2;TARDE;2;MATEMÁTICA;226,3
1;1;Rede Estadual;5;512;PAULICEIA;9º Ano EF;9;GERAL;2;MATEMÁTICA;237,7
1;1;Rede Estadual;3;513;PAULINIA;9º Ano EF;1;MANHÃ;2;MATEMÁTICA;251,3
1;1;Rede Estadual;3;513;PAULINIA;9º Ano EF;2;TARDE;2;MATEMÁTICA;233,9
1;1;Rede Estadual;3;513;PAULINIA;9º Ano EF;9;GERAL;2;MATEMÁTICA;249
1;1;Rede Estadual;5;515;PEDERNEIRAS;9º Ano EF;1;MANHÃ;2;MATEMÁTICA;243,5
1;1;Rede Estadual;5;515;PEDERNEIRAS;9º Ano EF;9;GERAL;2;MATEMÁTICA;243,5
1;1;Rede Estadual;5;517;PEDRANOPOLIS;9º Ano EF;1;MANHÃ;2;MATEMÁTICA;264,6
1;1;Rede Estadual;5;517;PEDRANOPOLIS;9º Ano EF;9;GERAL;2;MATEMÁTICA;264,6
1;1;Rede Estadual;5;518;PEDREGULHO;9º Ano EF;1;MANHÃ;2;MATEMÁTICA;239,8
1;1;Rede Estadual;5;518;PEDREGULHO;9º Ano EF;2;TARDE;2;MATEMÁTICA;235,4
1;1;Rede Estadual;5;518;PEDREGULHO;9º Ano EF;9;GERAL;2;MATEMÁTICA;238,5
1;1;Rede Estadual;3;519;PEDREIRA;9º Ano EF;1;MANHÃ;2;MATEMÁTICA;256,9
1;1;Rede Estadual;3;519;PEDREIRA;9º Ano EF;2;TARDE;2;MATEMÁTICA;229,2
1;1;Rede Estadual;3;519;PEDREIRA;9º Ano EF;9;GERAL;2;MATEMÁTICA;254,8
1;1;Rede Estadual;5;520;PEDRO DE TOLEDO;9º Ano EF;1;MANHÃ;2;MATEMÁTICA;248,6
1;1;Rede Estadual;5;520;PEDRO DE TOLEDO;9º Ano EF;2;TARDE;2;MATEMÁTICA;233,4
1;1;Rede Estadual;5;520;PEDRO DE TOLEDO;9º Ano EF;9;GERAL;2;MATEMÁTICA;245,6
1;1;Rede Estadual;5;521;PENAPOLIS;2º Ano EF;1;MANHÃ;2;MATEMÁTICA;192
1;1;Rede Estadual;5;521;PENAPOLIS;2º Ano EF;9;GERAL;2;MATEMÁTICA;192
1;1;Rede Estadual;5;521;PENAPOLIS;5º Ano EF;1;MANHÃ;2;MATEMÁTICA;248
1;1;Rede Estadual;5;521;PENAPOLIS;5º Ano EF;9;GERAL;2;MATEMÁTICA;248
1;1;Rede Estadual;5;521;PENAPOLIS;9º Ano EF;1;MANHÃ;2;MATEMÁTICA;248,8
1;1;Rede Estadual;5;521;PENAPOLIS;9º Ano EF;2;TARDE;2;MATEMÁTICA;253,6
1;1;Rede Estadual;5;521;PENAPOLIS;9º Ano EF;9;GERAL;2;MATEMÁTICA;249,1
1;1;Rede Estadual;5;522;PEREIRA BARRETO;9º Ano EF;1;MANHÃ;2;MATEMÁTICA;263,8
1;1;Rede Estadual;5;522;PEREIRA BARRETO;9º Ano EF;9;GERAL;2;MATEMÁTICA;263,8
1;1;Rede Estadual;5;523;PEREIRAS;9º Ano EF;1;MANHÃ;2;MATEMÁTICA;250,1
1;1;Rede Estadual;5;523;PEREIRAS;9º Ano EF;2;TARDE;2;MATEMÁTICA;241,2
1;1;Rede Estadual;5;523;PEREIRAS;9º Ano EF;9;GERAL;2;MATEMÁTICA;246,4
1;1;Rede Estadual;2;524;PERUIBE;9º Ano EF;1;MANHÃ;2;MATEMÁTICA;241,4
1;1;Rede Estadual;2;524;PERUIBE;9º Ano EF;2;TARDE;2;MATEMÁTICA;249,3
1;1;Rede Estadual;2;524;PERUIBE;9º Ano EF;9;GERAL;2;MATEMÁTICA;242,2
1;1;Rede Estadual;5;525;PIACATU;9º Ano EF;1;MANHÃ;2;MATEMÁTICA;261,8
1;1;Rede Estadual;5;525;PIACATU;9º Ano EF;9;GERAL;2;MATEMÁTICA;261,8
1;1;Rede Estadual;7;526;PIEDADE;9º Ano EF;1;MANHÃ;2;MATEMÁTICA;259
1;1;Rede Estadual;7;526;PIEDADE;9º Ano EF;9;GERAL;2;MATEMÁTICA;259
1;1;Rede Estadual;7;527;PILAR DO SUL;9º Ano EF;1;MANHÃ;2;MATEMÁTICA;257,3
1;1;Rede Estadual;7;527;PILAR DO SUL;9º Ano EF;9;GERAL;2;MATEMÁTICA;257,3
1;1;Rede Estadual;4;528;PINDAMONHANGABA;9º Ano EF;1;MANHÃ;2;MATEMÁTICA;258,5
1;1;Rede Estadual;4;528;PINDAMONHANGABA;9º Ano EF;2;TARDE;2;MATEMÁTICA;241,1
1;1;Rede Estadual;4;528;PINDAMONHANGABA;9º Ano EF;9;GERAL;2;MATEMÁTICA;255
1;1;Rede Estadual;5;530;ESPIRITO SANTO DO PINHAL;2º Ano EF;1;MANHÃ;2;MATEMÁTICA;153,9
1;1;Rede Estadual;5;530;ESPIRITO SANTO DO PINHAL;2º Ano EF;2;TARDE;2;MATEMÁTICA;199,7
1;1;Rede Estadual;5;530;ESPIRITO SANTO DO PINHAL;2º Ano EF;9;GERAL;2;MATEMÁTICA;171,4
1;1;Rede Estadual;5;530;ESPIRITO SANTO DO PINHAL;5º Ano EF;1;MANHÃ;2;MATEMÁTICA;227,7
1;1;Rede Estadual;5;530;ESPIRITO SANTO DO PINHAL;5º Ano EF;2;TARDE;2;MATEMÁTICA;219,8
1;1;Rede Estadual;5;530;ESPIRITO SANTO DO PINHAL;5º Ano EF;9;GERAL;2;MATEMÁTICA;223,4
1;1;Rede Estadual;5;530;ESPIRITO SANTO DO PINHAL;9º Ano EF;1;MANHÃ;2;MATEMÁTICA;249,9
1;1;Rede Estadual;5;530;ESPIRITO SANTO DO PINHAL;9º Ano EF;2;TARDE;2;MATEMÁTICA;241,6
1;1;Rede Estadual;5;530;ESPIRITO SANTO DO PINHAL;9º Ano EF;9;GERAL;2;MATEMÁTICA;247,5
1;1;Rede Estadual;5;532;PIQUEROBI;9º Ano EF;1;MANHÃ;2;MATEMÁTICA;259,1
1;1;Rede Estadual;5;532;PIQUEROBI;9º Ano EF;2;TARDE;2;MATEMÁTICA;284,4
1;1;Rede Estadual;5;532;PIQUEROBI;9º Ano EF;9;GERAL;2;MATEMÁTICA;269,8
1;1;Rede Estadual;4;533;PIQUETE;9º Ano EF;1;MANHÃ;2;MATEMÁTICA;252,1
1;1;Rede Estadual;4;533;PIQUETE;9º Ano EF;9;GERAL;2;MATEMÁTICA;252,1
1;1;Rede Estadual;5;534;PIRACAIA;9º Ano EF;1;MANHÃ;2;MATEMÁTICA;249,6
1;1;Rede Estadual;5;534;PIRACAIA;9º Ano EF;2;TARDE;2;MATEMÁTICA;254,9
1;1;Rede Estadual;5;534;PIRACAIA;9º Ano EF;9;GERAL;2;MATEMÁTICA;250,6
1;1;Rede Estadual;5;535;PIRACICABA;2º Ano EF;1;MANHÃ;2;MATEMÁTICA;201,1
1;1;Rede Estadual;5;535;PIRACICABA;2º Ano EF;2;TARDE;2;MATEMÁTICA;220,2
1;1;Rede Estadual;5;535;PIRACICABA;2º Ano EF;9;GERAL;2;MATEMÁTICA;202,1
1;1;Rede Estadual;5;535;PIRACICABA;5º Ano EF;1;MANHÃ;2;MATEMÁTICA;247,8
1;1;Rede Estadual;5;535;PIRACICABA;5º Ano EF;9;GERAL;2;MATEMÁTICA;247,8
1;1;Rede Estadual;5;535;PIRACICABA;9º Ano EF;1;MANHÃ;2;MATEMÁTICA;254,2
1;1;Rede Estadual;5;535;PIRACICABA;9º Ano EF;2;TARDE;2;MATEMÁTICA;251,1
1;1;Rede Estadual;5;535;PIRACICABA;9º Ano EF;9;GERAL;2;MATEMÁTICA;254,1
1;1;Rede Estadual;5;536;PIRASSUNUNGA;9º Ano EF;1;MANHÃ;2;MATEMÁTICA;248,3
1;1;Rede Estadual;5;536;PIRASSUNUNGA;9º Ano EF;2;TARDE;2;MATEMÁTICA;234,9
1;1;Rede Estadual;5;536;PIRASSUNUNGA;9º Ano EF;9;GERAL;2;MATEMÁTICA;247,3
1;1;Rede Estadual;5;537;PIRAJU;9º Ano EF;1;MANHÃ;2;MATEMÁTICA;254,4
1;1;Rede Estadual;5;537;PIRAJU;9º Ano EF;9;GERAL;2;MATEMÁTICA;254,4
1;1;Rede Estadual;5;538;PIRAJUI;9º Ano EF;1;MANHÃ;2;MATEMÁTICA;254,6
1;1;Rede Estadual;5;538;PIRAJUI;9º Ano EF;9;GERAL;2;MATEMÁTICA;254,6
1;1;Rede Estadual;5;539;PIRANGI;9º Ano EF;1;MANHÃ;2;MATEMÁTICA;250
1;1;Rede Estadual;5;539;PIRANGI;9º Ano EF;2;TARDE;2;MATEMÁTICA;238,9
1;1;Rede Estadual;5;539;PIRANGI;9º Ano EF;9;GERAL;2;MATEMÁTICA;242,6
1;1;Rede Estadual;5;541;PIRAPOZINHO;9º Ano EF;1;MANHÃ;2;MATEMÁTICA;242,8
1;1;Rede Estadual;5;541;PIRAPOZINHO;9º Ano EF;9;GERAL;2;MATEMÁTICA;242,8
1;1;Rede Estadual;5;542;PIRATININGA;9º Ano EF;1;MANHÃ;2;MATEMÁTICA;226,8
1;1;Rede Estadual;5;542;PIRATININGA;9º Ano EF;9;GERAL;2;MATEMÁTICA;226,8
1;1;Rede Estadual;6;543;PITANGUEIRAS;9º Ano EF;1;MANHÃ;2;MATEMÁTICA;255,2
1;1;Rede Estadual;6;543;PITANGUEIRAS;9º Ano EF;2;TARDE;2;MATEMÁTICA;252
1;1;Rede Estadual;6;543;PITANGUEIRAS;9º Ano EF;9;GERAL;2;MATEMÁTICA;253,5
1;1;Rede Estadual;5;544;PLANALTO;9º Ano EF;1;MANHÃ;2;MATEMÁTICA;258,3
1;1;Rede Estadual;5;544;PLANALTO;9º Ano EF;9;GERAL;2;MATEMÁTICA;258,3
1;1;Rede Estadual;5;545;PLATINA;9º Ano EF;1;MANHÃ;2;MATEMÁTICA;235
1;1;Rede Estadual;5;545;PLATINA;9º Ano EF;9;GERAL;2;MATEMÁTICA;235
1;1;Rede Estadual;1;546;POA;9º Ano EF;1;MANHÃ;2;MATEMÁTICA;243,4
1;1;Rede Estadual;1;546;POA;9º Ano EF;2;TARDE;2;MATEMÁTICA;239,8
1;1;Rede Estadual;1;546;POA;9º Ano EF;9;GERAL;2;MATEMÁTICA;242,4
1;1;Rede Estadual;5;547;POLONI;2º Ano EF;1;MANHÃ;2;MATEMÁTICA;154,3
1;1;Rede Estadual;5;547;POLONI;2º Ano EF;9;GERAL;2;MATEMÁTICA;154,3
1;1;Rede Estadual;5;547;POLONI;5º Ano EF;1;MANHÃ;2;MATEMÁTICA;217,5
1;1;Rede Estadual;5;547;POLONI;5º Ano EF;9;GERAL;2;MATEMÁTICA;217,5
1;1;Rede Estadual;5;547;POLONI;9º Ano EF;1;MANHÃ;2;MATEMÁTICA;252
1;1;Rede Estadual;5;547;POLONI;9º Ano EF;9;GERAL;2;MATEMÁTICA;252
1;1;Rede Estadual;5;548;POMPEIA;9º Ano EF;1;MANHÃ;2;MATEMÁTICA;243,9
1;1;Rede Estadual;5;548;POMPEIA;9º Ano EF;2;TARDE;2;MATEMÁTICA;248,7
1;1;Rede Estadual;5;548;POMPEIA;9º Ano EF;9;GERAL;2;MATEMÁTICA;246,7
1;1;Rede Estadual;5;549;PONGAI;9º Ano EF;1;MANHÃ;2;MATEMÁTICA;297,1
1;1;Rede Estadual;5;549;PONGAI;9º Ano EF;9;GERAL;2;MATEMÁTICA;297,1
1;1;Rede Estadual;6;550;PONTAL;9º Ano EF;1;MANHÃ;2;MATEMÁTICA;247
1;1;Rede Estadual;6;550;PONTAL;9º Ano EF;2;TARDE;2;MATEMÁTICA;255,3
1;1;Rede Estadual;6;550;PONTAL;9º Ano EF;9;GERAL;2;MATEMÁTICA;248,5
1;1;Rede Estadual;5;551;PONTES GESTAL;9º Ano EF;1;MANHÃ;2;MATEMÁTICA;233
1;1;Rede Estadual;5;551;PONTES GESTAL;9º Ano EF;9;GERAL;2;MATEMÁTICA;233
1;1;Rede Estadual;5;552;POPULINA;9º Ano EF;1;MANHÃ;2;MATEMÁTICA;274,4
1;1;Rede Estadual;5;552;POPULINA;9º Ano EF;9;GERAL;2;MATEMÁTICA;274,4
1;1;Rede Estadual;5;553;PORANGABA;9º Ano EF;1;MANHÃ;2;MATEMÁTICA;239,9
1;1;Rede Estadual;5;553;PORANGABA;9º Ano EF;2;TARDE;2;MATEMÁTICA;234,2
1;1;Rede Estadual;5;553;PORANGABA;9º Ano EF;9;GERAL;2;MATEMÁTICA;237,4
1;1;Rede Estadual;7;554;PORTO FELIZ;9º Ano EF;1;MANHÃ;2;MATEMÁTICA;250,4
1;1;Rede Estadual;7;554;PORTO FELIZ;9º Ano EF;9;GERAL;2;MATEMÁTICA;250,4
1;1;Rede Estadual;5;555;PORTO FERREIRA;9º Ano EF;1;MANHÃ;2;MATEMÁTICA;243,3
1;1;Rede Estadual;5;555;PORTO FERREIRA;9º Ano EF;9;GERAL;2;MATEMÁTICA;243,3
1;1;Rede Estadual;2;558;PRAIA GRANDE;9º Ano EF;1;MANHÃ;2;MATEMÁTICA;250,8
1;1;Rede Estadual;2;558;PRAIA GRANDE;9º Ano EF;2;TARDE;2;MATEMÁTICA;242,8
1;1;Rede Estadual;2;558;PRAIA GRANDE;9º Ano EF;9;GERAL;2;MATEMÁTICA;248,5
1;1;Rede Estadual;5;559;PRESIDENTE ALVES;2º Ano EF;1;MANHÃ;2;MATEMÁTICA;177,3
1;1;Rede Estadual;5;559;PRESIDENTE ALVES;2º Ano EF;2;TARDE;2;MATEMÁTICA;249,8
1;1;Rede Estadual;5;559;PRESIDENTE ALVES;2º Ano EF;9;GERAL;2;MATEMÁTICA;189,7
1;1;Rede Estadual;5;559;PRESIDENTE ALVES;5º Ano EF;1;MANHÃ;2;MATEMÁTICA;255,9
1;1;Rede Estadual;5;559;PRESIDENTE ALVES;5º Ano EF;2;TARDE;2;MATEMÁTICA;220,4
1;1;Rede Estadual;5;559;PRESIDENTE ALVES;5º Ano EF;9;GERAL;2;MATEMÁTICA;245,7
1;1;Rede Estadual;5;559;PRESIDENTE ALVES;9º Ano EF;1;MANHÃ;2;MATEMÁTICA;257,9
1;1;Rede Estadual;5;559;PRESIDENTE ALVES;9º Ano EF;9;GERAL;2;MATEMÁTICA;257,9
1;1;Rede Estadual;5;561;PRESIDENTE EPITACIO;2º Ano EF;1;MANHÃ;2;MATEMÁTICA;197,3
1;1;Rede Estadual;5;561;PRESIDENTE EPITACIO;2º Ano EF;9;GERAL;2;MATEMÁTICA;197,3
1;1;Rede Estadual;5;561;PRESIDENTE EPITACIO;5º Ano EF;1;MANHÃ;2;MATEMÁTICA;239,9
1;1;Rede Estadual;5;561;PRESIDENTE EPITACIO;5º Ano EF;9;GERAL;2;MATEMÁTICA;239,9
1;1;Rede Estadual;5;561;PRESIDENTE EPITACIO;9º Ano EF;1;MANHÃ;2;MATEMÁTICA;259,3
1;1;Rede Estadual;5;561;PRESIDENTE EPITACIO;9º Ano EF;9;GERAL;2;MATEMÁTICA;259,3
1;1;Rede Estadual;5;562;PRESIDENTE PRUDENTE;9º Ano EF;1;MANHÃ;2;MATEMÁTICA;246,1
1;1;Rede Estadual;5;562;PRESIDENTE PRUDENTE;9º Ano EF;2;TARDE;2;MATEMÁTICA;245,5
1;1;Rede Estadual;5;562;PRESIDENTE PRUDENTE;9º Ano EF;9;GERAL;2;MATEMÁTICA;246
1;1;Rede Estadual;5;563;PRESIDENTE VENCESLAU;9º Ano EF;1;MANHÃ;2;MATEMÁTICA;259,6
1;1;Rede Estadual;5;563;PRESIDENTE VENCESLAU;9º Ano EF;2;TARDE;2;MATEMÁTICA;225,5
1;1;Rede Estadual;5;563;PRESIDENTE VENCESLAU;9º Ano EF;9;GERAL;2;MATEMÁTICA;256,4
1;1;Rede Estadual;5;564;PROMISSAO;2º Ano EF;1;MANHÃ;2;MATEMÁTICA;180,1
1;1;Rede Estadual;5;564;PROMISSAO;2º Ano EF;2;TARDE;2;MATEMÁTICA;137,1
1;1;Rede Estadual;5;564;PROMISSAO;2º Ano EF;9;GERAL;2;MATEMÁTICA;167,9
1;1;Rede Estadual;5;564;PROMISSAO;5º Ano EF;1;MANHÃ;2;MATEMÁTICA;229
1;1;Rede Estadual;5;564;PROMISSAO;5º Ano EF;2;TARDE;2;MATEMÁTICA;211,8
1;1;Rede Estadual;5;564;PROMISSAO;5º Ano EF;9;GERAL;2;MATEMÁTICA;223,9
1;1;Rede Estadual;5;564;PROMISSAO;9º Ano EF;1;MANHÃ;2;MATEMÁTICA;248,4
1;1;Rede Estadual;5;564;PROMISSAO;9º Ano EF;2;TARDE;2;MATEMÁTICA;242,2
1;1;Rede Estadual;5;564;PROMISSAO;9º Ano EF;9;GERAL;2;MATEMÁTICA;246,1
1;1;Rede Estadual;5;565;QUATA;9º Ano EF;1;MANHÃ;2;MATEMÁTICA;243,6
1;1;Rede Estadual;5;565;QUATA;9º Ano EF;9;GERAL;2;MATEMÁTICA;243,6
1;1;Rede Estadual;5;566;QUEIROZ;9º Ano EF;1;MANHÃ;2;MATEMÁTICA;246,2
1;1;Rede Estadual;5;566;QUEIROZ;9º Ano EF;9;GERAL;2;MATEMÁTICA;246,2
1;1;Rede Estadual;5;568;QUINTANA;9º Ano EF;1;MANHÃ;2;MATEMÁTICA;255,3
1;1;Rede Estadual;5;568;QUINTANA;9º Ano EF;2;TARDE;2;MATEMÁTICA;237,9
1;1;Rede Estadual;5;568;QUINTANA;9º Ano EF;9;GERAL;2;MATEMÁTICA;250
1;1;Rede Estadual;5;569;RAFARD;9º Ano EF;1;MANHÃ;2;MATEMÁTICA;247,1
1;1;Rede Estadual;5;569;RAFARD;9º Ano EF;2;TARDE;2;MATEMÁTICA;260,2
1;1;Rede Estadual;5;569;RAFARD;9º Ano EF;9;GERAL;2;MATEMÁTICA;257,1
1;1;Rede Estadual;5;570;RANCHARIA;5º Ano EF;1;MANHÃ;2;MATEMÁTICA;217,7
1;1;Rede Estadual;5;570;RANCHARIA;5º Ano EF;9;GERAL;2;MATEMÁTICA;217,7
1;1;Rede Estadual;5;570;RANCHARIA;9º Ano EF;1;MANHÃ;2;MATEMÁTICA;259,2
1;1;Rede Estadual;5;570;RANCHARIA;9º Ano EF;9;GERAL;2;MATEMÁTICA;259,2
1;1;Rede Estadual;4;571;REDENCAO DA SERRA;9º Ano EF;1;MANHÃ;2;MATEMÁTICA;235,6
1;1;Rede Estadual;4;571;REDENCAO DA SERRA;9º Ano EF;9;GERAL;2;MATEMÁTICA;235,6
1;1;Rede Estadual;5;572;REGENTE FEIJO;9º Ano EF;1;MANHÃ;2;MATEMÁTICA;244
1;1;Rede Estadual;5;572;REGENTE FEIJO;9º Ano EF;2;TARDE;2;MATEMÁTICA;239,5
1;1;Rede Estadual;5;572;REGENTE FEIJO;9º Ano EF;9;GERAL;2;MATEMÁTICA;242,5
1;1;Rede Estadual;5;573;REGINOPOLIS;9º Ano EF;1;MANHÃ;2;MATEMÁTICA;240,3
1;1;Rede Estadual;5;573;REGINOPOLIS;9º Ano EF;9;GERAL;2;MATEMÁTICA;240,3
1;1;Rede Estadual;5;574;REGISTRO;9º Ano EF;1;MANHÃ;2;MATEMÁTICA;255
1;1;Rede Estadual;5;574;REGISTRO;9º Ano EF;2;TARDE;2;MATEMÁTICA;248,8
1;1;Rede Estadual;5;574;REGISTRO;9º Ano EF;9;GERAL;2;MATEMÁTICA;253,7
1;1;Rede Estadual;5;576;RIBEIRA;9º Ano EF;1;MANHÃ;2;MATEMÁTICA;259,2
1;1;Rede Estadual;5;576;RIBEIRA;9º Ano EF;9;GERAL;2;MATEMÁTICA;259,2
1;1;Rede Estadual;5;578;RIBEIRAO BRANCO;9º Ano EF;1;MANHÃ;2;MATEMÁTICA;258,1
1;1;Rede Estadual;5;578;RIBEIRAO BRANCO;9º Ano EF;9;GERAL;2;MATEMÁTICA;258,1
1;1;Rede Estadual;5;580;RIBEIRAO DO SUL;9º Ano EF;1;MANHÃ;2;MATEMÁTICA;233,2
1;1;Rede Estadual;5;580;RIBEIRAO DO SUL;9º Ano EF;2;TARDE;2;MATEMÁTICA;262
1;1;Rede Estadual;5;580;RIBEIRAO DO SUL;9º Ano EF;9;GERAL;2;MATEMÁTICA;249
1;1;Rede Estadual;1;581;RIBEIRAO PIRES;2º Ano EF;1;MANHÃ;2;MATEMÁTICA;165,9
1;1;Rede Estadual;1;581;RIBEIRAO PIRES;2º Ano EF;2;TARDE;2;MATEMÁTICA;169,1
1;1;Rede Estadual;1;581;RIBEIRAO PIRES;2º Ano EF;9;GERAL;2;MATEMÁTICA;168,4
1;1;Rede Estadual;1;581;RIBEIRAO PIRES;5º Ano EF;1;MANHÃ;2;MATEMÁTICA;225,7
1;1;Rede Estadual;1;581;RIBEIRAO PIRES;5º Ano EF;2;TARDE;2;MATEMÁTICA;225
1;1;Rede Estadual;1;581;RIBEIRAO PIRES;5º Ano EF;9;GERAL;2;MATEMÁTICA;225,5
1;1;Rede Estadual;1;581;RIBEIRAO PIRES;9º Ano EF;1;MANHÃ;2;MATEMÁTICA;253,8
1;1;Rede Estadual;1;581;RIBEIRAO PIRES;9º Ano EF;2;TARDE;2;MATEMÁTICA;257,6
1;1;Rede Estadual;1;581;RIBEIRAO PIRES;9º Ano EF;9;GERAL;2;MATEMÁTICA;254,7
1;1;Rede Estadual;6;582;RIBEIRAO PRETO;2º Ano EF;1;MANHÃ;2;MATEMÁTICA;159,7
1;1;Rede Estadual;6;582;RIBEIRAO PRETO;2º Ano EF;2;TARDE;2;MATEMÁTICA;162,8
1;1;Rede Estadual;6;582;RIBEIRAO PRETO;2º Ano EF;9;GERAL;2;MATEMÁTICA;161,6
1;1;Rede Estadual;6;582;RIBEIRAO PRETO;5º Ano EF;1;MANHÃ;2;MATEMÁTICA;217,2
1;1;Rede Estadual;6;582;RIBEIRAO PRETO;5º Ano EF;2;TARDE;2;MATEMÁTICA;205,9
1;1;Rede Estadual;6;582;RIBEIRAO PRETO;5º Ano EF;9;GERAL;2;MATEMÁTICA;212,3
1;1;Rede Estadual;6;582;RIBEIRAO PRETO;9º Ano EF;1;MANHÃ;2;MATEMÁTICA;243,4
1;1;Rede Estadual;6;582;RIBEIRAO PRETO;9º Ano EF;2;TARDE;2;MATEMÁTICA;240,1
1;1;Rede Estadual;6;582;RIBEIRAO PRETO;9º Ano EF;9;GERAL;2;MATEMÁTICA;242,6
1;1;Rede Estadual;5;583;RIVERSUL;5º Ano EF;1;MANHÃ;2;MATEMÁTICA;235,2
1;1;Rede Estadual;5;583;RIVERSUL;5º Ano EF;9;GERAL;2;MATEMÁTICA;235,2
1;1;Rede Estadual;5;583;RIVERSUL;9º Ano EF;1;MANHÃ;2;MATEMÁTICA;263
1;1;Rede Estadual;5;583;RIVERSUL;9º Ano EF;2;TARDE;2;MATEMÁTICA;234,6
1;1;Rede Estadual;5;583;RIVERSUL;9º Ano EF;9;GERAL;2;MATEMÁTICA;244,8
1;1;Rede Estadual;5;584;RIFAINA;9º Ano EF;1;MANHÃ;2;MATEMÁTICA;239,6
1;1;Rede Estadual;5;584;RIFAINA;9º Ano EF;9;GERAL;2;MATEMÁTICA;239,6
1;1;Rede Estadual;5;585;RINCAO;9º Ano EF;1;MANHÃ;2;MATEMÁTICA;239,6
1;1;Rede Estadual;5;585;RINCAO;9º Ano EF;9;GERAL;2;MATEMÁTICA;239,6
1;1;Rede Estadual;5;586;RINOPOLIS;2º Ano EF;1;MANHÃ;2;MATEMÁTICA;185,4
1;1;Rede Estadual;5;586;RINOPOLIS;2º Ano EF;2;TARDE;2;MATEMÁTICA;153,1
1;1;Rede Estadual;5;586;RINOPOLIS;2º Ano EF;9;GERAL;2;MATEMÁTICA;176,4
1;1;Rede Estadual;5;586;RINOPOLIS;5º Ano EF;1;MANHÃ;2;MATEMÁTICA;218
1;1;Rede Estadual;5;586;RINOPOLIS;5º Ano EF;2;TARDE;2;MATEMÁTICA;213,2
1;1;Rede Estadual;5;586;RINOPOLIS;5º Ano EF;9;GERAL;2;MATEMÁTICA;216,9
1;1;Rede Estadual;5;586;RINOPOLIS;9º Ano EF;1;MANHÃ;2;MATEMÁTICA;261,5
1;1;Rede Estadual;5;586;RINOPOLIS;9º Ano EF;2;TARDE;2;MATEMÁTICA;249,9
1;1;Rede Estadual;5;586;RINOPOLIS;9º Ano EF;9;GERAL;2;MATEMÁTICA;259,2
1;1;Rede Estadual;5;587;RIO CLARO;2º Ano EF;2;TARDE;2;MATEMÁTICA;190,4
1;1;Rede Estadual;5;587;RIO CLARO;2º Ano EF;9;GERAL;2;MATEMÁTICA;190,4
1;1;Rede Estadual;5;587;RIO CLARO;5º Ano EF;2;TARDE;2;MATEMÁTICA;234,2
