CD_ALUNO;NOMEDEP;RegiaoMetropolitana;DE;MUN;TIPOCLASSE;SERIE_ANO;SEXO;PERIODO;DEF1;DEF2;DEF3;DEF4;DEF5;TOTAL_PONTO_LP;TOTAL_PONTO_MAT;TOTAL_PONTO_CIE;profic_lp;profic_mat;profic_cie;nivel_profic_lp;nivel_profic_mat;nivel_profic_cie
19735164;ESTADUAL-SE;Interior;ITAPETININGA;ITAPETININGA;0;EM-3ª série;M;NOITE;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19735525;ESTADUAL-OUT;Interior;ASSIS;ASSIS;0;EM-3ª série;M;MANHÃ;NULL;NULL;NULL;NULL;NULL;17;11;16;319;288;369;Adequado;Básico;Adequado
19741941;ESTADUAL-SE;Região Metropolitana de Campinas;CAPIVARI;INDAIATUBA;0;EM-3ª série;F;MANHÃ;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19742781;ESTADUAL-SE;Interior;LIMEIRA;RIO CLARO;0;EM-3ª série;M;TARDE;20;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19744079;ESTADUAL-SE;Interior;SAO CARLOS;SAO CARLOS;0;EM-3ª série;M;MANHÃ;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19744364;MUNICIPAL;Região Metropolitana de Ribeirão Preto;SERTAOZINHO;JARDINOPOLIS;0;9º Ano EF;F;MANHÃ;11;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19744901;ESTADUAL-SE;Região Metropolitana de Campinas;CAPIVARI;INDAIATUBA;0;EM-3ª série;F;MANHÃ;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19750702;ESTADUAL-SE;Região Metropolitana de Campinas;CAPIVARI;INDAIATUBA;0;EM-3ª série;M;NOITE;NULL;NULL;NULL;NULL;NULL;10;11;6;238;300;192;Abaixo do Básico;Básico;Abaixo do Básico
19751221;ESTADUAL-SE;Interior;BOTUCATU;AREIOPOLIS;0;EM-3ª série;F;MANHÃ;NULL;NULL;NULL;NULL;NULL;11;6;6;265;235;209;Básico;Abaixo do Básico;Abaixo do Básico
19752042;ESTADUAL-SE;Interior;PRESIDENTE PRUDENTE;MARTINOPOLIS;0;EM-3ª série;M;NOITE;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19752970;ESTADUAL-SE;Região Metropolitana do Vale do Paraíba e Litoral Norte;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;0;EM-3ª série;F;NOITE;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19754475;ESTADUAL-SE;Interior;BARRETOS;OLIMPIA;0;EM-3ª série;M;TARDE;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19756060;ESTADUAL-SE;Região Metropolitana de São Paulo;SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;0;EM-3ª série;F;MANHÃ;7;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19756215;ESTADUAL-SE;Região Metropolitana de Campinas;CAMPINAS OESTE;VINHEDO;0;EM-3ª série;F;NOITE;NULL;NULL;NULL;NULL;NULL;7;6;7;221;203;220;Abaixo do Básico;Abaixo do Básico;Abaixo do Básico
19759464;ESTADUAL-SE;Região Metropolitana de São Paulo;CARAPICUIBA;COTIA;0;EM-3ª série;M;NOITE;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19760520;ESTADUAL-SE;Região Metropolitana de São Paulo;SUL 3;SAO PAULO;0;EM-3ª série;M;NOITE;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19760991;ESTADUAL-SE;Interior;ITAPETININGA;ITAPETININGA;0;EM-3ª série;F;NOITE;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19761366;ESTADUAL-SE;Região Metropolitana de São Paulo;LESTE 4;SAO PAULO;0;EM-3ª série;M;MANHÃ;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19763197;ESTADUAL-SE;Interior;PRESIDENTE PRUDENTE;REGENTE FEIJO;0;EM-3ª série;F;TARDE;11;NULL;NULL;NULL;NULL;5;6;NULL;207;249;NULL;Abaixo do Básico;Abaixo do Básico;NULL
19764094;ESTADUAL-SE;Região Metropolitana de Ribeirão Preto;RIBEIRAO PRETO;RIBEIRAO PRETO;0;EM-3ª série;M;MANHÃ;NULL;NULL;NULL;NULL;NULL;4;4;5;184;216;196;Abaixo do Básico;Abaixo do Básico;Abaixo do Básico
19765517;ESTADUAL-SE;Interior;PIRASSUNUNGA;LEME;0;EM-3ª série;M;MANHÃ;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19766085;ESTADUAL-OUT;Interior;OURINHOS;SANTA CRUZ DO RIO PARDO;0;EM-3ª série;M;MANHÃ;NULL;NULL;NULL;NULL;NULL;13;7;10;274;244;281;Básico;Abaixo do Básico;Básico
19768174;ESTADUAL-SE;Região Metropolitana de Campinas;CAPIVARI;INDAIATUBA;0;EM-3ª série;M;NOITE;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19771199;ESTADUAL-SE;Interior;BRAGANCA PAULISTA;BRAGANCA PAULISTA;0;EM-3ª série;M;NOITE;NULL;NULL;NULL;NULL;NULL;16;18;13;305;355;330;Adequado;Adequado;Básico
19771316;ESTADUAL-OUT;Interior;BRAGANCA PAULISTA;ATIBAIA;0;EM-3ª série;M;MANHÃ;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19772115;ESTADUAL-SE;Interior;BAURU;BAURU;0;EM-3ª série;M;MANHÃ;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19774753;ESTADUAL-SE;Região Metropolitana do Vale do Paraíba e Litoral Norte;CARAGUATATUBA;CARAGUATATUBA;0;EM-3ª série;F;MANHÃ;NULL;NULL;NULL;NULL;NULL;9;5;11;241;220;291;Abaixo do Básico;Abaixo do Básico;Básico
19776850;ESTADUAL-SE;Interior;TUPA;PARAPUA;0;EM-3ª série;F;TARDE;NULL;NULL;NULL;NULL;NULL;6;2;6;225;186;232;Abaixo do Básico;Abaixo do Básico;Abaixo do Básico
19781822;ESTADUAL-SE;Região Metropolitana de São Paulo;SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;0;EM-3ª série;F;NOITE;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19781919;ESTADUAL-SE;Região Metropolitana de São Paulo;SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;0;EM-3ª série;F;NOITE;NULL;NULL;NULL;NULL;NULL;7;4;5;222;225;211;Abaixo do Básico;Abaixo do Básico;Abaixo do Básico
19782414;ESTADUAL-SE;Região Metropolitana de São Paulo;ITAPEVI;BARUERI;0;EM-3ª série;M;NOITE;4;NULL;NULL;NULL;NULL;7;4;NULL;194;226;NULL;Abaixo do Básico;Abaixo do Básico;NULL
19784700;ESTADUAL-SE;Interior;BIRIGUI;LOURDES;0;EM-3ª série;M;MANHÃ;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19786313;ESTADUAL-SE;Região Metropolitana de Campinas;CAPIVARI;INDAIATUBA;0;EM-3ª série;F;NOITE;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19786428;ESTADUAL-SE;Região Metropolitana de São Paulo;MOGI DAS CRUZES;MOGI DAS CRUZES;0;EM-3ª série;F;NOITE;NULL;NULL;NULL;NULL;NULL;8;6;4;224;193;204;Abaixo do Básico;Abaixo do Básico;Abaixo do Básico
19787494;ESTADUAL-SE;Região Metropolitana de São Paulo;TABOAO DA SERRA;TABOAO DA SERRA;0;EM-3ª série;M;MANHÃ;NULL;NULL;NULL;NULL;NULL;6;5;5;199;230;229;Abaixo do Básico;Abaixo do Básico;Abaixo do Básico
19787497;ESTADUAL-SE;Região Metropolitana de São Paulo;MOGI DAS CRUZES;MOGI DAS CRUZES;0;EM-3ª série;M;NOITE;NULL;NULL;NULL;NULL;NULL;16;8;13;281;250;324;Básico;Abaixo do Básico;Básico
19787695;ESTADUAL-SE;Interior;PIRASSUNUNGA;ARARAS;0;EM-3ª série;F;NOITE;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19788056;ESTADUAL-SE;Interior;ARARAQUARA;ARARAQUARA;0;EM-3ª série;M;MANHÃ;NULL;NULL;NULL;NULL;NULL;13;8;9;274;275;251;Básico;Abaixo do Básico;Abaixo do Básico
19788546;ESTADUAL-SE;Região Metropolitana do Vale do Paraíba e Litoral Norte;CARAGUATATUBA;CARAGUATATUBA;0;EM-3ª série;M;TARDE;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19790977;ESTADUAL-SE;Região Metropolitana de São Paulo;TABOAO DA SERRA;TABOAO DA SERRA;0;EM-3ª série;F;NOITE;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19792356;ESTADUAL-SE;Região Metropolitana de Ribeirão Preto;RIBEIRAO PRETO;CASSIA DOS COQUEIROS;0;EM-3ª série;M;MANHÃ;NULL;NULL;NULL;NULL;NULL;9;11;10;266;278;273;Básico;Básico;Abaixo do Básico
19793290;ESTADUAL-SE;Região Metropolitana do Vale do Paraíba e Litoral Norte;CARAGUATATUBA;CARAGUATATUBA;0;EM-3ª série;F;TARDE;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19794421;ESTADUAL-SE;Região Metropolitana de Ribeirão Preto;SERTAOZINHO;PITANGUEIRAS;0;EM-3ª série;M;NOITE;4;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19794993;ESTADUAL-SE;Interior;MOGI MIRIM;AGUAS DE LINDOIA;0;EM-3ª série;M;MANHÃ;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19796747;ESTADUAL-SE;Interior;MOGI MIRIM;MOGI GUACU;0;EM-3ª série;M;NOITE;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19798268;ESTADUAL-SE;Interior;ITAPETININGA;ITAPETININGA;0;EM-3ª série;M;TARDE;NULL;NULL;NULL;NULL;NULL;5;12;7;190;300;233;Abaixo do Básico;Básico;Abaixo do Básico
19798335;ESTADUAL-SE;Interior;FRANCA;RIBEIRAO CORRENTE;0;EM-3ª série;F;NOITE;NULL;NULL;NULL;NULL;NULL;9;3;5;230;177;170;Abaixo do Básico;Abaixo do Básico;Abaixo do Básico
19798776;ESTADUAL-SE;Região Metropolitana de Ribeirão Preto;JABOTICABAL;JABOTICABAL;0;EM-3ª série;M;MANHÃ;NULL;NULL;NULL;NULL;NULL;9;17;8;241;329;255;Abaixo do Básico;Básico;Abaixo do Básico
19799510;ESTADUAL-SE;Interior;ARACATUBA;ARACATUBA;0;EM-3ª série;M;TARDE;11;NULL;NULL;NULL;NULL;9;4;2;222;215;188;Abaixo do Básico;Abaixo do Básico;Abaixo do Básico
19800020;ESTADUAL-SE;Interior;JOSE BONIFACIO;MIRASSOL;0;EM-3ª série;M;NOITE;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19801755;ESTADUAL-SE;Região Metropolitana de São Paulo;SANTO ANDRE;SANTO ANDRE;0;EM-3ª série;F;MANHÃ;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19802168;ESTADUAL-SE;Região Metropolitana de São Paulo;CARAPICUIBA;COTIA;0;EM-3ª série;M;NOITE;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19803066;ESTADUAL-SE;Interior;MOGI MIRIM;MOGI GUACU;0;9º Ano EF;M;TARDE;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13;NULL;NULL;266,4;NULL;NULL;Básico
19803737;ESTADUAL-SE;Região Metropolitana do Vale do Paraíba e Litoral Norte;CARAGUATATUBA;UBATUBA;0;EM-3ª série;F;MANHÃ;NULL;NULL;NULL;NULL;NULL;10;4;13;247;220;311;Abaixo do Básico;Abaixo do Básico;Básico
19806691;ESTADUAL-SE;Região Metropolitana de Campinas;MOGI MIRIM;PEDREIRA;0;EM-3ª série;M;MANHÃ;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19807280;ESTADUAL-SE;Região Metropolitana de Campinas;AMERICANA;SANTA BARBARA D'OESTE;0;EM-3ª série;F;NOITE;5;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19809716;ESTADUAL-SE;Interior;MOGI MIRIM;MOGI GUACU;0;EM-3ª série;F;MANHÃ;NULL;NULL;NULL;NULL;NULL;5;5;4;192;226;205;Abaixo do Básico;Abaixo do Básico;Abaixo do Básico
19812325;ESTADUAL-OUT;Interior;PIRASSUNUNGA;PIRASSUNUNGA;0;EM-3ª série;M;MANHÃ;NULL;NULL;NULL;NULL;NULL;17;14;8;304;323;251;Adequado;Básico;Abaixo do Básico
19813442;ESTADUAL-SE;Interior;BARRETOS;GUAIRA;0;EM-3ª série;M;NOITE;NULL;NULL;NULL;NULL;NULL;3;5;8;170;213;236;Abaixo do Básico;Abaixo do Básico;Abaixo do Básico
19814500;ESTADUAL-SE;Interior;ITARARE;ITARARE;0;EM-3ª série;M;NOITE;NULL;NULL;NULL;NULL;NULL;6;11;5;188;281;187;Abaixo do Básico;Básico;Abaixo do Básico
19815068;ESTADUAL-SE;Interior;ITARARE;ITARARE;0;EM-3ª série;M;MANHÃ;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19816537;ESTADUAL-SE;Região Metropolitana do Vale do Paraíba e Litoral Norte;CARAGUATATUBA;CARAGUATATUBA;0;EM-3ª série;M;MANHÃ;NULL;NULL;NULL;NULL;NULL;6;10;4;181;259;182;Abaixo do Básico;Abaixo do Básico;Abaixo do Básico
19818119;ESTADUAL-SE;Interior;ITARARE;CORONEL MACEDO;0;EM-3ª série;M;NOITE;NULL;NULL;NULL;NULL;NULL;5;5;7;213;229;221;Abaixo do Básico;Abaixo do Básico;Abaixo do Básico
19822582;ESTADUAL-SE;Interior;JALES;PARANAPUA;0;EM-3ª série;F;NOITE;NULL;NULL;NULL;NULL;NULL;4;5;6;172;245;204;Abaixo do Básico;Abaixo do Básico;Abaixo do Básico
19823411;ESTADUAL-SE;Interior;ITU;CABREUVA;0;EM-3ª série;M;TARDE;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19823657;ESTADUAL-SE;Região Metropolitana de São Paulo;CENTRO OESTE;SAO PAULO;0;EM-3ª série;F;NOITE;NULL;NULL;NULL;NULL;NULL;13;5;7;276;220;263;Básico;Abaixo do Básico;Abaixo do Básico
19823670;ESTADUAL-SE;Região Metropolitana do Vale do Paraíba e Litoral Norte;CARAGUATATUBA;CARAGUATATUBA;0;EM-3ª série;F;TARDE;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19824886;ESTADUAL-SE;Região Metropolitana de Sorocaba;ITU;BOITUVA;0;EM-3ª série;M;MANHÃ;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19826352;ESTADUAL-SE;Região Metropolitana de Campinas;JUNDIAI;ITATIBA;17;EM-3ª série;M;MANHÃ;NULL;NULL;NULL;NULL;NULL;6;11;12;216;291;307;Abaixo do Básico;Básico;Básico
19826414;ESTADUAL-SE;Interior;JUNDIAI;JUNDIAI;0;EM-3ª série;M;NOITE;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19826659;MUNICIPAL;Interior;PIRASSUNUNGA;PORTO FERREIRA;0;EM-3ª série;M;NOITE;NULL;NULL;NULL;NULL;NULL;10;1;8;241;172;247;Abaixo do Básico;Abaixo do Básico;Abaixo do Básico
19826958;ESTADUAL-OUT;Interior;PIRASSUNUNGA;PORTO FERREIRA;0;EM-3ª série;M;MANHÃ;NULL;NULL;NULL;NULL;NULL;22;8;NULL;347;259;NULL;Adequado;Abaixo do Básico;NULL
19831240;ESTADUAL-SE;Interior;PIRASSUNUNGA;PORTO FERREIRA;0;EM-3ª série;M;NOITE;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19831497;ESTADUAL-SE;Interior;SAO JOAO DA BOA VISTA;AGUAS DA PRATA;0;EM-3ª série;F;MANHÃ;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19832875;ESTADUAL-SE;Interior;ITARARE;ITARARE;0;EM-3ª série;F;NOITE;NULL;NULL;NULL;NULL;NULL;15;7;9;293;227;241;Básico;Abaixo do Básico;Abaixo do Básico
19832896;ESTADUAL-SE;Região Metropolitana de Campinas;AMERICANA;SANTA BARBARA D'OESTE;0;EM-3ª série;M;NOITE;NULL;NULL;NULL;NULL;NULL;6;12;5;204;290;246;Abaixo do Básico;Básico;Abaixo do Básico
19832923;ESTADUAL-SE;Interior;ITARARE;ITARARE;0;EM-3ª série;M;MANHÃ;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19833067;ESTADUAL-SE;Interior;SAO JOAQUIM DA BARRA;IGARAPAVA;0;EM-3ª série;F;MANHÃ;NULL;NULL;NULL;NULL;NULL;8;5;6;223;202;183;Abaixo do Básico;Abaixo do Básico;Abaixo do Básico
19833480;ESTADUAL-SE;Região Metropolitana de Campinas;SUMARE;PAULINIA;0;EM-3ª série;M;TARDE;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19833887;ESTADUAL-SE;Região Metropolitana de Campinas;SUMARE;PAULINIA;0;EM-3ª série;M;NOITE;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19836713;ESTADUAL-SE;Região Metropolitana de Ribeirão Preto;RIBEIRAO PRETO;RIBEIRAO PRETO;0;EM-3ª série;M;MANHÃ;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19836835;ESTADUAL-SE;Região Metropolitana de Campinas;SUMARE;PAULINIA;0;EM-3ª série;M;NOITE;NULL;NULL;NULL;NULL;NULL;3;3;NULL;152;179;NULL;Abaixo do Básico;Abaixo do Básico;NULL
19837721;ESTADUAL-SE;Região Metropolitana de Campinas;SUMARE;PAULINIA;0;EM-3ª série;M;NOITE;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19837916;ESTADUAL-SE;Interior;ASSIS;ASSIS;0;EM-3ª série;M;NOITE;NULL;NULL;NULL;NULL;NULL;9;7;10;239;239;272;Abaixo do Básico;Abaixo do Básico;Abaixo do Básico
19838003;ESTADUAL-SE;Região Metropolitana de Campinas;CAMPINAS OESTE;VINHEDO;0;EM-3ª série;M;MANHÃ;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19839870;MUNICIPAL;Região Metropolitana de Campinas;SUMARE;SUMARE;0;EM-3ª série;F;NOITE;8;NULL;NULL;NULL;NULL;5;4;5;175;217;244;Abaixo do Básico;Abaixo do Básico;Abaixo do Básico
19840279;ESTADUAL-SE;Região Metropolitana de Campinas;AMERICANA;AMERICANA;0;EM-3ª série;M;NOITE;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19840386;ESTADUAL-SE;Região Metropolitana da Baixada Santista;SAO VICENTE;SAO VICENTE;0;EM-3ª série;F;MANHÃ;7;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19840758;ESTADUAL-SE;Interior;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;0;EM-3ª série;M;NOITE;NULL;NULL;NULL;NULL;NULL;6;2;NULL;211;175;NULL;Abaixo do Básico;Abaixo do Básico;NULL
19841780;ESTADUAL-SE;Interior;ITAPETININGA;ITAPETININGA;0;EM-3ª série;F;TARDE;NULL;NULL;NULL;NULL;NULL;6;7;8;209;239;245;Abaixo do Básico;Abaixo do Básico;Abaixo do Básico
19847340;ESTADUAL-SE;Região Metropolitana de Campinas;MOGI MIRIM;PEDREIRA;0;EM-3ª série;M;NOITE;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19848626;ESTADUAL-SE;Região Metropolitana de Campinas;SUMARE;PAULINIA;0;EM-3ª série;F;NOITE;NULL;NULL;NULL;NULL;NULL;5;6;6;172;242;245;Abaixo do Básico;Abaixo do Básico;Abaixo do Básico
19850940;ESTADUAL-SE;Região Metropolitana do Vale do Paraíba e Litoral Norte;CARAGUATATUBA;CARAGUATATUBA;0;EM-3ª série;M;MANHÃ;NULL;NULL;NULL;NULL;NULL;8;4;NULL;245;207;NULL;Abaixo do Básico;Abaixo do Básico;NULL
19851777;ESTADUAL-OUT;Interior;MOGI MIRIM;MOGI MIRIM;0;EM-3ª série;M;MANHÃ;NULL;NULL;NULL;NULL;NULL;12;13;NULL;262;304;NULL;Básico;Básico;NULL
19852339;ESTADUAL-SE;Região Metropolitana de Campinas;AMERICANA;AMERICANA;0;EM-3ª série;F;MANHÃ;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19852922;ESTADUAL-SE;Região Metropolitana de São Paulo;NORTE 2;SAO PAULO;0;EM-3ª série;F;MANHÃ;NULL;NULL;NULL;NULL;NULL;5;5;8;210;199;263;Abaixo do Básico;Abaixo do Básico;Abaixo do Básico
19853305;ESTADUAL-SE;Região Metropolitana de Campinas;AMERICANA;SANTA BARBARA D'OESTE;0;EM-3ª série;M;MANHÃ;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19857120;ESTADUAL-SE;Interior;MOGI MIRIM;MOGI MIRIM;0;EM-3ª série;M;NOITE;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19857873;ESTADUAL-SE;Região Metropolitana de São Paulo;TABOAO DA SERRA;TABOAO DA SERRA;0;EM-3ª série;M;NOITE;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19859544;ESTADUAL-SE;Interior;AVARE;TAQUARITUBA;0;EM-3ª série;M;TARDE;NULL;NULL;NULL;NULL;NULL;6;10;3;196;277;227;Abaixo do Básico;Básico;Abaixo do Básico
19859612;ESTADUAL-SE;Interior;AVARE;TAQUARITUBA;0;EM-3ª série;F;NOITE;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19859776;ESTADUAL-SE;Região Metropolitana de Campinas;SUMARE;PAULINIA;0;EM-3ª série;F;NOITE;NULL;NULL;NULL;NULL;NULL;8;3;6;204;185;205;Abaixo do Básico;Abaixo do Básico;Abaixo do Básico
19860270;ESTADUAL-SE;Região Metropolitana de Ribeirão Preto;RIBEIRAO PRETO;CRAVINHOS;0;EM-3ª série;M;TARDE;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19860856;ESTADUAL-SE;Interior;PIRASSUNUNGA;SANTA CRUZ DA CONCEICAO;0;EM-3ª série;F;NOITE;NULL;NULL;NULL;NULL;NULL;7;8;10;219;246;273;Abaixo do Básico;Abaixo do Básico;Abaixo do Básico
19860869;ESTADUAL-SE;Interior;PIRASSUNUNGA;PORTO FERREIRA;0;EM-3ª série;F;NOITE;NULL;NULL;NULL;NULL;NULL;13;8;3;274;274;239;Básico;Abaixo do Básico;Abaixo do Básico
19861357;ESTADUAL-SE;Região Metropolitana de Campinas;AMERICANA;AMERICANA;0;EM-3ª série;M;NOITE;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19862358;ESTADUAL-SE;Região Metropolitana de Ribeirão Preto;SERTAOZINHO;PONTAL;0;EM-3ª série;F;MANHÃ;NULL;NULL;NULL;NULL;NULL;14;12;11;272;285;266;Básico;Básico;Abaixo do Básico
19862980;ESTADUAL-SE;Região Metropolitana de Campinas;SUMARE;PAULINIA;0;EM-3ª série;M;NOITE;NULL;NULL;NULL;NULL;NULL;6;5;NULL;213;242;NULL;Abaixo do Básico;Abaixo do Básico;NULL
19864477;ESTADUAL-SE;Interior;SANTO ANASTACIO;EMILIANOPOLIS;0;EM-3ª série;F;NOITE;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19864805;ESTADUAL-SE;Região Metropolitana de Campinas;AMERICANA;AMERICANA;0;EM-3ª série;M;NOITE;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19865435;ESTADUAL-SE;Região Metropolitana de Campinas;AMERICANA;AMERICANA;0;EM-3ª série;M;TARDE;11;NULL;NULL;NULL;NULL;16;9;12;275;252;307;Básico;Abaixo do Básico;Básico
19866237;ESTADUAL-SE;Interior;MOGI MIRIM;ITAPIRA;0;EM-3ª série;F;NOITE;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19868793;ESTADUAL-OUT;Interior;SAO JOAQUIM DA BARRA;MIGUELOPOLIS;0;EM-3ª série;F;MANHÃ;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19869947;ESTADUAL-SE;Interior;SANTO ANASTACIO;SANTO ANASTACIO;0;EM-3ª série;M;MANHÃ;NULL;NULL;NULL;NULL;NULL;7;1;5;197;177;189;Abaixo do Básico;Abaixo do Básico;Abaixo do Básico
19870046;ESTADUAL-SE;Região Metropolitana de Campinas;SUMARE;PAULINIA;0;EM-3ª série;F;TARDE;11;NULL;NULL;NULL;NULL;3;4;NULL;180;196;NULL;Abaixo do Básico;Abaixo do Básico;NULL
