nquest,idade1,faixa etária,sexo,cor,REGIAO,RCLASSE2,estcivil,renda,escola,nfilhos,p52aa,p55,p56,p66,p67a,p68,p27,p28,rendacat,escolacat,p64b,p64g,p64h,perfil
192969700,51,45-59,Feminino,Parda,Nordeste,D/E,Separado/Divorciado,"Até R$ 1.320,00",Fundamental II completo,3,Instagram,0,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,60,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",9,3,5,5,5,investidor
192969801,65,60+,Masculino,Branca,Nordeste,D/E,Casado(a)/com companheiro(a),"Até R$ 1.320,00",Ensino Médio incompleto,1,WhatsApp,0,0,De vez em quando,a. A facilidade de usar os aplicativos,Uma forma de investir seu dinheiro pensando em montar uma reserva para o futuro,0,0,9,4,4,2,2,investidor
192970498,18,16-24,Feminino,Branca,Nordeste,C1,Solteiro (a),"Até R$ 1.320,00",Ensino Médio completo,0,0,Nao,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,65,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",9,5,5,1,1,investidor
192970499,27,25-34,Masculino,Preta,Nordeste,C2,Solteiro (a),"De R$ 1.321,00 Até R$ 2.640,00",Ensino Médio completo,1,Youtube,0,0,Raramente,b. A emoção de apostar,Nenhum dos dois (Não LER - ESPONTANEO),40,Ja comecou uma reserva para a aposentadoria,1,5,5,1,1,investidor
192970503,30,25-34,Masculino,Preta,Sudeste,C1,Solteiro (a),"De R$ 3.961,00 Até R$ 6.600,00",Ensino Médio completo,2,Instagram,0,0,Frequentemente,d. Chance de ganhar um dinheiro rápido em momentos de necessidade,Uma forma de se divertir e eventualmente ganhar um dinheiro extra?,65,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",3,5,5,4,5,apostador
192970645,23,16-24,Feminino,Parda,Norte,D/E,Solteiro (a),"Até R$ 1.320,00",Ensino Médio completo,1,0,Nao,0,Não usou em 2023,0,0,Não sabe,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",9,5,5,2,5,investidor
192970701,36,35-44,Feminino,Branca,Sudeste,C2,Casado(a)/com companheiro(a),"De R$ 3.961,00 Até R$ 6.600,00",Ensino Médio completo,1,0,Nao,0,Não usou em 2023,0,0,Não sabe,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",3,5,2,1,1,investidor
192970728,33,25-34,Masculino,Parda,Norte,C2,Solteiro (a),"De R$ 1.321,00 Até R$ 2.640,00",Ensino Médio completo,2,0,Sim,Aplicativos de corretoras e investimentos (do banco/ bancos digitais),Frequentemente,d. Chance de ganhar um dinheiro rápido em momentos de necessidade,Uma forma de se divertir e eventualmente ganhar um dinheiro extra?,65,Ja comecou uma reserva para a aposentadoria,1,5,5,2,1,apostador
192970854,42,35-44,Masculino,Branca,Nordeste,D/E,Casado(a)/com companheiro(a),"Até R$ 1.320,00",Fundamental I completo/ Fundamental II incompleto,3,0,Nao,0,Não usou em 2023,0,0,65,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",9,2,5,5,1,investidor
192970863,30,25-34,Feminino,Parda,Nordeste,D/E,Separado/Divorciado,"Até R$ 1.320,00",Ensino Médio completo,1,0,Nao,0,Raramente,d. Chance de ganhar um dinheiro rápido em momentos de necessidade,0,Não sabe,Não comecou uma reserva para a aposentadoria e Não pretende comecar,9,5,5,5,5,investidor
192971035,40,35-44,Feminino,Outras,Nordeste,D/E,Solteiro (a),"Até R$ 1.320,00",Fundamental I completo/ Fundamental II incompleto,3,0,Nao,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,40,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",9,2,5,5,1,investidor
192971260,50,45-59,Masculino,Outras,Nordeste,D/E,Solteiro (a),"Até R$ 1.320,00",Fundamental I completo/ Fundamental II incompleto,2,0,Nao,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,60,Não comecou uma reserva para a aposentadoria e Não pretende comecar,9,2,4,5,2,investidor
192971473,47,45-59,Feminino,Parda,Sudeste,C2,Solteiro (a),Não sabe,Fundamental I completo/ Fundamental II incompleto,2,0,Nao,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,50,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",99,2,5,2,1,investidor
192971649,38,35-44,Masculino,Parda,Centro Oeste,C2,Solteiro (a),"Até R$ 1.320,00",Ensino Médio completo,1,0,Sim,Sites de noticias,Raramente,e. Chance de ganhar uma grande quantia de dinheiro,Nenhum dos dois (Não LER - ESPONTANEO),70,Não comecou uma reserva para a aposentadoria e Não pretende comecar,9,5,5,1,1,investidor
192971779,63,60+,Feminino,Branca,Nordeste,B1,Casado(a)/com companheiro(a),"De R$ 1.321,00 Até R$ 2.640,00",Ensino Médio completo,2,Nenhum,0,0,Não sabe,0,0,63,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",1,5,4,1,1,investidor
192971837,26,25-34,Feminino,Branca,Sudeste,C2,Solteiro (a),"Até R$ 1.320,00",Ensino Médio completo,2,0,0,0,De vez em quando,b. A emoção de apostar,Uma forma de se divertir e eventualmente ganhar um dinheiro extra?,65,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",9,5,5,5,1,investidor
192971982,35,35-44,Masculino,Parda,Norte,C2,Solteiro (a),"De R$ 3.961,00 Até R$ 6.600,00",Superior completo,3,Portal / site,0,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,60,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",3,7,5,1,1,investidor
192972196,36,35-44,Feminino,Preta,Norte,C2,Solteiro (a),"Até R$ 1.320,00",Ensino Médio completo,1,0,Nao,0,Raramente,d. Chance de ganhar um dinheiro rápido em momentos de necessidade,Uma forma de se divertir e eventualmente ganhar um dinheiro extra?,60,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",9,5,4,2,1,investidor
192972676,35,35-44,Masculino,Parda,Nordeste,D/E,Solteiro (a),"Até R$ 1.320,00",Ensino Médio incompleto,0,0,Nao,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,Não sabe,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",9,4,5,5,5,investidor
192972841,16,16-24,Masculino,Indigena,Nordeste,D/E,Separado/Divorciado,"Até R$ 1.320,00",Fundamental I completo/ Fundamental II incompleto,0,0,Nao,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,65,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",9,2,4,2,2,investidor
192972912,23,16-24,Feminino,Preta,Centro Oeste,C1,Casado(a)/com companheiro(a),"Até R$ 1.320,00",Ensino Médio completo,0,0,0,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,63,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",9,5,5,1,1,investidor
192973082,18,16-24,Feminino,Preta,Sudeste,D/E,Solteiro (a),"Até R$ 1.320,00",Ensino Médio incompleto,0,0,Nao,0,Não usou em 2023,0,0,50,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",9,4,5,2,5,investidor
192973083,17,16-24,Feminino,Branca,Sudeste,C2,Solteiro (a),"Até R$ 1.320,00",Fundamental I completo/ Fundamental II incompleto,0,0,Nao,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,Não sabe,Não comecou uma reserva para a aposentadoria e Não pretende comecar,9,2,1,1,1,investidor
192973137,27,25-34,Feminino,Parda,Nordeste,B2,Separado/Divorciado,"Até R$ 1.320,00",Superior incompleto,1,0,Sim,Amigos/ Parentes,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,64,Não comecou uma reserva para a aposentadoria e Não pretende comecar,9,6,4,4,1,investidor
192973233,39,35-44,Feminino,Parda,Norte,C1,Casado(a)/com companheiro(a),"De R$ 6.601,00 Até R$ 13.200,00",Ensino Médio completo,2,Youtube,0,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,50,Ja comecou uma reserva para a aposentadoria,4,5,4,1,1,investidor
192973436,41,35-44,Masculino,Preta,Nordeste,C1,Casado(a)/com companheiro(a),"De R$ 2.640,00 Até R$ 3.960,00",Ensino Médio completo,2,Portal / site,0,0,De vez em quando,f. Oportunidade de apostar valores pequenos,Uma forma de se divertir e eventualmente ganhar um dinheiro extra?,65,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",2,5,5,5,5,investidor
192973452,31,25-34,Masculino,Parda,Norte,C2,Solteiro (a),"De R$ 6.601,00 Até R$ 13.200,00",Pós-graduação,0,Youtube,0,0,Raramente,c. Considerar como uma diversao,Uma forma de se divertir e eventualmente ganhar um dinheiro extra?,65,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",4,8,5,1,1,investidor
192973455,40,35-44,Feminino,Parda,Nordeste,D/E,Solteiro (a),"Até R$ 1.320,00",Fundamental I completo/ Fundamental II incompleto,2,Nenhum,0,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,60,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",9,2,5,3,1,investidor
192973999,41,35-44,Feminino,Branca,Sudeste,D/E,Separado/Divorciado,"De R$ 3.961,00 Até R$ 6.600,00",Superior completo,2,Portal / site,0,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,60,Não comecou uma reserva para a aposentadoria e Não pretende comecar,3,7,5,1,5,investidor
192974075,39,35-44,Feminino,Parda,Nordeste,C2,Casado(a)/com companheiro(a),"Até R$ 1.320,00",Ensino Médio incompleto,4,0,Nao,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,50,Ja comecou uma reserva para a aposentadoria,9,4,5,5,5,investidor
192974363,75,60+,Feminino,Parda,Norte,C1,Solteiro (a),"De R$ 6.601,00 Até R$ 13.200,00",Ensino Médio completo,2,0,Nao,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,0,0,4,5,5,4,4,investidor
192974647,35,35-44,Masculino,Branca,Nordeste,B2,Solteiro (a),"De R$ 3.961,00 Até R$ 6.600,00",Superior incompleto,3,Portal / site,0,0,Frequentemente,c. Considerar como uma diversao,Uma forma de se divertir e eventualmente ganhar um dinheiro extra?,50,Ja comecou uma reserva para a aposentadoria,3,6,4,5,5,apostador
192974756,45,45-59,Feminino,Branca,Sudeste,C2,Casado(a)/com companheiro(a),Recusa,Ensino Médio completo,1,0,Nao,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,63,Não comecou uma reserva para a aposentadoria e Não pretende comecar,97,5,4,2,1,investidor
192974942,23,16-24,Feminino,Parda,Nordeste,D/E,Separado/Divorciado,"Até R$ 1.320,00",Ensino Médio completo,1,0,0,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,60,Não comecou uma reserva para a aposentadoria e Não pretende comecar,9,5,5,1,1,investidor
192975118,33,25-34,Feminino,Parda,Sudeste,D/E,Casado(a)/com companheiro(a),"Até R$ 1.320,00",Fundamental II completo,3,0,Nao,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,Não sabe,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",9,3,2,1,2,investidor
192975599,23,16-24,Feminino,Branca,Norte,D/E,Solteiro (a),"De R$ 1.321,00 Até R$ 2.640,00",Ensino Médio completo,0,0,Nao,0,De vez em quando,e. Chance de ganhar uma grande quantia de dinheiro,Uma forma de investir seu dinheiro pensando em montar uma reserva para o futuro,50,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",1,5,5,2,1,investidor
192975701,28,25-34,Feminino,Branca,Nordeste,C2,Solteiro (a),"De R$ 6.601,00 Até R$ 13.200,00",Pós-graduação,1,Youtube,0,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,Não pensa em se aposentar,Ja comecou uma reserva para a aposentadoria,4,8,5,1,5,investidor
192975878,45,45-59,Masculino,Parda,Norte,C1,Solteiro (a),"De R$ 13.201,00 Até R$ 26.400,00",Ensino Médio completo,4,0,Nao,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,60,Ja comecou uma reserva para a aposentadoria,5,5,5,1,1,investidor
192975912,27,25-34,Masculino,Parda,Nordeste,D/E,Solteiro (a),"Até R$ 1.320,00",Ensino Médio incompleto,1,0,Nao,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,Não sabe,Não comecou uma reserva para a aposentadoria e Não pretende comecar,9,4,5,5,2,investidor
192975913,75,60+,Masculino,Preta,Nordeste,C2,Casado(a)/com companheiro(a),"Até R$ 1.320,00",Analfabeto/ Fundamental I incompleto,6,0,Nao,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,"Aposentou,mas continua trabalhado",0,9,1,99,5,2,investidor
192975914,48,45-59,Feminino,Indigena,Nordeste,D/E,Viuvo(a),"Até R$ 1.320,00",Fundamental I completo/ Fundamental II incompleto,2,0,0,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,55,Não comecou uma reserva para a aposentadoria e Não pretende comecar,9,2,5,5,1,investidor
192975915,18,16-24,Masculino,Preta,Nordeste,B2,Casado(a)/com companheiro(a),"Até R$ 1.320,00",Ensino Médio incompleto,0,Nenhum,0,0,Raramente,d. Chance de ganhar um dinheiro rápido em momentos de necessidade,Uma forma de se divertir e eventualmente ganhar um dinheiro extra?,60,Não comecou uma reserva para a aposentadoria e Não pretende comecar,9,4,5,1,5,investidor
192975916,42,35-44,Feminino,Indigena,Nordeste,C2,Solteiro (a),"Até R$ 1.320,00",Superior completo,2,Youtube,0,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,60,Ja comecou uma reserva para a aposentadoria,9,7,5,5,5,investidor
192975917,32,25-34,Masculino,Parda,Nordeste,B1,Casado(a)/com companheiro(a),"De R$ 3.961,00 Até R$ 6.600,00",Superior completo,1,0,Nao,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,Não pensa em se aposentar,Ja comecou uma reserva para a aposentadoria,3,7,5,2,1,investidor
192975918,44,35-44,Feminino,Branca,Nordeste,C2,Solteiro (a),"Até R$ 1.320,00",Ensino Médio completo,1,0,Nao,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,55,Não comecou uma reserva para a aposentadoria e Não pretende comecar,9,5,4,2,1,investidor
192975974,53,45-59,Feminino,Parda,Nordeste,C2,Casado(a)/com companheiro(a),"Até R$ 1.320,00",Ensino Médio completo,0,0,Nao,0,Não sabe,0,0,53,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",9,5,5,1,1,investidor
192976333,29,25-34,Masculino,Branca,Sudeste,C2,Solteiro (a),"Até R$ 1.320,00",Ensino Médio completo,0,0,Nao,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,Não sabe,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",9,5,5,5,1,investidor
192976837,20,16-24,Masculino,Parda,Sudeste,D/E,Solteiro (a),"Até R$ 1.320,00",Ensino Médio completo,0,Portal / site,0,0,De vez em quando,i. Chance de conseguir juntar uma quantia em dinheiro para o futuro,Uma forma de se divertir e eventualmente ganhar um dinheiro extra?,Não sabe,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",9,5,4,1,4,investidor
192976853,16,16-24,Masculino,Parda,Sudeste,C1,Solteiro (a),"Até R$ 1.320,00",Fundamental II completo,0,0,Sim,"Internet/ Google/ Redes Sociais (Facebook, Instagram)/ YouTube",Não usou em 2023,0,0,80,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",9,3,5,4,5,investidor
192977016,62,60+,Masculino,Parda,Nordeste,C1,Casado(a)/com companheiro(a),"Até R$ 1.320,00",Ensino Médio incompleto,1,Televisao,0,0,Não usou em 2023,0,0,65,Não comecou uma reserva para a aposentadoria e Não pretende comecar,9,4,5,5,5,investidor
192977017,24,16-24,Feminino,Preta,Nordeste,C2,Separado/Divorciado,"Até R$ 1.320,00",Superior incompleto,1,0,Nao,0,Raramente,d. Chance de ganhar um dinheiro rápido em momentos de necessidade,Uma forma de se divertir e eventualmente ganhar um dinheiro extra?,50,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",9,6,5,5,1,investidor
192977018,35,35-44,Feminino,Preta,Nordeste,C1,Casado(a)/com companheiro(a),"De R$ 1.321,00 Até R$ 2.640,00",Ensino Médio completo,3,Televisao,0,0,Não usou em 2023,0,0,60,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",1,5,2,1,1,investidor
192977019,19,16-24,Masculino,Parda,Nordeste,C1,Solteiro (a),"De R$ 1.321,00 Até R$ 2.640,00",Ensino Médio completo,0,Youtube,0,0,De vez em quando,"g. Não ficar de fora, ja que conhecidos estao apostando",Uma forma de se divertir e eventualmente ganhar um dinheiro extra?,63,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",1,5,5,1,1,investidor
192977020,45,45-59,Feminino,Parda,Nordeste,D/E,Viuvo(a),"Até R$ 1.320,00",Fundamental I completo/ Fundamental II incompleto,3,Televisao,0,0,Não usou em 2023,0,0,55,Não comecou uma reserva para a aposentadoria e Não pretende comecar,9,2,1,1,1,investidor
192977021,45,45-59,Masculino,Preta,Nordeste,D/E,Separado/Divorciado,"Até R$ 1.320,00",Ensino Médio incompleto,1,0,Sim,Influenciadores que abordam assuntos sobre investimento,Não usou em 2023,0,0,65,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",9,4,5,2,5,investidor
192977022,73,60+,Feminino,Preta,Nordeste,D/E,Viuvo(a),"Até R$ 1.320,00",Analfabeto/ Fundamental I incompleto,3,0,0,0,Não sabe,0,0,"Aposentou,mas continua trabalhado",0,9,1,5,2,1,investidor
192977023,28,25-34,Masculino,Parda,Nordeste,C1,Solteiro (a),"De R$ 2.640,00 Até R$ 3.960,00",Ensino Médio completo,1,0,Nao,0,Não usou em 2023,0,0,65,Ja comecou uma reserva para a aposentadoria,2,5,5,1,1,investidor
192977024,37,35-44,Masculino,Parda,Nordeste,C2,Solteiro (a),"Até R$ 1.320,00",Ensino Médio completo,0,0,Nao,0,Não usou em 2023,0,0,50,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",9,5,4,1,1,investidor
192977228,24,16-24,Masculino,Parda,Norte,C2,Solteiro (a),"De R$ 2.640,00 Até R$ 3.960,00",Ensino Médio incompleto,2,Youtube,0,0,De vez em quando,a. A facilidade de usar os aplicativos,Uma forma de se divertir e eventualmente ganhar um dinheiro extra?,60,"Ainda Não comecou uma reserva para a aposentadoria,mas pretende comecar",2,4,5,4,2,investidor
192977444,63,60+,Masculino,Branca,Nordeste,D/E,Solteiro (a),"Até R$ 1.320,00",Ensino Médio completo,0,Televisao,0,0,Raramente,e. Chance de ganhar uma grande quantia de dinheiro,Uma forma de se divertir e eventualmente ganhar um dinheiro extra?,65,Não comecou uma reserva para a aposentadoria e Não pretende comecar,9,5,5,1,1,investidor
192977512,26,25-34,Feminino,Parda,Centro Oeste,C1,Solteiro (a),"Até R$ 1.320,00",Ensino Médio completo,0,0,0,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,65,Não comecou uma reserva para a aposentadoria e Não pretende comecar,9,5,1,2,1,investidor
192977788,42,35-44,Feminino,Parda,Norte,D/E,Casado(a)/com companheiro(a),Não sabe,Ensino Médio completo,3,0,Nao,0,"Nunca usou aplicativos de apostas, como de apostas esportivas, conhecidas como bets",0,0,Não sabe,Não comecou uma reserva para a aposentadoria e Não pretende comecar,99,5,5,5,2,investidor
192977800,22,16-24,Masculino,Branca,Sudeste,C1,Solteiro (a),"De R$ 1.321,00 Até R$ 2.640,00",Ensino Médio incompleto,0,0,Sim,Livros,De vez em quando,e. Chance de ganhar uma grande quantia de dinheiro,0,Não pensa em se aposentar,Não comecou uma reserva para a aposentadoria e Não pretende comecar,1,4,5,2,4,investidor
