BIOMA,MUNICIPIO,AREAHA,ANODETEC,DATADETEC,Municípios,Ano,CO2_emitido
Caatinga,barra,2.1,2022,2022/10/01,barra,2022,312169.0
Caatinga,barra,4.79,2022,2022/12/01,barra,2022,312169.0
Caatinga,barra,4.82,2022,2022/12/01,barra,2022,312169.0
Caatinga,barra,1.48,2022,2022/11/01,barra,2022,312169.0
Caatinga,jaborandi,6.15,2022,2022/10/01,jaborandi,2022,1734316.0
Caatinga,santa rita de cássia,4.37,2022,2022/10/01,santa rita de cássia,2022,569631.0
Caatinga,santa rita de cássia,8.55,2022,2022/10/01,santa rita de cássia,2022,569631.0
Caatinga,barra,2.79,2022,2022/10/01,barra,2022,312169.0
Caatinga,barra,2.22,2022,2022/10/01,barra,2022,312169.0
Caatinga,barra,1.76,2022,2022/11/01,barra,2022,312169.0
Caatinga,barra,3.31,2022,2022/10/01,barra,2022,312169.0
Caatinga,barra,6.72,2022,2022/10/01,barra,2022,312169.0
Caatinga,barra,6.68,2022,2022/12/01,barra,2022,312169.0
Caatinga,cotegipe,1.29,2022,2022/11/01,cotegipe,2022,297663.0
Caatinga,santa rita de cássia,77.08,2022,2022/11/01,santa rita de cássia,2022,569631.0
Caatinga,barra,9.58,2022,2022/10/01,barra,2022,312169.0
Caatinga,barra,1.33,2022,2022/10/01,barra,2022,312169.0
Caatinga,barra,5.6,2022,2022/10/01,barra,2022,312169.0
Caatinga,barra,0.93,2022,2022/10/01,barra,2022,312169.0
Caatinga,barra,2.21,2022,2022/11/01,barra,2022,312169.0
Caatinga,barra,1.62,2022,2022/11/01,barra,2022,312169.0
Caatinga,barra,5.95,2022,2022/11/01,barra,2022,312169.0
Caatinga,barra,4.39,2022,2022/10/01,barra,2022,312169.0
Caatinga,santa rita de cássia,3.62,2022,2022/12/01,santa rita de cássia,2022,569631.0
Caatinga,santa rita de cássia,1.39,2022,2022/11/01,santa rita de cássia,2022,569631.0
Caatinga,barra,127.52,2022,2022/10/01,barra,2022,312169.0
Caatinga,jequié,4.71,2022,2022/09/01,jequié,2022,498001.0
Caatinga,barra,2.79,2022,2022/11/01,barra,2022,312169.0
Caatinga,barra,0.97,2022,2022/11/01,barra,2022,312169.0
Caatinga,cotegipe,37.03,2022,2022/09/01,cotegipe,2022,297663.0
Caatinga,barra,1.21,2022,2022/10/01,barra,2022,312169.0
Caatinga,cotegipe,43.54,2022,2022/09/01,cotegipe,2022,297663.0
Caatinga,barra,5.83,2022,2022/11/01,barra,2022,312169.0
Caatinga,barra,1.15,2022,2022/11/01,barra,2022,312169.0
Caatinga,barra,0.85,2022,2022/11/01,barra,2022,312169.0
Caatinga,barra,28.3,2022,2022/11/01,barra,2022,312169.0
Caatinga,barra,7.4,2022,2022/10/01,barra,2022,312169.0
Caatinga,barra,4.98,2022,2022/11/01,barra,2022,312169.0
Caatinga,barra,5.16,2022,2022/10/01,barra,2022,312169.0
Caatinga,barra,7.26,2022,2022/11/01,barra,2022,312169.0
Caatinga,barra,1.19,2022,2022/11/01,barra,2022,312169.0
Caatinga,correntina,2.3,2022,2022/10/01,correntina,2022,1473135.0
Caatinga,barra,37.85,2022,2022/10/01,barra,2022,312169.0
Caatinga,barra,2.93,2022,2022/11/01,barra,2022,312169.0
Caatinga,barra,2.26,2022,2022/11/01,barra,2022,312169.0
Caatinga,barra,0.37,2022,2022/10/01,barra,2022,312169.0
Caatinga,barra,2.83,2022,2022/10/01,barra,2022,312169.0
Caatinga,santa rita de cássia,1.9,2022,2022/10/01,santa rita de cássia,2022,569631.0
Caatinga,barra,12.56,2022,2022/10/01,barra,2022,312169.0
Caatinga,barra,29.07,2022,2022/11/01,barra,2022,312169.0
Caatinga,jaborandi,6.98,2022,2022/10/01,jaborandi,2022,1734316.0
Caatinga,barra,2.2,2022,2022/10/01,barra,2022,312169.0
Caatinga,barra,14.33,2022,2022/10/01,barra,2022,312169.0
Caatinga,barra,1.43,2022,2022/10/01,barra,2022,312169.0
Caatinga,barra,2.39,2022,2022/10/01,barra,2022,312169.0
Caatinga,barra,0.93,2022,2022/10/01,barra,2022,312169.0
Caatinga,barra,0.94,2022,2022/10/01,barra,2022,312169.0
Caatinga,jaborandi,6.48,2022,2022/10/01,jaborandi,2022,1734316.0
Caatinga,barra,13.78,2022,2022/10/01,barra,2022,312169.0
Caatinga,barra,8.86,2022,2022/10/01,barra,2022,312169.0
Caatinga,barra,286.27,2022,2022/10/01,barra,2022,312169.0
Caatinga,barra,1096.84,2022,2022/11/01,barra,2022,312169.0
Caatinga,barra,3.12,2022,2022/11/01,barra,2022,312169.0
Cerrado,formosa do rio preto,110.87,2019,2019/09/17,formosa do rio preto,2019,4220327.0016454905
Cerrado,são desidério,37.22,2019,2019/09/20,são desidério,2019,2024107.6610826247
Mata Atlântica,camamu,2.04,2019,2019/11/08,camamu,2019,221471.44368362427
Cerrado,barreiras,47.78,2019,2019/12/16,barreiras,2019,1568927.0175619423
Cerrado,formosa do rio preto,490.07,2019,2019/04/17,formosa do rio preto,2019,4220327.0016454905
Cerrado,formosa do rio preto,121.11,2019,2019/04/26,formosa do rio preto,2019,4220327.0016454905
Cerrado,formosa do rio preto,12.95,2019,2019/04/26,formosa do rio preto,2019,4220327.0016454905
Cerrado,baianópolis,7.84,2019,2019/03/16,baianópolis,2019,607436.7982445955
Cerrado,são desidério,6.72,2019,2019/04/17,são desidério,2019,2024107.6610826247
Cerrado,riachão das neves,2.01,2019,2019/01/23,riachão das neves,2019,580173.0040331781
Caatinga,santa rita de cássia,14.92,2019,2019/03/02,santa rita de cássia,2019,694797.0868461728
Cerrado,formosa do rio preto,122.45,2019,2019/07/18,formosa do rio preto,2019,4220327.0016454905
Cerrado,santa rita de cássia,4.87,2019,2019/05/22,santa rita de cássia,2019,694797.0868461728
Cerrado,são desidério,9.72,2019,2019/03/31,são desidério,2019,2024107.6610826247
Cerrado,baianópolis,2.63,2019,2019/06/08,baianópolis,2019,607436.7982445955
Caatinga,cotegipe,77.99,2019,2019/06/02,cotegipe,2019,331163.8086628318
Cerrado,formosa do rio preto,69.86,2019,2019/07/07,formosa do rio preto,2019,4220327.0016454905
Cerrado,santa rita de cássia,248.56,2019,2019/05/07,santa rita de cássia,2019,694797.0868461728
Mata Atlântica,camamu,26.48,2019,2019/03/29,camamu,2019,221471.44368362427
Cerrado,formosa do rio preto,427.22,2020,2020/02/26,formosa do rio preto,2020,3073766.4334418774
Caatinga,correntina,10.26,2020,2020/05/02,correntina,2020,1060525.6563282013
Cerrado,jaborandi,9.14,2020,2020/04/30,jaborandi,2020,1744004.154955864
Caatinga,cotegipe,8.63,2020,2020/04/24,cotegipe,2020,559960.0834841728
Cerrado,luís eduardo magalhães,482.95,2020,2020/02/11,luís eduardo magalhães,2020,1523413.1056941748
Cerrado,são desidério,21.29,2020,2020/03/29,são desidério,2020,3091203.197527945
Mata Atlântica,ilhéus,1.69,2020,2020/04/16,ilhéus,2020,191205.86366391185
Mata Atlântica,camamu,2.94,2020,2020/02/20,camamu,2020,434741.3974044919
Mata Atlântica,guaratinga,8.36,2020,2020/01/11,guaratinga,2020,251656.63093233109
Mata Atlântica,encruzilhada,14.29,2020,2020/05/01,encruzilhada,2020,451620.4507952333
Cerrado,são desidério,18.33,2020,2020/06/01,são desidério,2020,3091203.197527945
Cerrado,jaborandi,8.69,2020,2020/06/01,jaborandi,2020,1744004.154955864
Mata Atlântica,belmonte,3.86,2020,2020/06/30,belmonte,2020,350558.8480718136
Mata Atlântica,itagibá,3.11,2020,2020/06/30,itagibá,2020,72102.08046793938
Cerrado,baianópolis,18.54,2020,2020/06/09,baianópolis,2020,790814.9751247168
Caatinga,santa rita de cássia,281.3,2020,2020/07/14,santa rita de cássia,2020,859509.3606863022
Cerrado,santa rita de cássia,39.63,2020,2020/07/14,santa rita de cássia,2020,859509.3606863022
Cerrado,correntina,18.75,2020,2020/08/01,correntina,2020,1060525.6563282013
Cerrado,correntina,5.27,2020,2020/08/01,correntina,2020,1060525.6563282013
Cerrado,correntina,2.62,2020,2020/08/01,correntina,2020,1060525.6563282013
Cerrado,barreiras,68.29,2020,2020/09/01,barreiras,2020,1179766.0970728395
Cerrado,luís eduardo magalhães,66.99,2020,2020/09/01,luís eduardo magalhães,2020,1523413.1056941748
Caatinga,cotegipe,9.93,2020,2020/09/01,cotegipe,2020,559960.0834841728
Cerrado,santa rita de cássia,7.8,2020,2020/09/04,santa rita de cássia,2020,859509.3606863022
Cerrado,baianópolis,4.59,2020,2020/09/30,baianópolis,2020,790814.9751247168
Caatinga,santa rita de cássia,9.8,2020,2020/09/30,santa rita de cássia,2020,859509.3606863022
Cerrado,são desidério,96.69,2020,2020/10/08,são desidério,2020,3091203.197527945
Cerrado,santa rita de cássia,36.75,2020,2020/10/26,santa rita de cássia,2020,859509.3606863022
Mata Atlântica,itagibá,50.07,2020,2020/10/25,itagibá,2020,72102.08046793938
Caatinga,santa rita de cássia,13.97,2020,2020/11/14,santa rita de cássia,2020,859509.3606863022
Caatinga,santa rita de cássia,3.05,2020,2020/11/01,santa rita de cássia,2020,859509.3606863022
Cerrado,riachão das neves,1.07,2020,2020/12/01,riachão das neves,2020,1085054.2665590644
Cerrado,baianópolis,11.61,2021,2021/02/01,baianópolis,2021,1700892.2622466087
Mata Atlântica,guaratinga,3.77,2021,2021/03/10,guaratinga,2021,171742.56461274624
Mata Atlântica,encruzilhada,4.99,2021,2021/03/25,encruzilhada,2021,587315.3614428043
Cerrado,são desidério,617.48,2021,2021/05/27,são desidério,2021,3159579.701361537
Cerrado,formosa do rio preto,279.04,2021,2021/05/19,formosa do rio preto,2021,2299737.8741800785
Cerrado,formosa do rio preto,333.42,2021,2021/05/21,formosa do rio preto,2021,2299737.8741800785
Mata Atlântica,ilhéus,8.27,2021,2021/05/21,ilhéus,2021,131715.1359180212
Cerrado,santa rita de cássia,13.05,2021,2021/04/01,santa rita de cássia,2021,998700.5789114236
Cerrado,barreiras,313.34,2021,2021/06/14,barreiras,2021,958306.347179532
Caatinga,santa rita de cássia,3.44,2020,2020/01/01,santa rita de cássia,2020,859509.3606863022
Cerrado,jaborandi,2.59,2020,2020/01/01,jaborandi,2020,1744004.154955864
Caatinga,barra,1.29,2020,2020/01/01,barra,2020,139778.05993533134
Cerrado,santa rita de cássia,4.93,2020,2020/01/01,santa rita de cássia,2020,859509.3606863022
Caatinga,barra,7.79,2020,2020/01/01,barra,2020,139778.05993533134
Cerrado,santa rita de cássia,1.87,2020,2020/01/01,santa rita de cássia,2020,859509.3606863022
Cerrado,baianópolis,3.62,2020,2020/01/01,baianópolis,2020,790814.9751247168
Cerrado,jaborandi,4.15,2020,2020/01/01,jaborandi,2020,1744004.154955864
Cerrado,baianópolis,8.54,2020,2020/01/01,baianópolis,2020,790814.9751247168
Cerrado,correntina,0.79,2020,2020/01/01,correntina,2020,1060525.6563282013
Cerrado,correntina,2.13,2020,2020/01/01,correntina,2020,1060525.6563282013
Cerrado,baianópolis,15.11,2020,2020/01/01,baianópolis,2020,790814.9751247168
Caatinga,barra,1.39,2020,2020/01/01,barra,2020,139778.05993533134
Cerrado,santa rita de cássia,1.83,2020,2020/01/01,santa rita de cássia,2020,859509.3606863022
Cerrado,formosa do rio preto,3.75,2020,2020/01/01,formosa do rio preto,2020,3073766.4334418774
Cerrado,santa rita de cássia,3.05,2020,2020/01/01,santa rita de cássia,2020,859509.3606863022
Cerrado,santa rita de cássia,7.07,2020,2020/01/01,santa rita de cássia,2020,859509.3606863022
Cerrado,santa rita de cássia,4.16,2020,2020/01/01,santa rita de cássia,2020,859509.3606863022
Cerrado,riachão das neves,3.22,2020,2020/01/01,riachão das neves,2020,1085054.2665590644
Cerrado,riachão das neves,8.01,2020,2020/01/01,riachão das neves,2020,1085054.2665590644
Cerrado,barreiras,17.8,2020,2020/01/01,barreiras,2020,1179766.0970728395
Cerrado,riachão das neves,4.58,2020,2020/01/01,riachão das neves,2020,1085054.2665590644
Caatinga,santa rita de cássia,2.84,2020,2020/01/01,santa rita de cássia,2020,859509.3606863022
Caatinga,barra,24.59,2021,2021/07/16,barra,2021,79058.81857037544
Cerrado,santa rita de cássia,5.72,2021,2021/07/18,santa rita de cássia,2021,998700.5789114236
Mata Atlântica,itapetinga,8.57,2021,2021/07/16,itapetinga,2021,20727.768303871155
Caatinga,cotegipe,2.69,2021,2021/06/01,cotegipe,2021,292547.2605621815
Caatinga,cocos,14.77,2021,2021/08/16,cocos,2021,1229644.9681953788
Mata Atlântica,valença,9.56,2021,2021/08/17,valença,2021,195332.51262283325
Cerrado,santa rita de cássia,13.22,2021,2021/09/26,santa rita de cássia,2021,998700.5789114236
Cerrado,baianópolis,1348.52,2021,2021/08/01,baianópolis,2021,1700892.2622466087
Mata Atlântica,valença,7.77,2021,2021/11/21,valença,2021,195332.51262283325
Caatinga,santa rita de cássia,4.96,2021,2021/09/01,santa rita de cássia,2021,998700.5789114236
Caatinga,barra,6.73,2021,2021/09/01,barra,2021,79058.81857037544
Cerrado,santa rita de cássia,26.23,2021,2021/12/01,santa rita de cássia,2021,998700.5789114236
Caatinga,cotegipe,20.12,2021,2021/12/01,cotegipe,2021,292547.2605621815
Caatinga,cotegipe,10.22,2021,2021/03/05,cotegipe,2021,292547.2605621815
Cerrado,santa rita de cássia,24.57,2021,2021/03/22,santa rita de cássia,2021,998700.5789114236
Cerrado,luís eduardo magalhães,31.47,2021,2021/07/01,luís eduardo magalhães,2021,654262.0002045631
Caatinga,santa rita de cássia,5.37,2021,2021/09/01,santa rita de cássia,2021,998700.5789114236
Caatinga,santa rita de cássia,12.49,2021,2021/12/01,santa rita de cássia,2021,998700.5789114236
Mata Atlântica,itarantim,12.52,2022,2022/02/28,itarantim,2022,203154.0
Mata Atlântica,itambé,11.13,2022,2022/03/31,itambé,2022,227632.0
Cerrado,são desidério,44.19,2022,2022/03/01,são desidério,2022,2729422.0
Cerrado,barreiras,7.65,2022,2022/03/30,barreiras,2022,996163.0
Cerrado,formosa do rio preto,168.06,2022,2022/05/06,formosa do rio preto,2022,2432263.0
Cerrado,jaborandi,411.96,2022,2022/04/25,jaborandi,2022,1734316.0
Cerrado,santa rita de cássia,0.71,2022,2022/02/01,santa rita de cássia,2022,569631.0
Mata Atlântica,valença,0.84,2022,2022/06/30,valença,2022,378871.0
Mata Atlântica,camamu,0.68,2022,2022/06/30,camamu,2022,232571.0
Mata Atlântica,nilo peçanha,0.61,2022,2022/06/30,nilo peçanha,2022,238334.0
Cerrado,são desidério,39.98,2022,2022/03/01,são desidério,2022,2729422.0
Cerrado,cotegipe,2.84,2022,2022/03/01,cotegipe,2022,297663.0
Cerrado,são desidério,4.47,2022,2022/03/01,são desidério,2022,2729422.0
Cerrado,cocos,173.34,2022,2022/08/01,cocos,2022,367625.0
Cerrado,jaborandi,540.83,2022,2022/08/02,jaborandi,2022,1734316.0
Mata Atlântica,valença,1.71,2022,2022/07/31,valença,2022,378871.0
Mata Atlântica,itarantim,2.8,2022,2022/07/31,itarantim,2022,203154.0
Cerrado,santa rita de cássia,10.26,2022,2022/09/16,santa rita de cássia,2022,569631.0
Cerrado,barreiras,93.52,2022,2022/09/16,barreiras,2022,996163.0
Cerrado,barreiras,28.21,2022,2022/09/28,barreiras,2022,996163.0
Mata Atlântica,belmonte,7.06,2019,2019/06/18,belmonte,2019,390403.1881421805
Cerrado,barreiras,371.35,2019,2019/08/16,barreiras,2019,1568927.0175619423
Cerrado,luís eduardo magalhães,0.52,2019,2019/11/17,luís eduardo magalhães,2019,800435.7103590965
Cerrado,correntina,11.83,2019,2019/11/20,correntina,2019,1545572.943816781
Caatinga,santa rita de cássia,15.86,2019,2019/11/11,santa rita de cássia,2019,694797.0868461728
Cerrado,barreiras,58.99,2019,2019/12/16,barreiras,2019,1568927.0175619423
Mata Atlântica,belmonte,5.51,2019,2019/10/16,belmonte,2019,390403.1881421805
Cerrado,formosa do rio preto,23.09,2019,2019/01/29,formosa do rio preto,2019,4220327.0016454905
Cerrado,barreiras,276.35,2019,2019/05/10,barreiras,2019,1568927.0175619423
Cerrado,são desidério,2.68,2019,2019/01/29,são desidério,2019,2024107.6610826247
Cerrado,são desidério,29.85,2019,2019/07/18,são desidério,2019,2024107.6610826247
Cerrado,são desidério,7.93,2019,2019/01/06,são desidério,2019,2024107.6610826247
Cerrado,jaborandi,1065.98,2019,2019/04/29,jaborandi,2019,1706967.7386553884
Cerrado,formosa do rio preto,100.38,2019,2019/02/15,formosa do rio preto,2019,4220327.0016454905
Cerrado,formosa do rio preto,1552.16,2019,2019/05/07,formosa do rio preto,2019,4220327.0016454905
Cerrado,riachão das neves,168.99,2019,2019/04/17,riachão das neves,2019,580173.0040331781
Cerrado,formosa do rio preto,2032.02,2019,2019/04/14,formosa do rio preto,2019,4220327.0016454905
Cerrado,jaborandi,198.38,2019,2019/07/30,jaborandi,2019,1706967.7386553884
Mata Atlântica,valença,4.99,2019,2019/04/22,valença,2019,247673.75340151787
Mata Atlântica,guaratinga,3.04,2019,2019/04/06,guaratinga,2019,211708.01093423367
Cerrado,cocos,104.13,2020,2020/04/27,cocos,2020,1218387.32458961
Mata Atlântica,ilhéus,6.14,2020,2020/04/16,ilhéus,2020,191205.86366391185
Caatinga,barreiras,33.91,2020,2020/05/01,barreiras,2020,1179766.0970728395
Cerrado,são desidério,51.76,2020,2020/06/01,são desidério,2020,3091203.197527945
Cerrado,barreiras,4.55,2020,2020/02/01,barreiras,2020,1179766.0970728395
Cerrado,santa rita de cássia,8.18,2020,2020/02/01,santa rita de cássia,2020,859509.3606863022
Cerrado,correntina,3.51,2020,2020/02/01,correntina,2020,1060525.6563282013
Mata Atlântica,jequié,6.06,2020,2020/06/30,jequié,2020,186265.72844171524
Mata Atlântica,ilhéus,4.23,2020,2020/06/20,ilhéus,2020,191205.86366391185
Cerrado,jaborandi,1135.88,2020,2020/05/28,jaborandi,2020,1744004.154955864
Caatinga,cocos,83.59,2020,2020/05/31,cocos,2020,1218387.32458961
Cerrado,jaborandi,5.66,2020,2020/07/01,jaborandi,2020,1744004.154955864
Cerrado,luís eduardo magalhães,26.86,2020,2020/08/11,luís eduardo magalhães,2020,1523413.1056941748
Cerrado,santa rita de cássia,18.28,2020,2020/08/01,santa rita de cássia,2020,859509.3606863022
Mata Atlântica,ilhéus,0.54,2020,2020/09/08,ilhéus,2020,191205.86366391185
Caatinga,santa rita de cássia,11.71,2020,2020/11/01,santa rita de cássia,2020,859509.3606863022
Caatinga,santa rita de cássia,3.61,2020,2020/11/01,santa rita de cássia,2020,859509.3606863022
Cerrado,correntina,4.16,2020,2020/11/01,correntina,2020,1060525.6563282013
Caatinga,cotegipe,10.29,2020,2020/12/01,cotegipe,2020,559960.0834841728
Cerrado,correntina,15.32,2020,2020/12/14,correntina,2020,1060525.6563282013
Mata Atlântica,valença,1.28,2020,2020/12/12,valença,2020,427637.707020998
Mata Atlântica,guaratinga,2.91,2020,2020/12/04,guaratinga,2020,251656.63093233109
Cerrado,riachão das neves,13.07,2020,2020/12/01,riachão das neves,2020,1085054.2665590644
Cerrado,formosa do rio preto,37.91,2021,2021/01/29,formosa do rio preto,2021,2299737.8741800785
Cerrado,barreiras,170.26,2021,2021/02/01,barreiras,2021,958306.347179532
Caatinga,cotegipe,13.9,2021,2021/02/11,cotegipe,2021,292547.2605621815
Cerrado,correntina,272.74,2021,2021/03/13,correntina,2021,1585476.3940644264
Cerrado,são desidério,89.68,2021,2021/03/25,são desidério,2021,3159579.701361537
Mata Atlântica,itagibá,3.01,2021,2021/04/19,itagibá,2021,111453.28504517674
Cerrado,baianópolis,381.66,2021,2021/04/29,baianópolis,2021,1700892.2622466087
Cerrado,formosa do rio preto,4.8,2021,2021/01/01,formosa do rio preto,2021,2299737.8741800785
Cerrado,formosa do rio preto,1.64,2021,2021/01/01,formosa do rio preto,2021,2299737.8741800785
Cerrado,riachão das neves,22.11,2021,2021/01/01,riachão das neves,2021,761963.2862440944
Caatinga,cotegipe,2.83,2021,2021/01/01,cotegipe,2021,292547.2605621815
Cerrado,barreiras,17.86,2021,2021/04/01,barreiras,2021,958306.347179532
Cerrado,formosa do rio preto,77.01,2021,2021/06/14,formosa do rio preto,2021,2299737.8741800785
Caatinga,cotegipe,20.95,2021,2021/05/30,cotegipe,2021,292547.2605621815
Caatinga,barra,2.87,2020,2020/01/01,barra,2020,139778.05993533134
Caatinga,barra,1.33,2020,2020/01/01,barra,2020,139778.05993533134
Cerrado,são desidério,1.05,2020,2020/01/01,são desidério,2020,3091203.197527945
Cerrado,são desidério,12.06,2020,2020/01/01,são desidério,2020,3091203.197527945
Caatinga,jaborandi,7.44,2020,2020/01/01,jaborandi,2020,1744004.154955864
Caatinga,barra,1.78,2020,2020/01/01,barra,2020,139778.05993533134
Cerrado,riachão das neves,11.33,2020,2020/01/01,riachão das neves,2020,1085054.2665590644
Cerrado,santa rita de cássia,4.32,2020,2020/01/01,santa rita de cássia,2020,859509.3606863022
Caatinga,santa rita de cássia,1.9,2020,2020/01/01,santa rita de cássia,2020,859509.3606863022
Caatinga,santa rita de cássia,4.76,2020,2020/01/01,santa rita de cássia,2020,859509.3606863022
Cerrado,barreiras,5.53,2020,2020/01/01,barreiras,2020,1179766.0970728395
Cerrado,barreiras,26.61,2020,2020/01/01,barreiras,2020,1179766.0970728395
Cerrado,riachão das neves,7.3,2020,2020/01/01,riachão das neves,2020,1085054.2665590644
Cerrado,santa rita de cássia,2.5,2020,2020/01/01,santa rita de cássia,2020,859509.3606863022
Caatinga,santa rita de cássia,31.46,2021,2021/07/27,santa rita de cássia,2021,998700.5789114236
Mata Atlântica,guaratinga,6.77,2021,2021/07/16,guaratinga,2021,171742.56461274624
Cerrado,correntina,29.96,2021,2021/08/02,correntina,2021,1585476.3940644264
Mata Atlântica,itagibá,11.86,2021,2021/09/18,itagibá,2021,111453.28504517674
Cerrado,santa rita de cássia,8.55,2021,2021/09/23,santa rita de cássia,2021,998700.5789114236
Mata Atlântica,itapetinga,4.16,2021,2021/11/01,itapetinga,2021,20727.768303871155
