BIOMA,ESTADO,MUNICIPIO,DTIMGANT,DTIMGDEP
Caatinga,BAHIA,Campo Alegre de Lourdes,08/06/2022,01/10/2022
Caatinga,BAHIA,Riacho de Santana,14/02/2022,19/02/2023
Caatinga,BAHIA,Barra,14/01/2022,31/12/2022
Caatinga,BAHIA,Carinhanha,27/02/2022,07/12/2022
Caatinga,BAHIA,Coribe,27/06/2022,13/07/2022
Caatinga,BAHIA,Buritirama,07/05/2022,22/11/2022
Caatinga,BAHIA,Campo Alegre de Lourdes,21/04/2022,14/11/2022
Caatinga,BAHIA,Sebastião Laranjeiras,20/04/2022,24/06/2022
Caatinga,BAHIA,Iaçu,06/06/2022,22/12/2022
Caatinga,BAHIA,Pilão Arcado,07/06/2022,25/08/2022
Caatinga,BAHIA,Bom Jesus da Lapa,22/05/2022,28/10/2022
Caatinga,BAHIA,Itaeté,28/05/2022,14/10/2022
Caatinga,BAHIA,Buritirama,10/10/2021,27/02/2023
Caatinga,BAHIA,Feira da Mata,15/01/2022,11/03/2022
Caatinga,BAHIA,Ituaçu,30/05/2022,28/12/2022
Caatinga,BAHIA,Piatã,08/07/2022,28/12/2022
Caatinga,BAHIA,Remanso,08/07/2022,17/10/2022
Caatinga,BAHIA,Pilão Arcado,08/04/2022,13/12/2022
Caatinga,BAHIA,Bonito,07/04/2022,30/10/2022
Caatinga,BAHIA,Carinhanha,27/02/2022,21/04/2022
Caatinga,BAHIA,Angical,08/06/2022,14/08/2022
Caatinga,BAHIA,Brumado,31/07/2022,06/12/2022
Caatinga,BAHIA,Campo Alegre de Lourdes,20/03/2022,21/08/2022
Caatinga,BAHIA,Buritirama,28/04/2022,05/04/2023
Caatinga,BAHIA,Morro do Chapéu,30/09/2021,25/08/2022
Caatinga,BAHIA,Feira da Mata,06/05/2022,10/01/2023
Caatinga,BAHIA,Planaltino,11/09/2022,23/01/2023
Caatinga,BAHIA,Aracatu,29/10/2021,21/04/2022
Caatinga,BAHIA,Jussiape,04/05/2022,12/12/2022
Caatinga,BAHIA,Carinhanha,01/01/2023,13/02/2023
Caatinga,BAHIA,Campo Alegre de Lourdes,30/10/2022,08/12/2022
Caatinga,BAHIA,Pilão Arcado,05/07/2022,19/12/2022
Caatinga,BAHIA,São Félix do Coribe,15/08/2022,02/01/2023
Caatinga,BAHIA,Carinhanha,08/04/2022,02/07/2022
Caatinga,BAHIA,Carinhanha,07/06/2022,06/12/2022
Caatinga,BAHIA,Campo Alegre de Lourdes,03/05/2022,21/07/2022
Caatinga,BAHIA,Santa Rita de Cássia,26/09/2021,07/12/2022
Caatinga,BAHIA,Bom Jesus da Lapa,12/07/2022,07/12/2022
Caatinga,BAHIA,Macaúbas,24/02/2022,30/12/2022
Caatinga,BAHIA,Marcionílio Souza,13/05/2022,13/12/2022
Caatinga,BAHIA,Campo Formoso,19/07/2021,20/12/2022
Caatinga,BAHIA,Boninal,04/05/2022,26/06/2022
Caatinga,BAHIA,Brumado,21/02/2022,28/12/2022
Caatinga,BAHIA,Xique-Xique,21/07/2022,15/11/2022
Caatinga,BAHIA,Jussiape,06/08/2022,27/09/2022
Caatinga,BAHIA,Caetité,02/04/2022,07/12/2022
Caatinga,BAHIA,Brumado,18/10/2021,09/12/2022
Caatinga,BAHIA,Carinhanha,15/03/2022,20/12/2022
Caatinga,BAHIA,Paratinga,30/07/2022,01/09/2022
Caatinga,BAHIA,Marcionílio Souza,10/08/2022,31/03/2023
Caatinga,BAHIA,Barra da Estiva,07/06/2022,23/11/2022
Caatinga,BAHIA,Paramirim,15/07/2022,23/11/2022
Caatinga,BAHIA,Campo Alegre de Lourdes,20/05/2022,14/11/2022
Caatinga,BAHIA,Campo Alegre de Lourdes,09/05/2022,27/08/2022
Caatinga,BAHIA,Livramento de Nossa Senhora,08/04/2022,30/07/2022
Caatinga,BAHIA,Buritirama,04/05/2022,01/06/2022
Caatinga,BAHIA,Boninal,30/10/2021,24/02/2022
Caatinga,BAHIA,Carinhanha,04/05/2022,23/06/2022
Caatinga,BAHIA,Campo Alegre de Lourdes,22/04/2022,16/11/2022
Caatinga,BAHIA,Livramento de Nossa Senhora,15/02/2022,31/03/2023
Caatinga,BAHIA,Iaçu,22/05/2022,14/12/2022
Cerrado,BAHIA,Barreiras,17/10/2022,10/03/2023
Caatinga,BAHIA,Buritirama,17/06/2022,31/12/2022
Caatinga,BAHIA,Miguel Calmon,09/08/2022,14/12/2022
Caatinga,BAHIA,Serrinha,29/09/2022,09/02/2023
Caatinga,BAHIA,Tucano,08/06/2022,21/12/2022
Caatinga,BAHIA,Remanso,20/09/2022,22/11/2022
Caatinga,BAHIA,Brumado,05/10/2022,28/12/2022
Caatinga,BAHIA,Livramento de Nossa Senhora,15/07/2022,11/08/2022
Caatinga,BAHIA,Pilão Arcado,11/05/2022,31/12/2022
Cerrado,BAHIA,Cocos,28/10/2022,02/02/2023
Caatinga,BAHIA,Campo Alegre de Lourdes,14/12/2021,13/12/2022
Caatinga,BAHIA,Serra Dourada,24/02/2022,12/03/2023
Caatinga,BAHIA,Santana,07/07/2022,10/10/2022
Caatinga,BAHIA,Buritirama,13/07/2022,11/03/2023
Caatinga,BAHIA,Pilão Arcado,05/05/2022,13/12/2022
Caatinga,BAHIA,Angical,24/08/2022,27/09/2022
Caatinga,BAHIA,Mundo Novo,11/08/2022,04/10/2022
Caatinga,BAHIA,Remanso,16/02/2022,07/04/2023
Caatinga,BAHIA,Campo Alegre de Lourdes,20/06/2022,20/12/2022
Caatinga,BAHIA,Paratinga,02/08/2022,07/12/2022
Caatinga,BAHIA,Angical,03/10/2022,11/02/2023
Caatinga,BAHIA,Angical,22/06/2022,01/02/2023
Caatinga,BAHIA,Campo Alegre de Lourdes,09/04/2022,01/10/2022
Cerrado,BAHIA,Santa Rita de Cássia,30/12/2022,12/02/2023
Caatinga,BAHIA,Pilão Arcado,26/03/2022,24/01/2023
Caatinga,BAHIA,Iramaia,20/06/2022,21/12/2022
Caatinga,BAHIA,Pilão Arcado,27/02/2022,06/08/2022
Caatinga,BAHIA,Barra,05/02/2022,23/05/2022
Caatinga,BAHIA,Buritirama,05/07/2022,22/11/2022
Caatinga,BAHIA,Angical,28/08/2022,01/01/2023
Caatinga,BAHIA,Serra do Ramalho,15/03/2022,03/05/2022
Caatinga,BAHIA,Angical,28/02/2022,01/02/2023
Caatinga,BAHIA,Bonito,30/10/2022,09/02/2023
Caatinga,BAHIA,Bonito,29/09/2022,21/12/2022
Caatinga,BAHIA,Angical,04/08/2022,12/12/2022
Caatinga,BAHIA,Buritirama,22/04/2022,28/05/2022
Caatinga,BAHIA,Campo Alegre de Lourdes,23/05/2022,19/08/2022
Caatinga,BAHIA,Sento Sé,27/05/2022,03/12/2022
Caatinga,BAHIA,Carinhanha,14/08/2022,26/09/2022
Caatinga,BAHIA,Caculé,28/08/2022,28/12/2022
Cerrado,BAHIA,São Desidério,17/01/2023,24/03/2023
Cerrado,BAHIA,Correntina,06/10/2022,24/03/2023
Caatinga,BAHIA,Jussiape,10/02/2022,14/11/2022
Caatinga,BAHIA,Casa Nova,09/07/2022,24/11/2022
Caatinga,BAHIA,Pilão Arcado,22/01/2022,24/11/2022
Caatinga,BAHIA,Carinhanha,14/10/2022,06/11/2022
Caatinga,BAHIA,Buritirama,15/05/2022,22/11/2022
Caatinga,BAHIA,Campo Alegre de Lourdes,05/05/2022,24/11/2022
Caatinga,BAHIA,Pilão Arcado,07/04/2022,14/11/2022
Caatinga,BAHIA,Barra da Estiva,04/08/2022,28/12/2022
Caatinga,BAHIA,Remanso,22/07/2021,17/11/2021
Caatinga,BAHIA,Sento Sé,06/06/2022,31/12/2022
Caatinga,BAHIA,Sebastião Laranjeiras,28/06/2022,08/04/2023
Caatinga,BAHIA,Mirante,24/02/2022,31/03/2023
Caatinga,BAHIA,Barra,24/07/2022,08/12/2022
Caatinga,BAHIA,Brumado,07/06/2022,29/08/2022
Caatinga,BAHIA,Pilão Arcado,20/03/2022,01/04/2023
Caatinga,BAHIA,Buritirama,03/08/2022,01/01/2023
Caatinga,BAHIA,Iaçu,26/07/2022,03/10/2022
Caatinga,BAHIA,Monte Santo,12/01/2022,30/12/2022
Caatinga,BAHIA,Serra Dourada,19/06/2022,26/08/2022
Caatinga,BAHIA,Matina,23/04/2022,28/12/2022
Caatinga,BAHIA,Buritirama,11/08/2022,07/12/2022
Caatinga,BAHIA,Brotas de Macaúbas,22/10/2022,23/11/2022
Caatinga,BAHIA,Planalto,12/04/2022,09/08/2022
Caatinga,BAHIA,Buritirama,30/06/2022,10/01/2023
Caatinga,BAHIA,Campo Alegre de Lourdes,27/04/2022,27/08/2022
Caatinga,BAHIA,Angical,02/06/2022,23/08/2022
Caatinga,BAHIA,Campo Alegre de Lourdes,30/06/2022,24/11/2022
Caatinga,BAHIA,Campo Alegre de Lourdes,25/02/2022,10/12/2022
Caatinga,BAHIA,Riacho de Santana,29/06/2022,31/03/2023
Caatinga,BAHIA,Buritirama,30/07/2022,14/11/2022
Caatinga,BAHIA,Pilão Arcado,26/04/2022,07/12/2022
Caatinga,BAHIA,Jussiape,12/05/2022,02/04/2023
Caatinga,BAHIA,Campo Alegre de Lourdes,20/06/2022,12/11/2022
Caatinga,BAHIA,Remanso,22/05/2022,17/11/2022
Caatinga,BAHIA,Livramento de Nossa Senhora,25/06/2022,12/12/2022
Caatinga,BAHIA,Campo Alegre de Lourdes,09/06/2022,21/10/2022
Caatinga,BAHIA,Casa Nova,08/06/2022,20/10/2022
Caatinga,BAHIA,Xique-Xique,23/05/2022,25/01/2023
Caatinga,BAHIA,Serra Dourada,25/06/2022,28/12/2022
Caatinga,BAHIA,Jussiape,04/09/2022,12/11/2022
Caatinga,BAHIA,Tucano,11/08/2022,21/12/2022
Caatinga,BAHIA,Sebastião Laranjeiras,12/06/2022,07/12/2022
Caatinga,BAHIA,Macaúbas,25/06/2022,29/12/2022
Caatinga,BAHIA,Bom Jesus da Lapa,30/03/2022,21/05/2022
Caatinga,BAHIA,Carinhanha,11/05/2022,10/11/2022
Caatinga,BAHIA,Matina,18/02/2022,13/11/2022
Caatinga,BAHIA,Tanhaçu,17/09/2022,21/12/2022
Caatinga,BAHIA,Campo Formoso,11/09/2022,31/10/2022
Caatinga,BAHIA,Caetité,04/04/2022,30/12/2022
Caatinga,BAHIA,Cordeiros,31/03/2022,28/12/2022
Caatinga,BAHIA,Bom Jesus da Lapa,28/05/2022,12/12/2022
Caatinga,BAHIA,Palmas de Monte Alto,30/05/2022,05/11/2022
Caatinga,BAHIA,Sítio do Mato,25/03/2022,09/10/2022
Caatinga,BAHIA,Paratinga,06/06/2022,06/10/2022
Caatinga,BAHIA,Condeúba,08/06/2022,12/11/2022
Caatinga,BAHIA,Buritirama,01/06/2022,22/11/2022
Caatinga,BAHIA,Ituaçu,19/01/2022,28/12/2022
Caatinga,BAHIA,Juazeiro,09/02/2022,08/10/2022
Caatinga,BAHIA,Riacho de Santana,17/06/2022,13/11/2022
Caatinga,BAHIA,Candiba,11/08/2022,06/12/2022
Caatinga,BAHIA,Livramento de Nossa Senhora,15/09/2022,08/12/2022
Caatinga,BAHIA,Palmas de Monte Alto,22/04/2022,13/11/2022
Caatinga,BAHIA,Pilão Arcado,03/04/2022,08/12/2022
Caatinga,BAHIA,Bonito,18/01/2022,09/10/2022
Caatinga,BAHIA,Pilão Arcado,12/08/2022,24/01/2023
Caatinga,BAHIA,Carinhanha,12/11/2021,10/11/2022
Caatinga,BAHIA,Ituaçu,09/06/2022,08/12/2022
Caatinga,BAHIA,Campo Alegre de Lourdes,02/05/2022,25/01/2023
Caatinga,BAHIA,Campo Alegre de Lourdes,02/06/2022,13/12/2022
Caatinga,BAHIA,Palmas de Monte Alto,01/05/2022,08/06/2022
Caatinga,BAHIA,Campo Alegre de Lourdes,28/06/2022,24/11/2022
Caatinga,BAHIA,Curaçá,14/12/2022,06/03/2023
Caatinga,BAHIA,Santa Maria da Vitória,16/07/2022,10/12/2022
Caatinga,BAHIA,Condeúba,03/05/2022,28/12/2022
Caatinga,BAHIA,Matina,20/06/2022,30/10/2022
Caatinga,BAHIA,Bom Jesus da Serra,07/10/2021,29/09/2022
Caatinga,BAHIA,Paratinga,22/05/2022,01/01/2023
Caatinga,BAHIA,Matina,24/02/2022,28/10/2022
Caatinga,BAHIA,Palmas de Monte Alto,21/04/2022,28/10/2022
Caatinga,BAHIA,Rio Real,28/06/2022,13/12/2022
Caatinga,BAHIA,Santana,04/09/2022,28/10/2022
Caatinga,BAHIA,Bom Jesus da Lapa,14/08/2022,29/10/2022
Caatinga,BAHIA,Buritirama,04/10/2021,21/10/2022
Caatinga,BAHIA,Oliveira dos Brejinhos,17/07/2022,12/11/2022
Caatinga,BAHIA,Pilão Arcado,09/08/2022,21/10/2022
Caatinga,BAHIA,Nova Soure,03/10/2022,21/12/2022
Caatinga,BAHIA,Carinhanha,13/07/2022,31/03/2023
Caatinga,BAHIA,Brumado,08/06/2022,02/04/2023
Caatinga,BAHIA,Boa Vista do Tupim,13/01/2022,31/03/2023
Caatinga,BAHIA,Pilão Arcado,13/05/2022,31/12/2022
Caatinga,BAHIA,Anagé,12/04/2022,21/12/2022
Caatinga,BAHIA,Tanhaçu,25/06/2022,14/09/2022
Caatinga,BAHIA,Buritirama,04/02/2022,31/12/2022
Caatinga,BAHIA,Santana,26/06/2022,17/08/2022
Caatinga,BAHIA,Jussiape,11/06/2022,21/12/2022
Caatinga,BAHIA,Brumado,17/07/2022,11/09/2022
Caatinga,BAHIA,Brumado,13/01/2022,12/12/2022
Cerrado,BAHIA,Angical,27/08/2022,20/03/2023
Caatinga,BAHIA,Buritirama,05/08/2022,08/10/2022
Caatinga,BAHIA,Botuporã,27/11/2021,24/02/2022
Caatinga,BAHIA,Barra da Estiva,30/06/2022,13/09/2022
Caatinga,BAHIA,Sebastião Laranjeiras,05/09/2022,30/10/2022
Cerrado,BAHIA,São Desidério,13/11/2022,25/02/2023
Caatinga,BAHIA,Jaborandi,04/07/2022,18/01/2023
Caatinga,BAHIA,Muquém do São Francisco,30/09/2022,31/12/2022
Caatinga,BAHIA,Buritirama,11/08/2022,07/12/2022
Caatinga,BAHIA,Juazeiro,28/05/2022,20/12/2022
Caatinga,BAHIA,Riacho de Santana,24/02/2022,10/04/2022
Caatinga,BAHIA,Brumado,12/03/2022,13/06/2022
Caatinga,BAHIA,Rio de Contas,19/08/2022,29/09/2022
Caatinga,BAHIA,Brumado,17/06/2022,15/09/2022
Caatinga,BAHIA,Brumado,19/08/2022,09/10/2022
Caatinga,BAHIA,Iaçu,05/07/2022,07/02/2023
Caatinga,BAHIA,Guajeru,24/03/2022,12/12/2022
Caatinga,BAHIA,Mirante,17/01/2022,11/08/2022
Caatinga,BAHIA,Umburanas,07/04/2022,21/12/2022
Caatinga,BAHIA,Jacaraci,13/01/2022,20/07/2022
Caatinga,BAHIA,Campo Alegre de Lourdes,30/07/2022,14/12/2022
Caatinga,BAHIA,Cocos,18/01/2022,01/04/2023
Caatinga,BAHIA,Ibitiara,30/01/2022,12/11/2022
Caatinga,BAHIA,Abaíra,18/08/2022,07/10/2022
Caatinga,BAHIA,Nova Soure,27/06/2021,03/10/2022
Caatinga,BAHIA,Pilão Arcado,13/08/2022,14/11/2022
Caatinga,BAHIA,Malhada de Pedras,28/08/2022,11/11/2022
Caatinga,BAHIA,Ibitiara,07/05/2022,12/11/2022
Caatinga,BAHIA,Maracás,22/05/2022,01/12/2022
Caatinga,BAHIA,Feira da Mata,20/06/2022,21/02/2023
Caatinga,BAHIA,Barra,14/01/2022,11/12/2022
Caatinga,BAHIA,Malhada de Pedras,27/05/2022,12/12/2022
Caatinga,BAHIA,Macaúbas,29/05/2022,11/12/2022
Caatinga,BAHIA,Remanso,08/10/2022,12/12/2022
Caatinga,BAHIA,Mirante,30/06/2022,21/12/2022
Caatinga,BAHIA,Remanso,09/09/2022,12/12/2022
Caatinga,BAHIA,Marcionílio Souza,16/06/2022,01/12/2022
Caatinga,BAHIA,Brumado,08/07/2022,07/12/2022
Caatinga,BAHIA,Iramaia,13/01/2022,31/03/2023
Caatinga,BAHIA,Livramento de Nossa Senhora,29/09/2022,08/12/2022
Caatinga,BAHIA,Anagé,04/08/2022,21/12/2022
Caatinga,BAHIA,Buritirama,15/02/2022,08/04/2023
Caatinga,BAHIA,Sebastião Laranjeiras,31/03/2022,06/12/2022
Caatinga,BAHIA,Pilão Arcado,09/07/2022,11/12/2022
Caatinga,BAHIA,Buritirama,02/08/2022,31/12/2022
Caatinga,BAHIA,Pilão Arcado,10/09/2022,31/12/2022
Caatinga,BAHIA,Matina,27/06/2022,04/08/2022
Caatinga,BAHIA,Matina,25/04/2022,11/12/2022
Caatinga,BAHIA,Anagé,06/08/2022,21/12/2022
Caatinga,BAHIA,Buritirama,23/05/2022,14/11/2022
Caatinga,BAHIA,Pilão Arcado,07/08/2022,30/12/2022
Caatinga,BAHIA,Ituaçu,14/04/2022,28/12/2022
Caatinga,BAHIA,Planalto,12/04/2022,27/05/2022
Caatinga,BAHIA,Buritirama,20/04/2022,30/12/2022
Caatinga,BAHIA,Macaúbas,07/11/2022,12/12/2022
Caatinga,BAHIA,Sento Sé,07/10/2022,12/12/2022
Caatinga,BAHIA,Iaçu,30/06/2022,14/12/2022
Caatinga,BAHIA,Sento Sé,10/06/2022,15/10/2022
Caatinga,BAHIA,Livramento de Nossa Senhora,24/04/2022,28/12/2022
Caatinga,BAHIA,Remanso,11/10/2022,09/12/2022
Caatinga,BAHIA,Sento Sé,03/09/2022,08/12/2022
Caatinga,BAHIA,Pilão Arcado,20/07/2022,10/11/2022
Caatinga,BAHIA,Marcionílio Souza,10/02/2022,11/07/2022
Caatinga,BAHIA,Bom Jesus da Lapa,11/04/2022,29/12/2022
Caatinga,BAHIA,Livramento de Nossa Senhora,04/08/2022,28/12/2022
Caatinga,BAHIA,Boninal,13/05/2022,08/07/2022
Caatinga,BAHIA,Campo Alegre de Lourdes,09/04/2022,13/12/2022
Caatinga,BAHIA,Caturama,24/05/2022,23/11/2022
Caatinga,BAHIA,Buritirama,07/05/2022,16/08/2022
Caatinga,BAHIA,Barra da Estiva,30/07/2022,08/12/2022
Caatinga,BAHIA,Feira da Mata,02/10/2022,29/12/2022
Caatinga,BAHIA,Pindaí,21/04/2022,06/12/2022
Caatinga,BAHIA,Carinhanha,09/02/2022,29/12/2022
Caatinga,BAHIA,Sento Sé,13/03/2022,05/04/2023
Caatinga,BAHIA,Santa Maria da Vitória,27/10/2022,30/12/2022
Caatinga,BAHIA,Barra da Estiva,22/05/2022,02/04/2023
Caatinga,BAHIA,Rio de Contas,14/12/2021,30/12/2022
Caatinga,BAHIA,Xique-Xique,03/09/2022,16/11/2022
Caatinga,BAHIA,Santa Rita de Cássia,24/02/2022,14/02/2023
Caatinga,BAHIA,Xique-Xique,12/06/2022,12/07/2022
Caatinga,BAHIA,Juazeiro,09/02/2022,09/01/2023
Caatinga,BAHIA,Campo Alegre de Lourdes,03/05/2022,27/09/2022
Caatinga,BAHIA,Campo Formoso,03/08/2022,18/01/2023
Caatinga,BAHIA,Pilão Arcado,29/04/2022,22/11/2022
Caatinga,BAHIA,Paratinga,14/03/2022,07/12/2022
Caatinga,BAHIA,Macaúbas,07/05/2022,10/08/2022
Caatinga,BAHIA,Itaeté,16/01/2022,08/04/2023
Caatinga,BAHIA,Licínio de Almeida,30/01/2022,02/04/2023
Caatinga,BAHIA,Rio de Contas,11/02/2022,07/12/2022
Caatinga,BAHIA,Campo Formoso,30/07/2022,21/10/2022
Caatinga,BAHIA,Iaçu,30/01/2022,13/07/2022
Caatinga,BAHIA,Gentio do Ouro,18/06/2022,23/11/2022
Caatinga,BAHIA,Buritirama,18/08/2022,31/12/2022
Caatinga,BAHIA,Anagé,19/01/2022,21/12/2022
Caatinga,BAHIA,Campo Alegre de Lourdes,02/05/2022,12/07/2022
Caatinga,BAHIA,São Félix do Coribe,23/06/2022,08/08/2022
Caatinga,BAHIA,Caculé,08/04/2022,06/12/2022
Caatinga,BAHIA,Riacho de Santana,17/03/2022,20/10/2022
Caatinga,BAHIA,Bom Jesus da Lapa,28/05/2022,12/12/2022
Caatinga,BAHIA,Barra,12/05/2022,08/12/2022
Caatinga,BAHIA,Macaúbas,14/10/2022,28/12/2022
Caatinga,BAHIA,Paratinga,04/05/2022,07/07/2022
Caatinga,BAHIA,Campo Formoso,29/07/2022,13/12/2022
Caatinga,BAHIA,Rio de Contas,15/08/2022,08/10/2022
Caatinga,BAHIA,Ruy Barbosa,09/08/2022,28/02/2023
Caatinga,BAHIA,Angical,03/04/2022,29/04/2022
Caatinga,BAHIA,Campo Alegre de Lourdes,25/06/2022,12/11/2022
Caatinga,BAHIA,Campo Alegre de Lourdes,01/08/2022,24/11/2022
Caatinga,BAHIA,Pilão Arcado,06/07/2022,12/12/2022
Caatinga,BAHIA,Matina,12/05/2022,13/11/2022
Caatinga,BAHIA,Campo Alegre de Lourdes,19/06/2022,21/09/2022
Caatinga,BAHIA,Barra,19/10/2022,15/01/2023
Caatinga,BAHIA,Anagé,18/06/2022,17/09/2022
Caatinga,BAHIA,Riacho de Santana,29/08/2022,01/01/2023
Caatinga,BAHIA,Palmas de Monte Alto,04/03/2022,28/12/2022
Caatinga,BAHIA,Angical,06/09/2022,07/11/2022
Caatinga,BAHIA,Buritirama,27/09/2022,16/01/2023
Caatinga,BAHIA,Matina,07/07/2022,30/12/2022
Caatinga,BAHIA,Macaúbas,11/04/2022,15/11/2022
Caatinga,BAHIA,Brumado,13/06/2022,08/08/2022
Caatinga,BAHIA,Brumado,08/07/2022,14/09/2022
Caatinga,BAHIA,Juazeiro,09/04/2022,09/01/2023
Caatinga,BAHIA,Macaúbas,02/04/2022,05/08/2022
Caatinga,BAHIA,Mirangaba,09/07/2022,03/10/2022
Caatinga,BAHIA,Boninal,08/07/2022,12/12/2022
Caatinga,BAHIA,Campo Alegre de Lourdes,10/05/2022,13/12/2022
Caatinga,BAHIA,Pilão Arcado,26/03/2022,14/11/2022
Caatinga,BAHIA,Santana,19/07/2022,11/12/2022
Caatinga,BAHIA,Barra,27/04/2022,28/12/2022
Caatinga,BAHIA,Várzea Nova,23/05/2022,08/12/2022
Caatinga,BAHIA,Buritirama,17/06/2022,29/12/2022
Caatinga,BAHIA,Ipupiara,10/09/2022,12/11/2022
Caatinga,BAHIA,Jaborandi,22/10/2022,13/11/2022
Caatinga,BAHIA,Paratinga,22/04/2022,07/05/2022
Caatinga,BAHIA,Matina,05/02/2022,29/12/2022
Caatinga,BAHIA,Bom Jesus da Lapa,06/06/2022,29/10/2022
Caatinga,BAHIA,Brejolândia,01/04/2022,23/04/2022
Caatinga,BAHIA,Brotas de Macaúbas,19/06/2022,15/11/2022
Caatinga,BAHIA,Carinhanha,15/05/2022,06/12/2022
Caatinga,BAHIA,Carinhanha,06/04/2022,06/12/2022
Caatinga,BAHIA,Muquém do São Francisco,06/08/2022,09/10/2022
Caatinga,BAHIA,Ribeira do Pombal,13/10/2021,08/06/2022
Caatinga,BAHIA,Boninal,14/07/2022,11/09/2022
Caatinga,BAHIA,Bom Jesus da Lapa,12/01/2022,05/02/2023
Caatinga,BAHIA,Ibiquera,13/01/2022,11/09/2022
Caatinga,BAHIA,Itaeté,26/06/2021,08/10/2021
Caatinga,BAHIA,Bom Jesus da Lapa,05/05/2022,13/11/2022
Caatinga,BAHIA,Pindobaçu,11/08/2022,03/10/2022
Caatinga,BAHIA,Palmas de Monte Alto,11/08/2022,28/12/2022
Caatinga,BAHIA,Juazeiro,02/02/2022,07/08/2022
Caatinga,BAHIA,Barra,30/01/2022,26/03/2023
Caatinga,BAHIA,Buritirama,16/08/2022,31/12/2022
Caatinga,BAHIA,Angical,02/05/2022,18/01/2023
Caatinga,BAHIA,Campo Alegre de Lourdes,28/10/2021,31/08/2022
Caatinga,BAHIA,Buritirama,23/07/2022,07/12/2022
Caatinga,BAHIA,Santa Rita de Cássia,20/01/2022,29/04/2022
Caatinga,BAHIA,Pilão Arcado,16/07/2022,21/12/2022
Caatinga,BAHIA,Buritirama,21/07/2022,14/11/2022
Caatinga,BAHIA,Morro do Chapéu,04/08/2022,21/12/2022
Caatinga,BAHIA,Brumado,27/03/2021,15/08/2021
Caatinga,BAHIA,Santa Maria da Vitória,20/07/2022,10/11/2022
Caatinga,BAHIA,Biritinga,13/01/2022,21/12/2022
Caatinga,BAHIA,Serra Dourada,19/07/2022,03/09/2022
Caatinga,BAHIA,Livramento de Nossa Senhora,21/09/2022,30/01/2023
Caatinga,BAHIA,Cocos,15/02/2022,15/03/2022
Caatinga,BAHIA,Conceição do Coité,11/01/2022,17/12/2022
Caatinga,BAHIA,Livramento de Nossa Senhora,13/09/2022,15/11/2022
Caatinga,BAHIA,Macaúbas,02/05/2022,29/08/2022
Caatinga,BAHIA,Barra,05/08/2022,31/12/2022
Caatinga,BAHIA,Sátiro Dias,08/06/2022,21/12/2022
Caatinga,BAHIA,Maracás,12/04/2022,01/12/2022
Caatinga,BAHIA,Pilão Arcado,27/04/2022,12/11/2022
Caatinga,BAHIA,Matina,05/04/2022,13/11/2022
Caatinga,BAHIA,Carinhanha,05/05/2022,07/12/2022
Caatinga,BAHIA,Macaúbas,29/06/2022,30/12/2022
Caatinga,BAHIA,Sento Sé,22/06/2022,30/12/2022
Caatinga,BAHIA,Santa Maria da Vitória,18/10/2022,29/12/2022
Caatinga,BAHIA,Campo Alegre de Lourdes,09/02/2022,30/12/2022
Caatinga,BAHIA,Condeúba,24/06/2021,10/12/2022
Caatinga,BAHIA,Remanso,11/11/2021,28/07/2022
Caatinga,BAHIA,Buritirama,23/05/2022,07/06/2022
Caatinga,BAHIA,Maracás,17/01/2022,04/08/2022
Caatinga,BAHIA,Buritirama,03/04/2022,14/05/2022
Caatinga,BAHIA,Ibitiara,18/08/2022,30/10/2022
Caatinga,BAHIA,Serra Dourada,10/03/2022,01/10/2022
Caatinga,BAHIA,Buritirama,02/06/2022,13/12/2022
Caatinga,BAHIA,Palmas de Monte Alto,30/06/2022,05/08/2022
Caatinga,BAHIA,Buritirama,14/06/2022,03/03/2023
Caatinga,BAHIA,Carinhanha,27/10/2022,20/01/2023
Caatinga,BAHIA,Serra do Ramalho,12/03/2022,01/06/2022
Caatinga,BAHIA,Ibitiara,29/06/2022,29/10/2022
Caatinga,BAHIA,Serra do Ramalho,19/08/2022,20/10/2022
Caatinga,BAHIA,Serra Dourada,07/06/2022,06/12/2022
Caatinga,BAHIA,Licínio de Almeida,25/06/2022,28/12/2022
Caatinga,BAHIA,Santana,12/07/2022,20/08/2022
Caatinga,BAHIA,Anagé,19/10/2022,12/11/2022
Caatinga,BAHIA,Brumado,01/03/2022,12/12/2022
Caatinga,BAHIA,Cordeiros,03/05/2022,10/10/2022
Caatinga,BAHIA,Tucano,04/10/2022,09/12/2022
Caatinga,BAHIA,Boninal,12/01/2022,19/05/2022
Caatinga,BAHIA,Planaltino,16/08/2022,13/12/2022
Caatinga,BAHIA,Campo Alegre de Lourdes,09/04/2022,02/10/2022
Caatinga,BAHIA,Buritirama,23/05/2022,07/12/2022
Caatinga,BAHIA,Barra do Mendes,13/01/2022,12/12/2022
Caatinga,BAHIA,Ipupiara,17/06/2022,07/12/2022
Caatinga,BAHIA,Buritirama,28/05/2022,07/10/2022
Caatinga,BAHIA,Santana,02/10/2022,17/01/2023
Caatinga,BAHIA,Mundo Novo,12/04/2022,11/08/2022
Caatinga,BAHIA,Campo Alegre de Lourdes,03/05/2022,01/10/2022
Caatinga,BAHIA,Ibitiara,05/05/2022,29/06/2022
Caatinga,BAHIA,Buritirama,17/06/2022,22/11/2022
Caatinga,BAHIA,Anagé,25/06/2022,21/12/2022
