CODEALERTA;FONTE;BIOMA;ESTADO;MUNICIPIO;AREAHA;ANODETEC;DATADETEC;DTIMGANT;DTIMGDEP;DTPUBLI;VPRESSAO
1223796;{SAD-CAATINGA};Caatinga;BAHIA;Itaberaba;27.300.000.000;20.240.000.000.000;01/02/2024;17/06/2023;17/02/2024;30/04/2024;agriculture
1223786;{SAD-CAATINGA};Caatinga;BAHIA;Senhor do Bonfim;37.200.000.000;20.240.000.000.000;01/01/2024;04/02/2023;22/01/2024;30/04/2024;agriculture
1223704;{SAD-CAATINGA};Caatinga;BAHIA;Morro do Chapéu;23.700.000.000;20.240.000.000.000;01/01/2024;26/01/2023;28/02/2024;30/04/2024;agriculture
1223682;{SAD-CAATINGA};Caatinga;BAHIA;Cordeiros;19.900.000.000;20.240.000.000.000;01/02/2024;24/02/2023;29/02/2024;30/04/2024;agriculture
1223611;{SAD-CAATINGA};Caatinga;BAHIA;Valente;19.400.000.000;20.240.000.000.000;01/01/2024;03/04/2023;31/01/2024;30/04/2024;agriculture
1223610;{SAD-CAATINGA};Caatinga;BAHIA;Baixa Grande;96.100.000.000;20.240.000.000.000;01/01/2024;13/09/2023;20/01/2024;30/04/2024;agriculture
1223592;{SAD-CAATINGA};Caatinga;BAHIA;Barra do Mendes;28.500.000.000;20.240.000.000.000;01/01/2024;11/07/2023;11/01/2024;30/04/2024;agriculture
1223641;{SAD-CAATINGA};Caatinga;BAHIA;Carinhanha;72.700.000.000;20.240.000.000.000;01/01/2024;15/04/2023;29/12/2023;30/04/2024;agriculture
1223563;{SAD-CAATINGA};Caatinga;BAHIA;Seabra;11.000.000.000;20.240.000.000.000;01/01/2024;26/01/2023;13/01/2024;30/04/2024;agriculture
1223557;{SAD-CAATINGA};Caatinga;BAHIA;Barra da Estiva;18.200.000.000;20.240.000.000.000;01/02/2024;28/12/2022;29/02/2024;30/04/2024;agriculture
1223565;{SAD-CAATINGA};Caatinga;BAHIA;Tremedal;24.200.000.000;20.240.000.000.000;01/01/2024;06/12/2022;31/01/2024;30/04/2024;agriculture
1223481;{SAD-CAATINGA};Caatinga;BAHIA;Ruy Barbosa;200.700.000.000;20.240.000.000.000;01/02/2024;14/07/2023;01/02/2024;30/04/2024;agriculture
1223476;{SAD-CAATINGA};Caatinga;BAHIA;Brotas de Macaúbas;11.400.000.000;20.240.000.000.000;01/01/2024;08/03/2023;14/06/2023;30/04/2024;agriculture
1227218;{SAD-CAATINGA};Caatinga;BAHIA;Carinhanha;67.000.000.000;20.240.000.000.000;01/01/2024;07/09/2023;12/10/2023;30/04/2024;agriculture
1227153;{SAD-CAATINGA};Caatinga;BAHIA;Wanderley;15.800.000.000;20.240.000.000.000;01/01/2024;10/06/2023;29/02/2024;30/04/2024;agriculture
1227152;{SAD-CAATINGA};Caatinga;BAHIA;Piatã;29.300.000.000;20.240.000.000.000;01/01/2024;28/06/2023;29/02/2024;30/04/2024;agriculture
1227127;{SAD-CAATINGA};Caatinga;BAHIA;Morro do Chapéu;0.8300000000;20.240.000.000.000;01/01/2024;31/12/2022;04/01/2024;30/04/2024;agriculture
1227119;{SAD-CAATINGA};Caatinga;BAHIA;Paratinga;60.900.000.000;20.240.000.000.000;01/02/2024;28/04/2023;16/01/2024;30/04/2024;agriculture
1227086;{SAD-CAATINGA};Caatinga;BAHIA;Jeremoabo;30.400.000.000;20.240.000.000.000;01/01/2024;13/05/2023;31/01/2024;30/04/2024;agriculture
1226978;{SAD-CAATINGA};Caatinga;BAHIA;Boninal;17.900.000.000;20.240.000.000.000;01/02/2024;27/04/2023;29/05/2023;30/04/2024;agriculture
1226910;{SAD-CAATINGA};Caatinga;BAHIA;Ribeira do Pombal;62.600.000.000;20.240.000.000.000;01/01/2024;16/04/2023;29/02/2024;30/04/2024;agriculture
1226907;{SAD-CAATINGA};Caatinga;BAHIA;Iraquara;34.700.000.000;20.240.000.000.000;01/01/2024;31/03/2023;22/10/2023;30/04/2024;agriculture
1226904;{SAD-CAATINGA};Caatinga;BAHIA;Ipirá;47.100.000.000;20.240.000.000.000;01/01/2024;25/07/2023;17/02/2024;30/04/2024;agriculture
1226893;{SAD-CAATINGA};Caatinga;BAHIA;Maracás;95.200.000.000;20.240.000.000.000;01/01/2024;28/06/2023;14/02/2024;30/04/2024;agriculture
1226881;{SAD-CAATINGA};Caatinga;BAHIA;Itapicuru;74.900.000.000;20.240.000.000.000;01/02/2024;28/02/2023;04/02/2024;30/04/2024;agriculture
1226868;{SAD-CAATINGA};Caatinga;BAHIA;Jeremoabo;117.800.000.000;20.240.000.000.000;01/01/2024;13/05/2023;25/10/2023;30/04/2024;agriculture
1226861;{SAD-CAATINGA};Caatinga;BAHIA;Piatã;128.100.000.000;20.240.000.000.000;01/01/2024;17/06/2023;11/08/2023;30/04/2024;agriculture
1226855;{SAD-CAATINGA};Caatinga;BAHIA;Mundo Novo;59.600.000.000;20.240.000.000.000;01/01/2024;14/07/2023;15/05/2024;30/04/2024;agriculture
1224653;{SAD-CAATINGA};Caatinga;BAHIA;Jacobina;12.100.000.000;20.240.000.000.000;01/01/2024;16/04/2023;22/01/2024;30/04/2024;agriculture
1225323;{SAD-CAATINGA};Caatinga;BAHIA;Iaçu;198.500.000.000;20.240.000.000.000;01/02/2024;11/02/2023;29/03/2024;30/04/2024;agriculture
1223227;{SAD-CAATINGA};Caatinga;BAHIA;Itiúba;16.500.000.000;20.240.000.000.000;01/01/2024;22/01/2023;14/01/2024;30/04/2024;agriculture
1223222;{SAD-CAATINGA};Caatinga;BAHIA;Cordeiros;19.600.000.000;20.240.000.000.000;01/01/2024;02/11/2023;31/01/2024;30/04/2024;agriculture
1223220;{SAD-CAATINGA};Caatinga;BAHIA;Nordestina;25.600.000.000;20.240.000.000.000;01/01/2024;14/07/2023;24/01/2024;30/04/2024;agriculture
1223120;{SAD-CAATINGA};Caatinga;BAHIA;Condeúba;23.100.000.000;20.240.000.000.000;01/01/2024;25/03/2023;15/01/2024;30/04/2024;agriculture
1223082;{SAD-CAATINGA};Caatinga;BAHIA;Brotas de Macaúbas;26.500.000.000;20.240.000.000.000;01/01/2024;29/01/2023;13/01/2024;30/04/2024;agriculture
1223086;{SAD-CAATINGA};Caatinga;BAHIA;Riacho de Santana;26.300.000.000;20.240.000.000.000;01/01/2024;29/03/2023;18/01/2024;30/04/2024;agriculture
1223076;{SAD-CAATINGA};Caatinga;BAHIA;Barra da Estiva;10.100.000.000;20.240.000.000.000;01/02/2024;28/11/2023;01/03/2024;30/04/2024;agriculture
1222987;{SAD-CAATINGA};Caatinga;BAHIA;Bonito;20.200.000.000;20.240.000.000.000;01/01/2024;12/05/2023;04/12/2023;30/04/2024;agriculture
1222988;{SAD-CAATINGA};Caatinga;BAHIA;Presidente Jânio Quadros;187.000.000.000;20.240.000.000.000;01/02/2024;03/07/2023;29/02/2024;30/04/2024;agriculture
1223112;{SAD-CAATINGA};Caatinga;BAHIA;Caém;73.100.000.000;20.240.000.000.000;01/02/2024;31/10/2023;16/02/2024;30/04/2024;agriculture
1223109;{SAD-CAATINGA};Caatinga;BAHIA;Morro do Chapéu;32.800.000.000;20.240.000.000.000;01/01/2024;23/09/2023;14/01/2024;30/04/2024;agriculture
1223077;{SAD-CAATINGA};Caatinga;BAHIA;Angical;180.100.000.000;20.240.000.000.000;01/01/2024;01/07/2023;16/01/2024;30/04/2024;agriculture
1223140;{SAD-CAATINGA};Caatinga;BAHIA;Campo Formoso;29.200.000.000;20.240.000.000.000;01/01/2024;17/04/2023;31/01/2024;30/04/2024;agriculture
1223133;{SAD-CAATINGA};Caatinga;BAHIA;Anagé;39.400.000.000;20.240.000.000.000;01/02/2024;28/06/2023;18/03/2024;30/04/2024;agriculture
1223144;{SAD-CAATINGA};Caatinga;BAHIA;Ruy Barbosa;314.600.000.000;20.240.000.000.000;01/02/2024;19/04/2023;16/03/2024;30/04/2024;agriculture
1222598;{SAD-CAATINGA};Caatinga;BAHIA;Cotegipe;142.100.000.000;20.240.000.000.000;01/01/2024;06/05/2023;30/09/2023;30/04/2024;agriculture
1222688;{SAD-CAATINGA};Caatinga;BAHIA;Poções;48.600.000.000;20.240.000.000.000;01/02/2024;30/06/2023;16/03/2024;30/04/2024;agriculture
1222541;{SAD-CAATINGA};Caatinga;BAHIA;Lagoa Real;0.8000000000;20.240.000.000.000;01/01/2024;08/04/2022;31/07/2022;30/04/2024;agriculture
1222527;{SAD-CAATINGA};Caatinga;BAHIA;Cícero Dantas;17.900.000.000;20.240.000.000.000;01/01/2024;13/05/2023;31/01/2024;30/04/2024;agriculture
1222553;{SAD-CAATINGA};Caatinga;BAHIA;Caldeirão Grande;138.800.000.000;20.240.000.000.000;01/01/2024;26/01/2023;08/01/2024;30/04/2024;agriculture
1222478;{SAD-CAATINGA};Caatinga;BAHIA;Ituaçu;17.200.000.000;20.240.000.000.000;01/02/2024;24/09/2023;15/02/2024;30/04/2024;agriculture
1222440;{SAD-CAATINGA};Caatinga;BAHIA;Sítio do Quinto;164.300.000.000;20.240.000.000.000;01/01/2024;26/01/2023;31/01/2024;30/04/2024;agriculture
1222424;{SAD-CAATINGA};Caatinga;BAHIA;Sátiro Dias;18.400.000.000;20.240.000.000.000;01/01/2024;13/01/2023;22/01/2024;30/04/2024;agriculture
1222347;{SAD-CAATINGA};Caatinga;BAHIA;Ourolândia;27.700.000.000;20.240.000.000.000;01/01/2024;23/09/2023;31/01/2024;30/04/2024;agriculture
1222318;{SAD-CAATINGA};Caatinga;BAHIA;Campo Formoso;17.900.000.000;20.240.000.000.000;01/01/2024;15/07/2023;31/01/2024;30/04/2024;agriculture
1222308;{SAD-CAATINGA};Caatinga;BAHIA;Olindina;27.900.000.000;20.240.000.000.000;01/01/2024;19/02/2023;12/01/2024;30/04/2024;agriculture
1222351;{SAD-CAATINGA};Caatinga;BAHIA;Rio de Contas;0.7000000000;20.240.000.000.000;01/02/2024;12/06/2023;27/02/2024;30/04/2024;agriculture
1222286;{SAD-CAATINGA};Caatinga;BAHIA;Monte Santo;128.500.000.000;20.240.000.000.000;01/01/2024;10/01/2023;31/01/2024;30/04/2024;agriculture
1234306;{DETER-CERRADO};Cerrado;BAHIA;Barreiras;861.800.000.000;20.240.000.000.000;10/04/2024;06/02/2024;16/05/2024;04/06/2024;agriculture
1233847;{DETER-CERRADO};Cerrado;BAHIA;Baianópolis;173.700.000.000;20.240.000.000.000;13/04/2024;14/03/2024;28/04/2024;04/06/2024;agriculture
1221923;{SAD-CAATINGA};Caatinga;BAHIA;Monte Santo;24.900.000.000;20.240.000.000.000;01/01/2024;02/04/2023;31/01/2024;30/04/2024;agriculture
1221718;{SAD-CAATINGA};Caatinga;BAHIA;Sátiro Dias;27.900.000.000;20.240.000.000.000;01/01/2024;26/08/2023;31/01/2024;30/04/2024;agriculture
1221621;{SAD-CAATINGA};Caatinga;BAHIA;Canudos;39.200.000.000;20.240.000.000.000;01/01/2024;11/04/2023;07/01/2024;30/04/2024;agriculture
1233748;{DETER-CERRADO};Cerrado;BAHIA;Cristópolis;1.728.100.000.000;20.240.000.000.000;13/04/2024;12/01/2024;26/05/2024;04/06/2024;agriculture
1221484;{SAD-CAATINGA};Caatinga;BAHIA;Euclides da Cunha;41.600.000.000;20.240.000.000.000;01/01/2024;09/01/2023;08/01/2024;30/04/2024;agriculture
1221391;{SAD-CAATINGA};Caatinga;BAHIA;Euclides da Cunha;161.900.000.000;20.240.000.000.000;01/01/2024;09/01/2023;31/01/2024;30/04/2024;agriculture
1221196;{SAD-CAATINGA};Caatinga;BAHIA;Quijingue;155.000.000.000;20.240.000.000.000;01/01/2024;21/04/2023;31/01/2024;30/04/2024;agriculture
1221146;{SAD-CAATINGA};Caatinga;BAHIA;Jeremoabo;26.500.000.000;20.240.000.000.000;01/01/2024;21/01/2023;31/01/2024;30/04/2024;agriculture
1221070;{SAD-CAATINGA};Caatinga;BAHIA;Itapicuru;86.400.000.000;20.240.000.000.000;01/01/2024;25/10/2023;31/01/2024;30/04/2024;agriculture
1221029;{SAD-CAATINGA};Caatinga;BAHIA;Monte Santo;52.200.000.000;20.240.000.000.000;01/01/2024;09/01/2023;14/01/2024;30/04/2024;agriculture
1220932;{SAD-CAATINGA};Caatinga;BAHIA;Banzaê;18.200.000.000;20.240.000.000.000;01/01/2024;09/01/2023;30/01/2024;30/04/2024;agriculture
1220865;{SAD-CAATINGA};Caatinga;BAHIA;Ribeira do Amparo;23.700.000.000;20.240.000.000.000;01/01/2024;25/01/2023;07/01/2024;30/04/2024;agriculture
1228712;{SAD-CAATINGA};Caatinga;BAHIA;Paratinga;33.500.000.000;20.240.000.000.000;01/02/2024;13/04/2023;16/01/2024;30/04/2024;agriculture
1228566;{SAD-CAATINGA};Caatinga;BAHIA;Jeremoabo;28.700.000.000;20.240.000.000.000;01/01/2024;29/09/2023;17/02/2024;30/04/2024;agriculture
1228475;{SAD-CAATINGA};Caatinga;BAHIA;Ipirá;50.100.000.000;20.240.000.000.000;01/01/2024;19/04/2023;31/01/2024;30/04/2024;agriculture
1228431;{SAD-CAATINGA};Caatinga;BAHIA;Feira de Santana;20.800.000.000;20.240.000.000.000;01/01/2024;26/08/2023;30/12/2023;30/04/2024;agriculture
1228189;{SAD-CAATINGA};Caatinga;BAHIA;Andaraí;118.000.000.000;20.240.000.000.000;01/01/2024;14/06/2023;16/03/2024;30/04/2024;agriculture
1226647;{SAD-CAATINGA};Caatinga;BAHIA;Piatã;15.400.000.000;20.240.000.000.000;01/02/2024;17/07/2023;13/08/2023;30/04/2024;agriculture
1226605;{SAD-CAATINGA};Caatinga;BAHIA;Morpará;93.600.000.000;20.240.000.000.000;01/01/2024;04/08/2023;06/02/2024;30/04/2024;agriculture
1226641;{SAD-CAATINGA};Caatinga;BAHIA;Jeremoabo;81.400.000.000;20.240.000.000.000;01/01/2024;27/12/2023;17/02/2024;30/04/2024;agriculture
1226492;{SAD-CAATINGA};Caatinga;BAHIA;Angical;88.100.000.000;20.240.000.000.000;01/01/2024;01/12/2023;09/12/2023;30/04/2024;agriculture
1226455;{SAD-CAATINGA};Caatinga;BAHIA;Carinhanha;30.200.000.000;20.240.000.000.000;01/01/2024;27/04/2023;20/01/2024;30/04/2024;agriculture
1226302;{SAD-CAATINGA};Caatinga;BAHIA;Nova Itarana;104.100.000.000;20.240.000.000.000;01/02/2024;17/06/2023;16/02/2024;30/04/2024;agriculture
1226304;{SAD-CAATINGA};Caatinga;BAHIA;Andaraí;124.400.000.000;20.240.000.000.000;01/02/2024;14/09/2023;02/03/2024;30/04/2024;agriculture
1226229;{SAD-CAATINGA};Caatinga;BAHIA;Contendas do Sincorá;15.300.000.000;20.240.000.000.000;01/01/2024;24/08/2023;15/01/2024;30/04/2024;agriculture
1226253;{SAD-CAATINGA};Caatinga;BAHIA;Serra Preta;27.900.000.000;20.240.000.000.000;01/01/2024;13/01/2023;31/01/2024;30/04/2024;agriculture
1226155;{SAD-CAATINGA};Caatinga;BAHIA;Jeremoabo;930.000.000.000;20.240.000.000.000;01/02/2024;13/05/2023;12/05/2024;30/04/2024;agriculture
1226046;{SAD-CAATINGA};Caatinga;BAHIA;Piritiba;56.000.000.000;20.240.000.000.000;01/01/2024;20/04/2023;14/01/2024;30/04/2024;agriculture
1225906;{SAD-CAATINGA};Caatinga;BAHIA;Sátiro Dias;242.300.000.000;20.240.000.000.000;01/01/2024;26/08/2023;03/02/2024;30/04/2024;agriculture
1225659;{SAD-CAATINGA};Caatinga;BAHIA;Coribe;137.500.000.000;20.240.000.000.000;01/02/2024;20/05/2023;17/01/2024;30/04/2024;agriculture
1225387;{SAD-CAATINGA};Caatinga;BAHIA;Senhor do Bonfim;29.700.000.000;20.240.000.000.000;01/02/2024;05/10/2023;21/03/2024;30/04/2024;agriculture
1225339;{SAD-CAATINGA};Caatinga;BAHIA;São Félix do Coribe;117.200.000.000;20.240.000.000.000;01/02/2024;31/05/2023;13/01/2024;30/04/2024;agriculture
1225171;{SAD-CAATINGA};Caatinga;BAHIA;Euclides da Cunha;52.100.000.000;20.240.000.000.000;01/02/2024;07/01/2024;15/05/2024;30/04/2024;agriculture
1225135;{SAD-CAATINGA};Caatinga;BAHIA;Santa Rita de Cássia;36.000.000.000;20.240.000.000.000;01/02/2024;10/01/2023;08/05/2024;30/04/2024;agriculture
1225166;{SAD-CAATINGA};Caatinga;BAHIA;Ibotirama;34.300.000.000;20.240.000.000.000;01/02/2024;08/07/2023;07/09/2023;30/04/2024;agriculture
1225026;{SAD-CAATINGA};Caatinga;BAHIA;Campo Formoso;36.400.000.000;20.240.000.000.000;01/01/2024;09/12/2022;31/01/2024;30/04/2024;agriculture
1225007;{SAD-CAATINGA};Caatinga;BAHIA;Santa Rita de Cássia;45.400.000.000;20.240.000.000.000;01/01/2024;04/08/2023;28/10/2023;30/04/2024;agriculture
1225119;{SAD-CAATINGA};Caatinga;BAHIA;Cordeiros;30.500.000.000;20.240.000.000.000;01/02/2024;20/05/2023;29/02/2024;30/04/2024;agriculture
1224953;{SAD-CAATINGA};Caatinga;BAHIA;Mundo Novo;88.100.000.000;20.240.000.000.000;01/01/2024;14/07/2023;16/03/2024;30/04/2024;agriculture
1224715;{SAD-CAATINGA};Caatinga;BAHIA;Novo Triunfo;158.500.000.000;20.240.000.000.000;01/01/2024;26/08/2023;22/03/2024;30/04/2024;agriculture
1224538;{SAD-CAATINGA};Caatinga;BAHIA;Milagres;25.600.000.000;20.240.000.000.000;01/01/2024;23/03/2023;10/01/2024;30/04/2024;agriculture
1214362;{SAD-MATA-ATLANTICA};Mata Atlântica;BAHIA;Itagimirim;24.300.000.000;20.240.000.000.000;29/02/2024;06/08/2023;09/12/2023;13/03/2024;agriculture
1206959;{DETER-CERRADO};Cerrado;BAHIA;Correntina;2.993.400.000.000;20.240.000.000.000;09/01/2024;30/11/2023;24/05/2024;27/02/2024;agriculture
1226726;{SAD-CAATINGA};Caatinga;BAHIA;Novo Triunfo;41.500.000.000;20.240.000.000.000;01/01/2024;26/08/2023;31/01/2024;30/04/2024;agriculture
1226714;{SAD-CAATINGA};Caatinga;BAHIA;Piatã;32.600.000.000;20.240.000.000.000;01/02/2024;22/06/2023;09/09/2023;30/04/2024;agriculture
1226715;{SAD-CAATINGA};Caatinga;BAHIA;Ruy Barbosa;135.400.000.000;20.240.000.000.000;01/02/2024;23/02/2023;05/03/2024;30/04/2024;agriculture
1232033;{DETER-CERRADO};Cerrado;BAHIA;Correntina;177.200.000.000;20.240.000.000.000;01/03/2024;12/08/2023;29/12/2023;01/05/2024;agriculture
1226680;{SAD-CAATINGA};Caatinga;BAHIA;Sítio do Quinto;74.500.000.000;20.240.000.000.000;01/01/2024;20/04/2023;31/01/2024;30/04/2024;agriculture
1226645;{SAD-CAATINGA};Caatinga;BAHIA;Boninal;18.900.000.000;20.240.000.000.000;01/02/2024;28/06/2023;18/01/2024;30/04/2024;agriculture
1226611;{SAD-CAATINGA};Caatinga;BAHIA;Bonito;0.5900000000;20.240.000.000.000;01/01/2024;14/07/2023;31/01/2024;30/04/2024;agriculture
1226608;{SAD-CAATINGA};Caatinga;BAHIA;Piripá;26.800.000.000;20.240.000.000.000;01/01/2024;10/08/2023;13/01/2024;30/04/2024;agriculture
1226566;{SAD-CAATINGA};Caatinga;BAHIA;Presidente Jânio Quadros;79.200.000.000;20.240.000.000.000;01/02/2024;14/06/2023;17/02/2024;30/04/2024;agriculture
1226555;{SAD-CAATINGA};Caatinga;BAHIA;Pindobaçu;14.900.000.000;20.240.000.000.000;01/01/2024;27/08/2023;16/02/2024;30/04/2024;agriculture
1226553;{SAD-CAATINGA};Caatinga;BAHIA;Matina;42.700.000.000;20.240.000.000.000;01/01/2024;10/05/2023;20/01/2024;30/04/2024;agriculture
1226514;{SAD-CAATINGA};Caatinga;BAHIA;Novo Triunfo;14.400.000.000;20.240.000.000.000;01/01/2024;18/02/2023;26/09/2023;30/04/2024;agriculture
1226491;{SAD-CAATINGA};Caatinga;BAHIA;Jeremoabo;84.000.000.000;20.240.000.000.000;01/01/2024;06/03/2023;22/03/2024;30/04/2024;agriculture
1226450;{SAD-CAATINGA};Caatinga;BAHIA;Oliveira dos Brejinhos;541.100.000.000;20.240.000.000.000;01/01/2024;05/07/2023;14/04/2024;30/04/2024;agriculture
1226449;{SAD-CAATINGA};Caatinga;BAHIA;Mucugê;14.200.000.000;20.240.000.000.000;01/02/2024;29/04/2023;26/02/2024;30/04/2024;agriculture
1226447;{SAD-CAATINGA};Caatinga;BAHIA;Boa Vista do Tupim;27.500.000.000;20.240.000.000.000;01/02/2024;06/02/2023;06/02/2024;30/04/2024;agriculture
1226440;{SAD-CAATINGA};Caatinga;BAHIA;Itaberaba;119.400.000.000;20.240.000.000.000;01/01/2024;19/04/2023;16/03/2024;30/04/2024;agriculture
1226360;{SAD-CAATINGA};Caatinga;BAHIA;Rafael Jambeiro;440.300.000.000;20.240.000.000.000;01/02/2024;19/04/2023;17/02/2024;30/04/2024;agriculture
1226348;{SAD-CAATINGA};Caatinga;BAHIA;São José do Jacuípe;48.400.000.000;20.240.000.000.000;01/01/2024;14/07/2023;20/01/2024;30/04/2024;agriculture
1226289;{SAD-CAATINGA};Caatinga;BAHIA;Boa Vista do Tupim;21.200.000.000;20.240.000.000.000;01/01/2024;19/04/2023;16/03/2024;30/04/2024;agriculture
1226274;{SAD-CAATINGA};Caatinga;BAHIA;Várzea Nova;45.900.000.000;20.240.000.000.000;01/01/2024;05/08/2023;03/02/2024;30/04/2024;agriculture
1226273;{SAD-CAATINGA};Caatinga;BAHIA;Santa Rita de Cássia;71.500.000.000;20.240.000.000.000;01/01/2024;08/12/2023;07/03/2024;30/04/2024;agriculture
1226269;{SAD-CAATINGA};Caatinga;BAHIA;Itaberaba;73.900.000.000;20.240.000.000.000;01/02/2024;19/04/2023;31/05/2023;30/04/2024;agriculture
1224267;{SAD-CAATINGA};Caatinga;BAHIA;Angical;28.400.000.000;20.240.000.000.000;01/01/2024;11/10/2023;14/11/2023;30/04/2024;agriculture
1224257;{SAD-CAATINGA};Caatinga;BAHIA;Santa Brígida;131.500.000.000;20.240.000.000.000;01/01/2024;26/01/2023;29/09/2023;30/04/2024;agriculture
1224261;{SAD-CAATINGA};Caatinga;BAHIA;Wanderley;0.8500000000;20.240.000.000.000;01/01/2024;27/08/2023;16/01/2024;30/04/2024;agriculture
1224114;{SAD-CAATINGA};Caatinga;BAHIA;Ibotirama;562.200.000.000;20.240.000.000.000;01/01/2024;27/10/2023;26/02/2024;30/04/2024;agriculture
1223766;{SAD-CAATINGA};Caatinga;BAHIA;Jequié;33.700.000.000;20.240.000.000.000;01/02/2024;14/07/2023;02/03/2024;30/04/2024;agriculture
1223674;{SAD-CAATINGA};Caatinga;BAHIA;Mundo Novo;225.600.000.000;20.240.000.000.000;01/02/2024;19/04/2023;31/01/2024;30/04/2024;agriculture
1232342;{DETER-CERRADO};Cerrado;BAHIA;São Desidério;109.300.000.000;20.240.000.000.000;27/03/2024;28/11/2023;14/04/2024;01/05/2024;agriculture
1223627;{SAD-CAATINGA};Caatinga;BAHIA;Riacho de Santana;70.800.000.000;20.240.000.000.000;01/01/2024;15/04/2023;18/01/2024;30/04/2024;agriculture
1223622;{SAD-CAATINGA};Caatinga;BAHIA;Piatã;0.8200000000;20.240.000.000.000;01/02/2024;15/11/2023;27/11/2023;30/04/2024;agriculture
1223609;{SAD-CAATINGA};Caatinga;BAHIA;Miguel Calmon;19.800.000.000;20.240.000.000.000;01/01/2024;16/04/2023;31/01/2024;30/04/2024;agriculture
1226239;{SAD-CAATINGA};Caatinga;BAHIA;Itaeté;201.200.000.000;20.240.000.000.000;01/01/2024;03/06/2023;15/02/2024;30/04/2024;agriculture
1226211;{SAD-CAATINGA};Caatinga;BAHIA;Jeremoabo;183.500.000.000;20.240.000.000.000;01/02/2024;20/10/2023;30/01/2024;30/04/2024;agriculture
1226184;{SAD-CAATINGA};Caatinga;BAHIA;Queimadas;94.300.000.000;20.240.000.000.000;01/01/2024;02/04/2023;24/01/2024;30/04/2024;agriculture
1226181;{SAD-CAATINGA};Caatinga;BAHIA;Saúde;76.800.000.000;20.240.000.000.000;01/01/2024;27/08/2023;27/12/2023;30/04/2024;agriculture
1226152;{SAD-CAATINGA};Caatinga;BAHIA;Cícero Dantas;29.300.000.000;20.240.000.000.000;01/02/2024;26/01/2023;31/01/2024;30/04/2024;agriculture
1226151;{SAD-CAATINGA};Caatinga;BAHIA;Xique-Xique;101.000.000.000;20.240.000.000.000;01/01/2024;10/09/2023;12/11/2023;30/04/2024;agriculture
1226107;{SAD-CAATINGA};Caatinga;BAHIA;Ruy Barbosa;53.600.000.000;20.240.000.000.000;01/01/2024;19/04/2023;16/03/2024;30/04/2024;agriculture
1220573;{DETER-CERRADO};Cerrado;BAHIA;São Desidério;1.188.600.000.000;20.240.000.000.000;13/02/2024;16/09/2023;15/04/2024;20/03/2024;agriculture
1223497;{SAD-CAATINGA};Caatinga;BAHIA;Jeremoabo;27.400.000.000;20.240.000.000.000;01/02/2024;29/09/2023;10/04/2024;30/04/2024;agriculture
1223412;{SAD-CAATINGA};Caatinga;BAHIA;Tremedal;31.000.000.000;20.240.000.000.000;01/02/2024;20/05/2023;04/03/2024;30/04/2024;agriculture
1223403;{SAD-CAATINGA};Caatinga;BAHIA;Planalto;38.000.000.000;20.240.000.000.000;01/02/2024;31/05/2023;01/02/2024;30/04/2024;agriculture
1223326;{SAD-CAATINGA};Caatinga;BAHIA;Macaúbas;32.500.000.000;20.240.000.000.000;01/01/2024;20/05/2023;31/01/2024;30/04/2024;agriculture
1223314;{SAD-CAATINGA};Caatinga;BAHIA;Miguel Calmon;46.500.000.000;20.240.000.000.000;01/01/2024;16/04/2023;31/01/2024;30/04/2024;agriculture
1223302;{SAD-CAATINGA};Caatinga;BAHIA;Santaluz;22.500.000.000;20.240.000.000.000;01/01/2024;25/08/2023;31/01/2024;30/04/2024;agriculture
1223293;{SAD-CAATINGA};Caatinga;BAHIA;Paratinga;125.800.000.000;20.240.000.000.000;01/02/2024;07/04/2023;26/02/2024;30/04/2024;agriculture
1223210;{SAD-CAATINGA};Caatinga;BAHIA;Santa Brígida;451.700.000.000;20.240.000.000.000;01/02/2024;26/08/2023;11/03/2024;30/04/2024;agriculture
1223057;{SAD-CAATINGA};Caatinga;BAHIA;Cipó;140.500.000.000;20.240.000.000.000;01/01/2024;15/07/2023;08/01/2024;30/04/2024;agriculture
1223013;{SAD-CAATINGA};Caatinga;BAHIA;Boninal;62.000.000.000;20.240.000.000.000;01/01/2024;17/03/2023;14/01/2024;30/04/2024;agriculture
1222913;{SAD-CAATINGA};Caatinga;BAHIA;Planaltino;57.200.000.000;20.240.000.000.000;01/01/2024;11/08/2023;18/01/2024;30/04/2024;agriculture
1222613;{SAD-CAATINGA};Caatinga;BAHIA;Itatim;62.200.000.000;20.240.000.000.000;01/01/2024;23/03/2023;31/01/2024;30/04/2024;agriculture
1222576;{SAD-CAATINGA};Caatinga;BAHIA;Cícero Dantas;423.500.000.000;20.240.000.000.000;01/01/2024;06/01/2023;31/01/2024;30/04/2024;agriculture
1222497;{SAD-CAATINGA};Caatinga;BAHIA;Lajedinho;22.100.000.000;20.240.000.000.000;01/01/2024;19/04/2023;08/03/2024;30/04/2024;agriculture
